Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\Th9d8c.cfr
Action Line,Root BET 152 RAISE 366 RAISE 580
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 880 freq,CALL freq,FOLD freq
8h 6d 6c,0.78385,66.22,1012.18,129.968,33.78,162.316,49.9552,61.63,21.81,16.56
8h 6d 2c,0.77872,68.87,1063.53,131.313,31.13,110.97,37.0553,71.02,11.30,17.68
8h 6d 3c,0.51571,67.92,1042.57,130.525,32.08,131.934,42.752,70.10,11.93,17.97
8h 6d 4c,1.24014,66.50,1006.81,128.749,33.50,167.688,52.027,71.41,13.77,14.82
8h 6d 5c,0.43274,64.47,960.647,126.714,35.53,213.85,62.5584,76.62,9.83,13.55
8h 7d 7c,0.2668,63.92,969.067,128.916,36.08,205.437,59.1898,62.99,28.02,8.99
8h 7d 2c,0.69212,66.81,1024.44,130.387,33.19,150.06,46.9991,73.49,14.29,12.22
8h 7d 3c,0.51945,66.78,1023.97,130.389,33.22,150.525,47.1001,70.34,17.31,12.35
8h 7d 4c,0.32733,64.06,964.581,128.036,35.94,209.92,60.7186,66.00,24.45,9.55
8h 7d 5c,0.05942,59.80,873.202,124.167,40.20,301.295,77.9098,72.03,19.64,8.33
8h 7d 6c,0.37106,57.30,826.244,122.623,42.70,348.255,84.7738,75.08,11.84,13.08
9c 2d 2c,1.25947,65.09,974.233,127.278,34.91,200.266,59.6296,69.90,9.94,20.16
9c 3c 2c,0.00008,70.19,1086.92,131.687,29.82,87.5801,30.5348,22.32,77.68,0.00
9c 3c 2d,0.64711,61.78,915.306,125.989,38.22,259.196,70.4902,72.92,13.75,13.33
9c 3d 3c,1.17529,64.19,956.307,126.689,35.81,218.194,63.3337,69.63,11.10,19.27
9c 3d 2c,0.65565,62.33,926.24,126.363,37.67,248.261,68.5075,72.30,14.30,13.40
9c 4c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 4c 2d,1.05771,63.59,948.189,126.797,36.41,226.31,64.6092,76.47,5.03,18.50
9c 4c 3c,0.00158,62.50,947.413,128.906,37.50,227.085,62.9426,34.14,65.86,0.00
9c 4c 3d,0.79647,63.79,953.824,127.143,36.21,220.675,63.3545,77.82,8.84,13.34
9c 4d 4c,1.05085,63.95,960.77,127.751,36.05,213.729,61.63,70.64,8.70,20.66
9c 4d 2c,0.93778,63.65,949.769,126.883,36.35,224.73,64.2685,77.19,4.69,18.12
9c 4d 3c,0.67665,63.84,956.306,127.381,36.16,218.193,62.7229,75.51,11.84,12.65
9c 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 5c 2d,0.97584,63.52,948.214,126.946,36.48,226.286,64.4722,71.14,11.24,17.63
9c 5c 3c,0.00062,72.42,1137.2,133.523,27.58,37.2992,14.0593,31.44,65.81,2.75
9c 5c 3d,0.66642,64.01,959.74,127.489,35.99,214.759,62.0351,70.82,14.70,14.48
9c 5c 4c,0.00034,51.96,762.421,124.769,48.04,412.077,89.1695,37.12,62.29,0.58
9c 5c 4d,0.5128,64.96,973.626,127.454,35.04,200.873,59.5874,69.94,15.93,14.13
9c 5d 5c,0.74172,63.76,955.451,127.434,36.24,219.046,62.8223,75.23,3.48,21.29
9c 5d 2c,0.75332,63.51,947.734,126.889,36.49,226.766,64.6028,66.97,16.23,16.80
9c 5d 3c,0.51479,63.82,951.876,126.826,36.18,222.624,63.9648,68.86,17.42,13.72
9c 5d 4c,0.47221,65.17,975.821,127.331,34.83,198.676,59.29,69.34,16.62,14.04
9c 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 2d,0.87046,64.93,977.941,128.066,35.07,196.564,58.2698,73.82,7.27,18.90
9c 6c 3c,0,76.52,1169.64,129.978,23.48,4.86136,2.15226,0.00,100.00,0.00
9c 6c 3d,0.48425,64.89,977.515,128.093,35.11,196.99,58.3268,66.19,19.52,14.29
9c 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 4d,0.57838,65.39,982.896,127.823,34.61,191.605,57.5433,67.00,15.55,17.45
9c 6c 5c,0.00236,64.64,966.825,127.18,35.36,207.676,61.0583,65.09,25.80,9.11
9c 6c 5d,0.19872,63.50,939.038,125.755,36.50,235.462,67.0514,72.03,17.50,10.47
9c 6d 6c,1.08836,62.50,935.252,127.243,37.50,239.248,66.3222,69.09,12.00,18.90
9c 6d 2c,0.75274,64.91,977.754,128.08,35.09,196.745,58.2907,70.88,11.37,17.75
9c 6d 3c,0.36946,64.71,975.487,128.189,35.29,199.012,58.6193,64.72,23.14,12.14
9c 6d 4c,0.58654,65.44,984.573,127.942,34.56,189.929,57.1234,66.55,14.96,18.49
9c 6d 5c,0.22865,65.08,967.792,126.458,34.92,206.708,61.5277,73.71,13.91,12.38
9c 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 7c 2d,1.20872,62.05,926.402,126.965,37.95,248.096,67.9483,78.22,8.03,13.75
9c 7c 3c,0.00056,63.06,943.224,127.18,36.94,231.277,65.0905,70.10,22.96,6.94
9c 7c 3d,0.77305,62.27,933.629,127.502,37.73,240.87,66.3549,72.24,15.34,12.41
9c 7c 4c,0.00074,63.22,938.343,126.202,36.78,236.157,66.7524,17.57,82.43,0.00
9c 7c 4d,0.94936,62.28,935.436,127.724,37.72,239.064,65.8781,73.42,12.19,14.39
9c 7c 5c,0.00004,58.95,872.542,125.853,41.05,301.962,76.4728,98.45,1.55,0.00
9c 7c 5d,0.4707,62.93,935.292,126.382,37.07,239.208,67.0769,77.75,14.46,7.80
9c 7c 6c,0.00481,65.57,995.801,129.143,34.43,178.705,53.9504,70.71,24.19,5.10
9c 7c 6d,0.33165,60.53,898.531,126.238,39.47,275.968,72.6719,78.07,19.65,2.28
9c 7d 7c,1.09677,61.24,914.438,126.974,38.76,260.058,69.7441,68.25,19.98,11.76
9c 7d 2c,1.08588,62.19,929.553,127.097,37.81,244.947,67.3457,77.06,9.55,13.39
9c 7d 3c,0.67661,62.12,931.327,127.48,37.88,243.174,66.737,70.28,18.44,11.28
9c 7d 4c,0.94619,62.58,941.63,127.952,37.42,232.871,64.6878,74.05,11.77,14.18
9c 7d 5c,0.56042,63.48,943.694,126.418,36.52,230.809,65.6914,79.62,10.79,9.59
9c 7d 6c,0.35257,60.29,892.748,125.916,39.71,281.748,73.7528,78.65,18.33,3.02
9c 8c 2c,0.0022,54.96,775.006,119.905,45.04,399.496,92.2051,11.64,88.36,0.00
9c 8c 2d,0.69585,62.89,941.356,127.282,37.11,233.148,65.308,82.03,5.98,11.99
9c 8c 3c,0.00521,56.04,808.436,122.676,43.96,366.063,86.5554,59.64,35.22,5.15
9c 8c 3d,0.45905,62.50,936.097,127.356,37.50,238.403,66.089,82.16,6.45,11.39
9c 8c 4c,0.00013,53.20,714.635,114.236,46.81,459.865,102.132,0.00,100.00,0.00
9c 8c 4d,0.58552,62.89,944.662,127.728,37.11,229.84,64.3811,79.72,7.76,12.52
9c 8c 5c,0.00381,68.83,1067.28,131.857,31.17,107.227,35.7571,73.45,22.91,3.64
9c 8c 5d,0.08937,60.39,899.22,126.612,39.61,275.282,72.2479,88.93,5.70,5.37
9c 8c 6c,0.01264,67.84,1046.42,131.168,32.16,128.083,41.3973,62.01,35.36,2.63
9c 8c 6d,0.17699,59.36,867.504,124.274,40.64,306.996,78.5215,79.40,9.20,11.40
9c 8c 7c,0.02728,62.13,929.253,127.176,37.87,245.251,67.3254,74.68,18.56,6.76
9c 8c 7d,0.60424,53.63,753.067,119.405,46.37,421.434,94.4743,80.79,9.69,9.52
9c 8d 8c,0.36954,61.39,915.971,126.87,38.61,258.534,69.6103,70.19,19.90,9.91
9c 8d 2c,0.71231,62.48,933.816,127.081,37.52,240.686,66.6906,81.67,7.04,11.29
9c 8d 3c,0.46276,62.13,928.7,127.111,37.87,245.795,67.4642,84.21,5.26,10.53
9c 8d 4c,0.67911,62.51,937.499,127.534,37.49,237.005,65.7129,82.10,5.53,12.37
9c 8d 5c,0.12825,60.41,897.251,126.288,39.59,277.249,72.8048,88.68,4.25,7.07
9c 8d 6c,0.24218,60.08,882.475,124.891,39.92,292.024,76.051,78.09,10.93,10.98
9c 8d 7c,0.5889,53.01,740.547,118.783,46.99,433.955,96.0071,80.75,10.35,8.90
9d 9c 2c,0.49188,66.54,1008.57,128.899,33.46,165.927,51.5411,71.96,16.23,11.81
9d 9c 3c,0.2861,64.61,972.915,128.055,35.39,201.588,59.2051,70.59,19.02,10.39
9d 9c 4c,0.58129,67.10,1012.36,128.287,32.90,162.144,51.236,72.31,13.70,14.00
9d 9c 5c,0.39354,67.76,1021.36,128.165,32.24,153.137,49.3819,66.44,18.86,14.71
9d 9c 6c,0.34805,64.24,969.872,128.375,35.76,204.629,59.4885,54.78,32.80,12.43
9d 9c 7c,0.31534,63.25,953.543,128.192,36.75,220.958,62.5021,52.66,40.19,7.15
9d 9c 8c,0.00021,54.38,780.522,122.061,45.62,393.978,89.7627,54.87,45.13,0.00
9h 9d 9c,0.91271,73.34,1148.53,133.159,26.66,25.9712,10.1279,53.01,33.20,13.78
9d 3c 2c,0.49832,62.16,920.55,125.936,37.84,253.951,69.7572,76.81,11.10,12.09
9d 4c 2c,0.82369,64.26,957.81,126.749,35.74,216.688,63.0206,75.82,6.66,17.52
9d 4c 3c,0.58924,63.59,950.571,127.11,36.41,223.93,63.9343,78.70,9.16,12.14
9d 5c 2c,0.6957,64.05,953.243,126.554,35.95,221.255,63.9764,61.60,22.64,15.76
9d 5c 3c,0.40211,63.38,942.425,126.439,36.62,232.075,65.8789,66.30,22.27,11.43
9d 5c 4c,0.2381,63.58,943.11,126.127,36.42,231.388,66.0491,68.28,20.11,11.60
9d 6c 2c,0.49453,64.11,966.999,128.256,35.89,207.499,60.1027,63.55,23.12,13.32
9d 6c 3c,0.14909,63.72,959.02,127.978,36.28,215.48,61.7416,75.05,17.67,7.28
9d 6c 4c,0.40237,65.00,977.117,127.835,35.00,197.382,58.6174,61.25,22.61,16.14
9d 6c 5c,0.06495,59.35,867.089,124.235,40.65,307.414,78.6102,63.47,30.76,5.77
9d 7c 2c,0.82618,61.69,919.968,126.809,38.31,254.53,69.0647,66.86,21.02,12.12
9d 7c 3c,0.45539,62.36,932.923,127.211,37.64,241.579,66.7185,60.83,29.19,9.99
9d 7c 4c,0.72321,62.55,940.217,127.817,37.45,234.282,65.0307,69.83,17.62,12.55
9d 7c 5c,0.43519,64.44,959.652,126.64,35.56,214.852,62.8008,72.83,16.86,10.31
9d 7c 6c,0.2957,59.63,877.845,125.178,40.37,296.655,76.3917,79.35,15.39,5.26
9d 8c 2c,0.60228,62.16,928.993,127.081,37.84,245.509,67.4467,78.73,10.98,10.29
9d 8c 3c,0.33999,61.79,923.373,127.08,38.21,251.126,68.3133,81.89,8.90,9.21
9d 8c 4c,0.55706,62.26,933.029,127.429,37.74,241.475,66.5134,80.12,8.12,11.76
9d 8c 5c,0.13151,62.04,928.046,127.206,37.96,246.451,67.4836,89.15,2.74,8.11
9d 8c 6c,0.31833,59.65,873.471,124.517,40.35,301.029,77.5513,75.44,14.03,10.52
9d 8c 7c,0.42884,52.58,731.574,118.303,47.42,442.926,97.1031,79.55,9.73,10.72
9h 9d 2c,1.26472,70.42,1089.15,131.52,29.58,85.343,29.9904,69.53,16.28,14.19
9h 9d 3c,1.06106,68.86,1059.37,130.821,31.14,115.124,38.4299,70.59,14.43,14.98
9h 9d 4c,1.5023,67.26,1029.1,130.113,32.74,145.405,46.1608,73.71,9.61,16.68
9h 9d 5c,1.24848,68.40,1045.97,130.031,31.60,128.529,42.2826,73.07,9.86,17.07
9h 9d 6c,0.89082,67.58,1037.4,130.528,32.42,137.092,43.9611,71.09,12.01,16.90
9h 9d 7c,0.82989,66.02,1007.94,129.813,33.98,166.561,50.9608,61.77,24.12,14.11
9h 9d 8c,0.40197,63.05,950.952,128.248,36.95,223.55,62.8945,60.51,32.51,6.98
9h 2d 2c,1.74454,67.55,1022.97,128.77,32.45,151.534,48.5457,75.19,5.10,19.71
9h 3d 3c,1.97845,66.09,994.54,127.966,33.91,179.962,55.163,74.22,5.63,20.15
9h 3d 2c,1.09722,61.79,918.407,126.38,38.21,256.094,69.678,75.05,8.52,16.43
9h 4d 4c,2.05484,64.84,975.634,127.942,35.16,198.873,58.8025,76.65,2.02,21.33
9h 4d 2c,1.30827,64.32,965.098,127.593,35.68,209.402,61.0046,77.02,5.86,17.12
9h 4d 3c,1.08877,62.67,932.72,126.554,37.33,241.779,67.3288,74.15,8.86,16.99
9h 5d 5c,1.60892,64.49,970.504,127.965,35.51,203.996,59.7183,74.07,4.72,21.21
9h 5d 2c,1.01746,62.36,929.389,126.732,37.64,245.111,67.6917,69.36,13.90,16.73
9h 5d 3c,0.78653,62.90,937.991,126.797,37.10,236.513,66.2769,70.66,12.51,16.82
9h 5d 4c,0.56638,63.64,951.867,127.182,36.36,222.634,63.6525,68.50,14.22,17.28
9h 6d 6c,1.60542,63.77,962.333,128.323,36.23,212.17,60.8745,69.69,9.97,20.34
9h 6d 2c,0.96426,64.17,965.786,127.98,35.83,208.709,60.5506,74.63,4.43,20.93
9h 6d 3c,0.60972,64.89,978.24,128.196,35.11,196.262,58.1034,71.47,8.77,19.76
9h 6d 4c,0.81665,64.50,968.892,127.739,35.50,205.607,60.2015,72.35,7.43,20.23
9h 6d 5c,0.53477,65.97,984.136,126.856,34.03,190.366,58.1469,80.59,0.93,18.48
9h 7d 7c,1.4236,63.68,961.996,128.449,36.32,212.504,60.828,62.49,20.71,16.81
9h 7d 2c,0.99009,64.87,983.913,128.975,35.13,190.588,56.3952,70.26,10.38,19.36
9h 7d 3c,0.77002,64.41,974.926,128.703,35.59,199.575,58.2961,69.15,12.64,18.21
9h 7d 4c,0.93424,64.47,976.051,128.735,35.53,198.451,58.0634,68.55,13.28,18.16
9h 7d 5c,0.85532,64.43,966.28,127.529,35.57,208.222,60.8503,83.85,2.14,14.01
9h 7d 6c,0.52395,61.53,904.147,124.947,38.47,270.35,73.0563,73.46,12.58,13.96
9h 8d 8c,0.63895,61.79,924.984,127.303,38.21,249.513,67.8723,64.54,26.92,8.55
9h 8d 2c,0.54636,63.46,958.857,128.482,36.54,215.644,61.3486,77.51,12.62,9.87
9h 8d 3c,0.30596,65.15,992.106,129.489,34.85,182.39,54.4041,78.52,11.15,10.33
9h 8d 4c,0.42037,64.04,969.994,128.801,35.96,204.506,59.1143,76.74,12.82,10.44
9h 8d 5c,0.13038,63.43,953.415,127.807,36.57,221.089,62.8503,82.86,9.30,7.84
9h 8d 6c,0.00167,63.89,953.903,126.968,36.11,220.595,63.4942,65.27,25.47,9.26
9h 8d 7c,0.36617,53.07,749.609,120.105,46.93,424.889,94.1168,57.23,31.67,11.10
Ac 2d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2c,0.00001,46.09,635.584,117.273,53.91,538.919,103.908,68.91,21.62,9.46
Ac 3c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 2c,0.00002,74.55,1140.1,130.04,25.45,34.4043,14.0537,0.00,100.00,0.00
Ac 4c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 3c,0.00043,62.62,924.629,125.563,37.38,249.874,69.4841,67.10,24.93,7.97
Ac 4c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 2c,0.00011,49.33,668.133,115.182,50.68,506.366,103.87,52.65,47.35,0.00
Ac 5c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 3c,0.0021,65.48,989.357,128.489,34.52,185.145,55.7455,54.53,42.45,3.02
Ac 5c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 4c,0.0058,61.29,912.027,126.528,38.71,262.476,70.4901,72.26,21.49,6.25
Ac 5c 4d,0,58.35,860.135,125.358,41.65,314.372,78.452,92.94,7.06,0.00
Ac 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 5c,0.00787,63.72,953.059,127.183,36.28,221.441,63.4498,63.30,28.92,7.78
Ac 6c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 5c,0.00001,64.38,977.961,129.177,35.62,196.547,57.3557,93.37,6.63,0.00
Ac 7c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 6c,0.00751,59.50,869.582,124.281,40.50,304.921,78.2593,60.95,31.10,7.95
Ac 7c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 6c,0.00051,50.49,704.032,118.562,49.51,470.473,98.7868,90.25,9.75,0.00
Ac 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 7c,0.0127,57.95,836.336,122.725,42.05,338.168,83.5946,51.44,36.21,12.35
Ac 8c 7d,0.00028,24.63,189.778,65.5178,75.37,984.729,135.814,96.73,3.27,0.00
Ac 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 7c,0.00077,31.66,329.557,88.5121,68.34,844.934,128.524,94.09,5.91,0.00
Ac 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3c,0.00014,49.25,659.461,113.852,50.75,515.037,105.501,47.82,26.53,25.66
Ac 9c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 5c,0.0055,50.47,686.199,115.612,49.53,488.307,102.483,44.36,47.38,8.26
Ac 9c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 6c,0.00017,54.08,753.866,118.546,45.92,420.617,95.2073,31.16,67.02,1.82
Ac 9c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 7c,0.00551,51.00,698.288,116.436,49.00,476.22,101.021,53.94,33.81,12.26
Ac 9c 7d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 8c,0.00159,54.98,762.508,117.93,45.02,411.992,95.1298,56.63,29.43,13.94
Ac 9c 8d,0.01545,44.49,578.768,110.612,55.51,595.731,111.563,79.40,14.10,6.49
Ac 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 7c,0,60.12,895.351,126.642,39.88,279.149,72.7606,86.25,13.75,0.00
Ac 9d 8c,0.00023,55.15,779.402,120.171,44.85,395.088,91.5728,80.58,3.36,16.06
Ad Ac 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 7c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 8c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 9c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Ac,0.00006,75.52,1174.65,132.266,24.48,-0.28385,-0.12052,36.90,61.61,1.49
Ad Ac Jc,0.10361,59.98,823.055,116.692,40.02,351.444,91.2782,62.10,0.00,37.90
Ad Ac Kc,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Qc,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Tc,0.14634,58.94,810.993,117.013,41.06,363.508,92.0187,55.94,0.02,44.03
Ac Jc 2c,0.00002,68.94,1069.81,131.949,31.06,104.695,35.0431,43.02,56.98,0.00
Ac Jc 2d,0.06712,62.80,904.601,122.484,37.20,269.898,75.4222,69.26,0.16,30.59
Ac Jc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 3d,0.01412,58.98,820.967,118.361,41.02,353.536,89.5921,66.19,0.00,33.81
Ac Jc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 4d,0.03662,59.25,826.199,118.564,40.75,348.304,88.8604,66.94,0.00,33.06
Ac Jc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 5d,0.04531,59.58,831.488,118.665,40.42,343.004,88.2195,68.48,0.62,30.90
Ac Jc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 6d,0.05898,58.47,817.322,118.875,41.54,357.181,89.3916,70.76,0.06,29.18
Ac Jc 7c,0.00003,56.21,813.317,123.028,43.78,361.18,85.7487,100.00,0.00,0.00
Ac Jc 7d,0.21717,60.07,870.799,123.269,39.93,303.703,79.0639,78.51,0.11,21.38
Ac Jc 8c,0.0168,52.12,722.975,117.957,47.88,451.518,98.0239,69.90,12.82,17.28
Ac Jc 8d,0.42321,55.35,782.52,120.229,44.65,391.978,91.2487,85.44,0.07,14.49
Ac Jc 9c,0.00004,32.22,340.757,89.9231,67.78,833.767,127.874,99.43,0.57,0.00
Ac Jc 9d,0.38287,49.51,668.33,114.794,50.49,506.171,104.204,82.57,2.69,14.74
Ac Jd Jc,0.00024,57.89,843.701,123.93,42.11,330.799,81.6599,0.00,100.00,0.00
Ac Jc Tc,0.00009,58.80,838.384,121.253,41.20,336.116,84.7942,65.77,1.94,32.30
Ac Jc Td,0.04405,52.78,722.687,116.437,47.22,451.814,99.4578,81.51,0.47,18.02
Ac Jd 2c,0.01986,46.67,612.037,111.515,53.33,562.466,109.636,88.49,1.89,9.61
Ac Jd 3c,0.04353,46.09,602.66,111.178,53.91,571.843,110.272,87.13,2.32,10.56
Ac Jd 4c,0.06585,47.53,618.097,110.583,52.47,556.392,110.228,78.72,4.69,16.58
Ac Jd 5c,0.10619,47.93,628.55,111.516,52.07,545.95,108.988,78.37,5.48,16.15
Ac Jd 6c,0.06592,48.72,650.763,113.581,51.28,523.73,106.167,83.10,0.55,16.35
Ac Jd 7c,0.14978,51.54,709.139,116.989,48.46,465.362,99.8307,86.25,0.61,13.14
Ac Jd 8c,0.40125,51.76,712.453,117.041,48.24,462.047,99.5664,85.68,0.21,14.11
Ac Jd 9c,0.40245,50.47,683.006,115.081,49.53,491.495,103.148,82.68,0.96,16.35
Ac Jd Tc,0.03342,54.12,741.748,116.546,45.88,432.751,98.0476,73.96,1.39,24.65
Ac Kc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 2d,0.01489,61.25,862.429,119.736,38.75,312.073,83.7116,67.69,2.51,29.79
Ac Kc 3c,0.0001,51.66,727.984,119.829,48.34,446.518,96.0201,95.87,4.13,0.00
Ac Kc 3d,0.01522,62.30,888.28,121.238,37.70,286.225,78.9245,68.60,2.19,29.21
Ac Kc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 4d,0.0084,63.29,908.592,122.074,36.71,265.904,75.2964,67.51,2.67,29.82
Ac Kc 5c,0.00002,77.52,1174.5,128.833,22.48,0,0,0.00,0.00,100.00
Ac Kc 5d,0.05368,64.42,933.561,123.23,35.58,240.933,70.3897,66.27,3.88,29.85
Ac Kc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 6d,0.0885,61.66,901.58,124.333,38.34,272.921,73.9986,70.75,3.51,25.74
Ac Kc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 7d,0.04863,61.83,905.626,124.547,38.17,268.869,73.2256,69.20,5.66,25.14
Ac Kc 8c,0.00001,78.34,1174.5,127.484,21.66,0.00001,0,0.00,0.00,100.00
Ac Kc 8d,0.08828,62.65,919.036,124.739,37.35,255.464,71.0997,75.10,0.45,24.45
