Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\Th9d8c.cfr
Action Line,Root BET 152 RAISE 366 RAISE 880
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,CALL freq,FOLD freq
9c 4c 3c,0.02895,61.27,1218.33,134.724,38.73,256.169,68.7527,100.00,0.00
9c 4c 3d,1.00596,64.24,1261.49,133.05,35.76,213.013,61.9139,86.70,13.30
9c 4d 4c,1.23173,65.96,1294.55,132.976,34.04,179.95,54.9475,79.15,20.85
9c 4d 2c,1.1366,64.21,1259.11,132.855,35.79,215.391,62.5582,81.78,18.22
9c 4d 3c,0.96822,64.56,1269.24,133.202,35.44,205.253,60.1996,87.19,12.81
9c 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 5c 2d,1.31764,64.92,1271.89,132.744,35.08,202.604,60.0285,82.11,17.89
9c 5c 3c,0.01984,63.04,1251.59,134.513,36.96,222.901,62.6884,95.60,4.40
9c 5c 3d,1.04341,66.05,1296.82,133.014,33.95,177.682,54.4091,85.07,14.93
9c 5c 4c,0.01616,63.39,1259.15,134.567,36.61,215.347,61.1537,96.77,3.23
9c 5c 4d,0.75679,66.52,1303.01,132.719,33.48,171.493,53.2394,85.22,14.78
9c 5d 5c,0.86009,65.48,1283.23,132.768,34.52,191.272,57.6022,78.58,21.42
9c 5d 2c,1.13355,65.49,1282.98,132.717,34.50,191.512,57.6955,82.64,17.36
9c 5d 3c,0.86805,66.32,1298.23,132.63,33.68,176.264,54.3975,85.95,14.05
9c 5d 4c,0.67811,66.44,1300.3,132.597,33.56,174.202,53.9564,85.61,14.39
9c 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 2d,1.03428,65.75,1290.98,133.037,34.25,183.516,55.6898,80.87,19.13
9c 6c 3c,0,72.19,1435.59,134.723,27.81,38.9107,14.5468,100.00,0.00
9c 6c 3d,0.609,65.97,1298.52,133.351,34.03,175.982,53.7619,85.27,14.73
9c 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 4d,0.78874,66.86,1310.03,132.753,33.14,164.468,51.5857,82.10,17.90
9c 6c 5c,0.08121,55.20,1094.06,134.271,44.80,380.44,88.2817,93.40,6.60
9c 6c 5d,0.24463,62.89,1228.22,132.313,37.11,246.273,68.9855,89.33,10.67
9c 6d 6c,1.38611,64.47,1272.19,133.699,35.53,202.315,59.1861,80.77,19.23
9c 6d 2c,0.93565,66.30,1302.97,133.151,33.70,171.531,52.9073,82.15,17.85
9c 6d 3c,0.47243,65.93,1298.71,133.453,34.07,175.797,53.6398,87.22,12.78
9c 6d 4c,0.80622,67.18,1316.14,132.732,32.82,158.361,50.1571,81.38,18.62
9c 6d 5c,0.28608,64.82,1264.84,132.195,35.18,209.657,61.9564,87.48,12.52
9c 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 7c 2d,1.41939,63.70,1254.22,133.391,36.30,220.278,63.0853,86.12,13.88
9c 7c 3c,0.01894,49.72,983.401,133.996,50.28,491.099,101.535,93.19,6.81
9c 7c 3d,1.05678,64.77,1279.8,133.87,35.23,194.702,57.4486,87.49,12.51
9c 7c 4c,0.00208,62.21,1236.97,134.722,37.79,237.535,65.3326,100.00,0.00
9c 7c 4d,1.21222,64.85,1281.37,133.869,35.15,193.132,57.1141,85.39,14.61
9c 7c 5c,0.00115,39.95,794.398,134.723,60.05,680.095,117.728,100.00,0.00
9c 7c 5d,0.61187,61.87,1216.86,133.257,38.13,257.639,70.2337,92.06,7.94
9c 7c 6c,0.09001,56.53,1122.71,134.544,43.47,351.799,84.1356,96.02,3.98
9c 7c 6d,0.44869,61.73,1222.97,134.228,38.27,251.527,68.3186,97.68,2.32
9c 7d 7c,2.3156,62.83,1242.76,134.007,37.17,231.744,64.8112,87.94,12.06
9c 7d 2c,1.29031,63.93,1259.71,133.499,36.07,214.789,61.9001,86.55,13.45
9c 7d 3c,0.95637,64.53,1276.91,134.062,35.47,197.588,57.9084,88.47,11.53
9c 7d 4c,1.19219,65.06,1285.45,133.87,34.94,189.046,56.2367,85.45,14.55
9c 7d 5c,0.72363,62.63,1229.31,132.974,37.37,245.193,68.2111,90.25,9.75
9c 7d 6c,0.47628,61.53,1217.8,134.094,38.47,256.697,69.3607,96.93,3.07
9c 8c 2c,0.00418,53.48,1063.4,134.721,46.52,411.097,91.8555,100.00,0.00
9c 8c 2d,0.82147,63.71,1256.85,133.646,36.28,217.65,62.353,88.04,11.96
9c 8c 3c,0.05762,52.49,1039.32,134.147,47.51,435.175,95.2161,94.51,5.49
9c 8c 3d,0.54691,63.83,1261.39,133.888,36.17,213.104,61.2441,88.63,11.37
9c 8c 4c,0.00024,52.33,1040.56,134.722,47.67,433.943,94.6235,100.00,0.00
9c 8c 4d,0.70638,64.29,1271.8,134.029,35.71,202.701,59.0022,87.54,12.46
9c 8c 5c,0.2273,55.12,1095.67,134.68,44.88,378.833,87.7397,97.97,2.03
9c 8c 5d,0.10116,60.34,1198.48,134.575,39.66,276.017,72.3383,94.64,5.36
9c 8c 6c,0.23631,55.54,1102.49,134.481,44.46,372.006,86.9837,96.74,3.26
9c 8c 6d,0.21878,59.82,1176.75,133.265,40.18,297.751,77.0406,88.63,11.37
9c 8c 7c,0.38159,57.92,1149.57,134.47,42.08,324.933,80.266,93.32,6.68
9c 8c 7d,0.8704,57.52,1131.33,133.264,42.48,343.17,83.9678,90.25,9.75
9c 8d 8c,0.66716,61.94,1223.67,133.844,38.06,250.827,68.5085,90.20,9.80
9c 8d 2c,0.82514,63.61,1255.23,133.695,36.39,219.278,62.6363,88.73,11.27
9c 8d 3c,0.53494,63.40,1252.57,133.848,36.60,221.924,63.0332,89.38,10.62
9c 8d 4c,0.7912,63.65,1259.11,134.025,36.35,215.39,61.5934,87.64,12.36
9c 8d 5c,0.14534,60.39,1196.89,134.281,39.61,277.611,72.851,92.93,7.07
9c 8d 6c,0.30693,60.89,1197.94,133.293,39.11,276.558,73.5051,89.05,10.95
9c 8d 7c,0.87137,57.53,1130.71,133.167,42.47,343.794,84.1403,90.80,9.20
9d 9c 2c,0.61186,67.80,1331.81,133.082,32.20,142.699,46.0685,87.95,12.05
9d 9c 3c,0.34199,66.44,1306.57,133.231,33.56,167.934,52.0192,89.07,10.93
9d 9c 4c,0.726,68.72,1342.14,132.326,31.28,132.368,43.9847,85.69,14.31
9d 9c 5c,0.47765,69.59,1355.17,131.933,30.41,119.334,40.7927,84.71,15.29
9d 9c 6c,0.42862,66.20,1305.97,133.659,33.80,168.53,51.8283,86.79,13.21
9d 9c 7c,0.55005,65.65,1300.91,134.248,34.35,173.592,52.5368,92.43,7.57
9d 9c 8c,0.0003,56.14,1116.3,134.721,43.86,358.187,84.8892,100.00,0.00
9h 9d 9c,7.47001,66.64,1313.87,133.573,33.36,160.632,50.0555,84.44,15.56
9d 3c 2c,0.68164,62.77,1233.05,133.086,37.23,241.454,67.4189,87.83,12.17
9d 4c 2c,0.99167,64.85,1269.77,132.648,35.15,204.726,60.5517,82.51,17.49
9d 4c 3c,0.73512,64.63,1268.97,133.028,35.37,205.525,60.3995,87.61,12.39
9d 5c 2c,0.96841,66.32,1295.09,132.311,33.68,179.407,55.3656,83.83,16.17
9d 5c 3c,0.56792,65.60,1283.54,132.559,34.40,190.968,57.7086,87.74,12.26
9d 5c 4c,0.28979,65.16,1272.9,132.35,34.84,201.596,60.1494,88.09,11.91
9d 6c 2c,0.62286,65.60,1295.33,133.775,34.40,179.168,54.145,86.23,13.77
9d 6c 3c,0.17486,64.45,1273.52,133.865,35.55,200.977,58.7734,91.89,8.11
9d 6c 4c,0.5245,66.69,1309.75,133.06,33.31,164.751,51.4125,83.62,16.38
9d 6c 5c,0.07813,59.58,1172.07,133.29,40.42,302.428,77.7694,94.08,5.92
9d 7c 2c,1.17588,63.83,1260.84,133.832,36.17,213.663,61.402,87.67,12.33
9d 7c 3c,0.65998,63.95,1266.78,134.205,36.05,207.724,59.8989,89.61,10.39
9d 7c 4c,0.9536,64.77,1282.3,134.131,35.23,192.196,56.7088,86.99,13.01
9d 7c 5c,0.58026,63.37,1242.58,132.858,36.63,231.913,65.805,89.35,10.65
9d 7c 6c,0.36144,61.06,1205.89,133.805,38.94,268.615,71.7051,94.61,5.39
9d 8c 2c,0.70638,63.83,1260.73,133.807,36.17,213.771,61.4436,89.56,10.44
9d 8c 3c,0.38993,63.67,1258.96,133.974,36.33,215.544,61.6664,90.32,9.68
9d 8c 4c,0.64325,63.44,1255.67,134.103,36.56,218.831,62.2164,87.95,12.05
9d 8c 5c,0.14965,62.01,1227.66,134.14,37.99,246.843,67.5348,91.88,8.12
9d 8c 6c,0.42437,60.95,1197.99,133.164,39.05,276.513,73.6079,89.48,10.52
9d 8c 7c,0.75747,58.22,1142.79,132.988,41.78,331.706,82.5289,88.92,11.08
9h 9d 2c,1.66127,68.33,1348,133.666,31.67,126.5,41.5152,84.11,15.89
9h 9d 3c,1.30981,68.27,1346.34,133.616,31.73,128.163,41.9826,83.70,16.30
9h 9d 4c,1.78524,66.80,1317.17,133.598,33.20,157.333,49.2573,82.34,17.66
9h 9d 5c,1.58927,67.03,1319.69,133.388,32.97,154.804,48.8079,81.80,18.20
9h 9d 6c,1.3764,67.35,1330.83,133.867,32.65,143.671,45.7471,82.78,17.22
9h 9d 7c,1.75428,66.26,1308.9,133.832,33.74,165.595,51.0212,85.77,14.23
9h 9d 8c,0.55994,63.56,1259.92,134.301,36.44,214.583,61.2109,91.93,8.07
9h 2d 2c,2.0951,65.81,1289.13,132.715,34.19,185.374,56.3598,79.70,20.30
9h 3d 3c,2.40811,64.73,1267.66,132.678,35.27,206.839,60.9647,79.13,20.87
9h 3d 2c,1.48002,62.53,1226.64,132.915,37.47,247.863,68.7537,83.19,16.81
9h 4d 4c,2.32505,64.88,1274.81,133.114,35.12,199.695,59.1134,78.44,21.56
9h 4d 2c,1.66098,62.92,1235.52,133.04,37.08,238.973,66.9925,82.43,17.57
9h 4d 3c,1.45013,62.25,1220.37,132.816,37.75,254.129,69.9826,82.37,17.63
9h 5d 5c,1.91452,65.07,1280.43,133.325,34.93,194.077,57.7504,78.26,21.74
9h 5d 2c,1.43447,62.04,1222.18,133.472,37.96,252.319,69.0922,81.08,18.92
9h 5d 3c,1.29498,64.03,1261.02,133.439,35.97,213.48,61.6859,81.28,18.72
9h 5d 4c,1.102,63.97,1258.97,133.344,36.03,215.523,62.1753,80.34,19.66
9h 6d 6c,2.43656,62.38,1233.87,134.012,37.62,240.629,66.4886,79.16,20.84
9h 6d 2c,1.37596,63.12,1241.03,133.218,36.88,233.471,65.7976,78.68,21.32
9h 6d 3c,1.19995,64.23,1259.34,132.845,35.77,215.156,62.5198,79.06,20.94
9h 6d 4c,1.45838,63.30,1241.91,132.915,36.70,232.588,65.8853,78.86,21.14
9h 6d 5c,0.58953,65.98,1284.38,131.883,34.02,190.117,58.093,81.52,18.48
9h 7d 7c,3.245,62.46,1236.06,134.08,37.54,238.436,66.0216,82.78,17.22
9h 7d 2c,1.50637,63.61,1258.09,134.008,36.40,216.421,61.8129,79.70,20.30
9h 7d 3c,1.08702,65.24,1290.21,133.977,34.76,184.292,55.1201,80.94,19.06
9h 7d 4c,1.33104,65.07,1286.98,134.01,34.93,187.516,55.7967,80.98,19.02
9h 7d 5c,0.98082,64.63,1270.52,133.184,35.37,203.977,59.9498,85.93,14.07
9h 7d 6c,0.83757,62.94,1226.21,131.992,37.06,248.29,69.644,84.63,15.37
9h 8d 8c,0.96953,59.57,1181.44,134.378,40.43,293.062,75.342,90.08,9.92
9h 8d 2c,0.64152,64.34,1275.23,134.293,35.66,199.271,58.0801,89.37,10.63
9h 8d 3c,0.36064,65.59,1300.96,134.38,34.41,173.539,52.4262,89.32,10.68
9h 8d 4c,0.49501,64.55,1280.21,134.367,35.45,194.293,56.9741,89.18,10.82
9h 8d 5c,0.14428,64.35,1270.54,133.762,35.65,203.961,59.4764,92.07,7.93
9h 8d 6c,0.00193,63.95,1259.39,133.416,36.05,215.116,62.0343,90.73,9.27
9h 8d 7c,0.83391,55.44,1091.25,133.355,44.56,383.251,89.4071,87.60,12.40
Ac 2d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2c,0.00004,57.43,1146.35,135.238,42.57,328.145,80.1275,91.05,8.95
Ac 3c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 2c,0.00003,70.15,1394.95,134.724,29.85,79.5643,27.708,100.00,0.00
Ac 4c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 3c,0.00557,61.86,1225.17,134.175,38.14,249.334,67.9626,90.14,9.86
Ac 4c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 2c,0.00013,48.56,965.652,134.723,51.44,508.837,102.83,100.00,0.00
Ac 5c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 3c,0.00375,64.95,1291.17,134.688,35.05,183.333,54.3694,94.44,5.56
Ac 5c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 4c,0.00775,60.41,1199.94,134.566,39.59,274.553,72.0956,95.05,4.95
Ac 5c 4d,0,58.00,1153.37,134.724,42.00,321.144,79.4871,100.00,0.00
Ac 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 5c,0.01163,59.84,1186.9,134.384,40.16,287.604,74.4402,93.22,6.78
Ac 6c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 5c,0.00001,63.72,1267.12,134.724,36.28,207.39,59.4244,100.00,0.00
Ac 7c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 6c,0.01121,58.88,1164.67,134.021,41.12,309.823,78.317,93.51,6.49
Ac 7c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 6c,0.00053,50.36,1001.37,134.721,49.64,473.132,99.074,100.00,0.00
Ac 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 7c,0.06875,55.80,1108.11,134.543,44.20,366.399,86.1699,88.92,11.08
Ac 8c 7d,0.0003,24.74,491.916,134.723,75.26,982.588,135.712,100.00,0.00
Ac 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 7c,0.00082,31.69,630.17,134.723,68.31,844.329,128.486,100.00,0.00
Ac 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3c,0.00028,49.01,974.358,134.694,50.99,500.147,101.962,93.35,6.65
Ac 9c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 5c,0.00971,50.78,1008.01,134.48,49.22,466.477,98.5253,86.79,13.21
Ac 9c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 6c,0.00026,54.04,1074.01,134.647,45.96,400.487,90.5829,89.40,10.60
Ac 9c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 7c,0.01112,51.12,1015.01,134.51,48.88,459.501,97.7279,87.43,12.57
Ac 9c 7d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 8c,0.01524,54.60,1083.94,134.507,45.40,390.555,89.4183,86.15,13.85
Ac 9c 8d,0.01671,44.26,871.241,133.36,55.74,603.253,112.503,93.65,6.35
Ac 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 7c,0,59.98,1192.71,134.723,40.02,281.806,73.1975,100.00,0.00
Ac 9d 8c,0.00024,55.20,1076.81,132.174,44.80,397.683,92.2661,83.95,16.05
Ad Ac 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Ac,0.00005,73.74,1466.27,134.722,26.26,8.22892,3.25715,100.00,0.00
Ad Ac Jc,0.11297,61.00,1138.4,126.443,39.00,336.105,89.5785,61.69,38.31
Ad Ac Kc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Qc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Tc,0.12858,60.25,1126.49,126.675,39.75,348.01,91.0057,56.35,43.65
Ac Jc 2c,0.00003,69.54,1382.84,134.723,30.46,91.6611,31.2828,100.00,0.00
Ac Jc 2d,0.07275,62.90,1205.84,129.878,37.10,268.668,75.2828,69.44,30.56
Ac Jc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 3d,0.01548,59.11,1122.4,128.646,40.89,352.094,89.5104,66.20,33.80
Ac Jc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 4d,0.04032,59.44,1128.61,128.647,40.56,345.9,88.6429,66.93,33.07
Ac Jc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 5d,0.04805,59.56,1131.8,128.74,40.44,342.7,88.0951,69.18,30.82
Ac Jc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 6d,0.06449,58.66,1120.25,129.389,41.34,354.241,89.07,70.81,29.19
Ac Jc 7c,0.00003,56.16,1116.84,134.723,43.84,357.674,84.8174,100.00,0.00
Ac Jc 7d,0.23632,60.23,1173.49,132.001,39.77,301.014,78.679,78.61,21.39
Ac Jc 8c,0.01918,52.11,1027.54,133.6,47.89,446.966,97.0145,82.60,17.40
Ac Jc 8d,0.46673,55.35,1082.25,132.482,44.65,392.249,91.312,85.51,14.49
Ac Jc 9c,0.00005,32.67,649.742,134.722,67.32,824.774,127.347,100.00,0.00
Ac Jc 9d,0.42492,49.61,966.867,132.052,50.39,507.632,104.711,85.39,14.61
Ac Jd Jc,0.00026,58.60,1165.22,134.723,41.40,309.271,77.6511,100.00,0.00
Ac Jc Tc,0.0001,58.83,1137.74,131.015,41.16,336.758,85.0389,67.76,32.24
Ac Jc Td,0.04884,52.79,1021.32,131.076,47.21,453.178,99.7835,82.05,17.95
Ac Jd 2c,0.0216,46.67,912.013,132.402,53.33,562.484,109.636,90.38,9.62
Ac Jd 3c,0.04841,46.16,903.239,132.561,53.84,571.256,110.301,89.46,10.54
Ac Jd 4c,0.0725,47.67,920.183,130.788,52.33,554.322,110.106,83.41,16.59
Ac Jd 5c,0.1154,48.05,930.737,131.223,51.95,543.763,108.813,83.83,16.17
Ac Jd 6c,0.07299,48.88,952.166,131.963,51.12,522.341,106.225,83.68,16.32
Ac Jd 7c,0.1665,51.85,1013.88,132.484,48.15,460.623,99.4398,86.88,13.12
Ac Jd 8c,0.44397,51.70,1011.04,132.491,48.30,463.466,99.7459,85.89,14.11
Ac Jd 9c,0.44421,50.44,981.769,131.864,49.56,492.728,103.355,83.66,16.34
Ac Jd Tc,0.03692,54.08,1040.05,130.285,45.92,434.457,98.3588,75.40,24.60
Ac Kc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 2d,0.01642,61.50,1166.03,128.462,38.50,308.475,83.2793,70.12,29.88
Ac Kc 3c,0.00011,50.45,1003.13,134.724,49.55,471.372,98.8814,100.00,0.00
Ac Kc 3d,0.01674,62.53,1191.67,129.108,37.47,282.814,78.4671,70.73,29.27
Ac Kc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 4d,0.00937,63.47,1210.18,129.184,36.53,264.326,75.2127,70.09,29.91
Ac Kc 5c,0.00003,77.76,1474.5,128.474,22.24,0.00004,0.00002,0.00,100.00
Ac Kc 5d,0.05815,64.53,1235.27,129.701,35.47,239.226,70.1015,70.20,29.80
Ac Kc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 6d,0.09758,62.05,1207.01,131.794,37.95,267.489,73.2653,74.31,25.69
Ac Kc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 7d,0.05346,62.24,1211.15,131.841,37.76,263.352,72.4966,74.91,25.09
Ac Kc 8c,0.00001,78.51,1474.5,127.249,21.49,0.00001,0,0.00,100.00
Ac Kc 8d,0.09731,62.83,1221.37,131.709,37.17,253.128,70.7837,75.57,24.43
Ac Kc 9c,0.00001,78.02,1474.5,128.041,21.98,0.00002,0.00001,0.00,100.00
Ac Kc 9d,0.15038,63.94,1249.27,132.375,36.06,225.228,64.9242,78.70,21.30
Ac Kc Jc,0.00707,51.03,989.262,131.349,48.97,485.248,102.998,79.65,20.35
Ac Kc Jd,0.19429,67.82,1318.17,131.686,32.18,156.333,50.4971,78.15,21.85
Ac Kd Kc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc Qc,0.00001,50.19,997.949,134.722,49.81,476.547,99.4446,100.00,0.00
Ac Kc Qd,0.04896,54.24,1046.35,130.688,45.76,428.143,97.2686,75.64,24.36
Ac Kc Tc,0.06616,48.23,942.854,132.454,51.77,531.642,106.745,88.21,11.79
Ac Kc Td,0.21287,64.11,1253.86,132.505,35.89,220.637,63.9053,79.77,20.23
Ac Kd 2c,0.03676,58.74,1154.69,133.176,41.26,319.805,80.5773,87.17,12.83
Ac Kd 3c,0.0355,59.98,1181.78,133.497,40.02,292.718,76.0262,88.60,11.40
Ac Kd 4c,0.024,62.05,1214.86,132.646,37.95,259.647,71.1214,84.42,15.58
Ac Kd 5c,0.05983,63.10,1236.7,132.776,36.90,237.801,66.997,83.93,16.07
Ac Kd 6c,0.0834,61.90,1221.92,133.74,38.10,252.585,68.9159,82.10,17.90
Ac Kd 7c,0.03595,62.18,1224.75,133.438,37.81,249.746,68.6531,84.92,15.08
Ac Kd 8c,0.10094,63.42,1246.46,133.167,36.58,228.034,64.7935,81.82,18.18
Ac Kd 9c,0.21812,65.89,1286.33,132.274,34.11,188.169,57.3375,77.02,22.98
Ac Kd Jc,0.28607,65.63,1267.04,130.797,34.37,207.459,62.7472,78.56,21.44
Ac Kd Qc,0.07537,54.93,1059.36,130.662,45.07,415.139,95.7471,75.16,24.84
Ac Kd Tc,0.31819,66.88,1291.65,130.844,33.12,182.856,57.3938,75.04,24.96
Ac Qc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 5c,0.00021,45.50,904.462,134.669,54.50,570.04,108.732,92.31,7.69
Ac Qc 5d,0.00047,37.94,754.347,134.722,62.07,720.153,120.615,100.00,0.00
Ac Qc 6c,0.00012,61.24,1207.44,133.589,38.76,267.059,71.6148,45.17,54.83
Ac Qc 6d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 7c,0.00014,46.96,922.191,133.035,53.04,552.3,108.251,68.50,31.50
Ac Qc 7d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 8c,0.00007,60.53,1181.25,132.214,39.47,293.249,77.2327,53.20,46.80
Ac Qc 8d,0.18291,48.99,955.027,132.063,51.01,519.467,105.869,82.03,17.97
Ac Qc 9c,0.08409,48.23,957.571,134.524,51.77,516.919,103.785,80.78,19.22
Ac Qc 9d,0.34112,46.95,915.721,132.138,53.05,558.781,109.495,82.55,17.45
Ac Qc Jc,0.13028,54.40,1074.39,133.81,45.60,400.115,91.2072,82.43,17.57
Ac Qc Jd,0.33609,50.53,991.59,132.951,49.47,482.916,101.474,87.41,12.59
Ac Qd Qc,0.04582,48.10,922.577,129.959,51.90,551.919,110.535,76.47,23.53
