Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\SBvBB\Th9d8c.cfr
Action Line,Root CHECK BET 15 RAISE 60 RAISE 150
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 970 freq,RAISE 330 freq,CALL freq,FOLD freq
8d 4c 3c,0.22286,43.46,39.8212,50.9059,56.54,203.04,133,0.12,20.40,40.06,39.43
8d 5c 2c,0.15888,42.86,41.1238,53.3076,57.14,201.724,130.749,0.53,18.72,42.40,38.36
8d 5c 3c,0.19305,42.81,42.1059,54.6367,57.19,200.876,130.099,0.28,18.60,42.56,38.55
8d 5c 4c,0.60696,43.89,41.9107,53.0481,56.11,200.851,132.581,2.34,20.15,35.63,41.87
8d 6c 2c,0.23216,44.18,42.5468,53.499,55.82,199.923,132.656,0.40,17.64,44.87,37.09
8d 6c 3c,0.23281,43.82,42.373,53.7167,56.18,200.164,131.968,0.50,17.16,45.17,37.17
8d 6c 4c,0.51132,43.52,42.0002,53.6139,56.48,200.332,131.372,2.72,18.97,38.49,39.82
8d 6c 5c,0.75819,43.74,42.7923,54.3465,56.26,200.627,132.087,3.73,19.86,33.96,42.45
8d 7c 2c,0.2531,42.78,41.4357,53.807,57.22,200.996,130.104,0.46,17.41,47.85,34.28
8d 7c 3c,0.28205,42.84,41.4421,53.7475,57.16,201.03,130.249,0.42,17.33,47.81,34.45
8d 7c 4c,0.65799,42.18,45.3178,59.6879,57.82,197.167,126.298,4.00,15.38,44.40,36.23
8d 7c 5c,0.57939,43.91,45.4127,57.463,56.09,197.117,130.148,2.34,18.48,43.38,35.81
8d 7c 6c,0.35894,44.14,47.8942,60.2739,55.86,196.312,130.173,0.41,23.20,33.48,42.91
8h 8d 2c,0.103,43.86,50.7869,64.3302,56.14,198.051,130.659,0.00,31.52,18.28,50.20
8h 8d 3c,0.10425,43.22,50.3548,64.7295,56.78,198.58,129.527,0.00,30.70,19.02,50.28
8h 8d 4c,0.15523,45.04,50.4002,62.1647,54.96,197.848,133.332,0.00,25.73,25.47,48.80
8h 8d 5c,0.18513,45.29,51.5382,63.2197,54.71,196.51,133.033,0.00,23.55,28.06,48.39
8h 8d 6c,0.1678,45.95,49.869,60.291,54.05,197.708,135.482,0.00,21.29,31.27,47.43
8h 8d 7c,0.30697,43.74,51.5532,65.4788,56.26,196.019,129.044,0.00,20.86,33.41,45.73
8h 2d 2c,0.12232,41.44,42.1485,56.5051,58.56,204.162,129.126,0.00,27.99,23.96,48.05
8h 3d 3c,0.12833,42.34,46.1203,60.5213,57.66,200.896,129.034,0.00,25.48,26.40,48.13
8h 3d 2c,0.06232,42.74,34.676,45.0778,57.26,208.936,135.135,0.00,21.80,35.42,42.78
8h 4d 4c,0.11907,44.64,48.4738,60.3297,55.36,198.29,132.655,0.00,21.70,30.73,47.57
8h 4d 2c,0.07711,43.80,33.5767,42.5854,56.20,209.671,138.186,0.00,22.76,34.49,42.75
8h 4d 3c,0.11588,43.77,33.3106,42.2839,56.23,210.138,138.401,0.00,22.66,34.14,43.19
8h 5d 5c,0.06937,45.59,51.5225,62.7904,54.41,195.732,133.226,0.00,17.07,35.64,47.28
8h 5d 2c,0.05839,43.36,36.8162,47.1691,56.64,206.411,134.977,0.00,21.84,36.94,41.22
8h 5d 3c,0.11933,43.46,39.6498,50.6832,56.54,203.689,133.431,0.00,21.25,37.52,41.23
8h 5d 4c,0.58159,45.04,37.5404,46.3032,54.96,205.846,138.722,0.00,29.56,26.19,44.25
8h 6d 6c,0.1297,46.98,48.627,57.5072,53.02,198.037,138.33,0.00,15.99,38.36,45.65
8h 6d 2c,0.20668,44.49,38.9519,48.6357,55.51,203.883,136.043,0.00,18.90,41.04,40.05
8h 6d 3c,0.21461,44.04,38.5079,48.5747,55.96,204.418,135.299,0.00,18.41,41.41,40.19
8h 6d 4c,0.60822,44.50,38.8224,48.4662,55.50,203.907,136.077,0.00,26.13,32.84,41.04
8h 6d 5c,0.80929,45.47,44.214,54.0205,54.53,199.458,135.474,0.00,32.93,21.73,45.34
8h 7d 7c,0.35108,43.20,52.6611,67.7303,56.80,194.656,126.916,0.00,19.29,36.61,44.10
8h 7d 2c,0.19267,42.80,39.0452,50.6855,57.20,203.569,131.804,0.00,18.57,44.36,37.08
8h 7d 3c,0.21423,42.59,38.2873,49.9445,57.41,204.263,131.774,0.00,18.28,44.70,37.02
8h 7d 4c,0.76632,43.09,45.5755,58.7631,56.91,196.023,127.567,0.00,18.86,48.70,32.43
8h 7d 5c,0.63395,45.02,48.2785,59.5802,54.98,193.702,130.48,0.00,21.00,46.66,32.35
8h 7d 6c,0.35916,46.68,51.0941,60.8085,53.32,193.302,134.272,0.00,30.58,24.02,45.40
9c 2d 2c,0.08187,41.93,46.501,61.6071,58.07,199.311,127.127,0.08,16.63,39.83,43.46
9c 3c 2c,0.00004,50.62,76.6451,84.1223,49.38,173.08,129.811,0.41,18.94,33.11,47.54
9c 3c 2d,0.1441,43.79,35.8854,45.5284,56.21,206.674,136.176,0.90,17.59,42.67,38.85
9c 3d 3c,0.09003,42.14,47.3273,62.3976,57.86,199.086,127.432,0.00,15.92,39.88,44.19
9c 3d 2c,0.13956,44.01,35.8699,45.2751,55.99,206.884,136.864,1.18,17.44,42.25,39.14
9c 4c 2c,0.00123,45.37,51.2766,62.7928,54.63,196.068,132.918,0.08,18.63,34.14,47.15
9c 4c 2d,0.15057,43.70,35.8509,45.5792,56.30,206.98,136.157,1.03,17.58,41.89,39.50
9c 4c 3c,0.00259,46.74,54.8897,65.2383,53.26,192.764,134.056,0.01,21.45,30.45,48.10
9c 4c 3d,0.21138,44.96,37.2317,46.0053,55.04,204.989,137.941,2.33,16.52,43.09,38.06
9c 4d 4c,0.07006,42.65,48.2508,62.8486,57.35,198.561,128.236,0.00,15.53,39.27,45.20
9c 4d 2c,0.12737,43.69,35.4773,45.1151,56.31,207.408,136.414,1.32,17.12,42.14,39.42
9c 4d 3c,0.1998,44.75,36.4443,45.2453,55.25,205.813,137.965,1.99,17.37,42.08,38.57
9c 5c 2c,0.0036,45.87,54.8787,66.4669,54.13,192.767,131.895,0.09,21.75,29.76,48.40
9c 5c 2d,0.19748,44.25,38.5829,48.4455,55.75,203.966,135.492,0.24,17.86,43.90,37.99
9c 5c 3c,0.0037,47.02,56.3261,66.5491,52.98,191.165,133.642,0.12,22.57,29.60,47.71
9c 5c 3d,0.21818,44.55,39.876,49.7231,55.45,202.33,135.152,2.23,16.22,43.97,37.58
9c 5c 4c,0.00768,47.37,55.9216,65.5901,52.63,191.674,134.876,0.10,23.18,28.73,48.00
9c 5c 4d,0.22574,44.98,40.0894,49.5101,55.02,202.003,135.991,1.70,16.46,43.95,37.88
9c 5d 5c,0.10445,44.55,47.9502,59.7897,55.45,198.434,132.552,0.00,15.29,40.88,43.83
9c 5d 2c,0.16591,44.21,37.4483,47.0597,55.79,204.875,136.007,1.12,17.11,44.03,37.74
9c 5d 3c,0.20954,44.40,39.4726,49.3891,55.60,202.735,135.051,1.83,17.30,42.81,38.06
9c 5d 4c,0.23322,44.99,41.1174,50.7742,55.01,201.066,135.372,1.53,17.26,43.09,38.12
9c 6c 2c,0.00014,47.16,62.1108,73.1721,52.84,185.676,130.139,0.13,24.06,28.03,47.77
9c 6c 2d,0.16003,44.65,39.054,48.5917,55.35,203.318,136.051,0.35,16.56,46.04,37.05
9c 6c 3c,0.00206,47.53,58.7667,68.6941,52.47,188.387,132.968,0.49,23.83,27.92,47.76
9c 6c 3d,0.13742,44.51,38.3065,47.8107,55.49,203.31,135.705,2.44,15.11,46.43,36.02
9c 6c 4c,0.00229,47.69,60.9914,71.0564,52.31,186.127,131.774,0.24,23.57,28.72,47.47
9c 6c 4d,0.1292,44.20,38.0576,47.8383,55.80,203.605,135.136,1.63,16.08,45.70,36.59
9c 6c 5c,0,9.74,-223.615,-1275.85,90.26,458.116,187.977,0.06,27.44,24.08,48.43
9c 6c 5d,0.35616,44.87,44.7007,55.3415,55.13,197.694,132.822,1.76,17.82,41.38,39.05
9c 6d 6c,0.11466,43.97,49.6377,62.7195,56.03,196.41,129.826,0.00,14.24,43.86,41.90
9c 6d 2c,0.1367,44.63,38.0358,47.343,55.37,204.24,136.625,0.65,16.18,46.21,36.95
9c 6d 3c,0.14061,44.37,37.9734,47.5475,55.63,203.761,135.656,1.46,16.27,45.90,36.37
9c 6d 4c,0.1365,44.45,39.4026,49.2517,55.55,202.471,134.984,1.17,16.38,45.88,36.57
9c 6d 5c,0.37025,44.95,44.3568,54.8257,55.05,198.185,133.33,1.10,18.82,40.71,39.37
9c 7c 2c,0.00046,45.92,51.9387,62.8374,54.08,194.743,133.37,0.09,21.67,31.20,47.04
9c 7c 2d,0.19737,44.99,39.1871,48.3892,55.01,202.619,136.421,0.89,14.82,50.55,33.75
9c 7c 3c,0.00031,45.66,49.6399,60.397,54.34,196.701,134.069,0.04,24.33,28.24,47.39
9c 7c 3d,0.21411,44.91,37.3789,46.2406,55.09,203.743,136.973,1.03,15.83,49.86,33.28
9c 7c 4c,0.00008,47.10,47.3354,55.8354,52.90,199.435,139.626,0.15,23.99,27.12,48.74
9c 7c 4d,0.18732,44.92,37.7391,46.6796,55.08,203.279,136.677,0.91,16.28,49.65,33.16
9c 7c 5c,0.00018,37.57,16.3795,24.218,62.43,227.169,134.779,0.09,27.89,25.03,46.98
9c 7c 5d,0.53646,44.21,45.4244,57.0812,55.79,196.503,130.452,6.63,11.60,44.99,36.78
9c 7c 6c,0.00004,41.67,29.3829,39.1772,58.33,216.112,137.214,0.01,25.91,24.45,49.63
9c 7c 6d,0.37343,45.09,45.2303,55.7253,54.91,198.381,133.815,0.76,21.25,36.60,41.39
9c 7d 7c,0.20235,44.06,49.6599,62.619,55.94,196.977,130.411,0.00,16.85,40.12,43.03
9c 7d 2c,0.20309,44.87,39.6951,49.1465,55.13,202.255,135.882,0.84,15.35,49.76,34.05
9c 7d 3c,0.25529,45.02,39.139,48.2975,54.98,202.366,136.325,0.55,16.90,48.86,33.69
9c 7d 4c,0.23393,45.06,39.8135,49.0861,54.94,201.719,135.988,0.42,17.01,49.09,33.48
9c 7d 5c,0.5807,44.18,44.5371,56.0089,55.82,197.589,131.094,5.70,12.83,44.44,37.03
9c 7d 6c,0.37672,45.27,45.4049,55.7253,54.73,198.2,134.118,0.44,21.94,36.15,41.47
9c 8c 2c,0.00578,47.36,54.1006,63.4564,52.64,192.839,135.691,0.10,20.95,31.88,47.07
9c 8c 2d,0.13672,45.17,38.2003,46.9824,54.83,202.936,137.083,1.06,15.41,51.19,32.34
9c 8c 3c,0.01038,47.57,54.2986,63.4156,52.43,192.718,136.135,0.10,21.53,30.73,47.64
9c 8c 3d,0.13947,45.06,37.8288,46.6404,54.94,203.273,137.033,1.36,14.94,51.29,32.42
9c 8c 4c,0.00512,47.79,54.6043,63.4728,52.21,192.499,136.564,0.06,22.38,29.50,48.06
9c 8c 4d,0.12753,45.19,37.0473,45.5437,54.81,203.841,137.746,1.85,14.74,50.94,32.47
9c 8c 5c,0,37.29,32.6867,48.7016,62.71,212.543,125.523,0.07,22.19,22.60,55.14
9c 8c 5d,0.36488,43.96,43.9839,55.5882,56.04,197.118,130.271,3.96,14.22,48.15,33.67
9c 8c 6c,0,54.49,77.4301,78.9378,45.51,171.397,139.5,0.04,22.50,24.16,53.29
9c 8c 6d,0.53802,44.69,45.9831,57.1579,55.31,195.832,131.144,5.07,13.63,47.44,33.85
9c 8c 7c,0.00001,49.04,68.7388,77.8707,50.96,178.88,130.01,0.12,27.29,26.99,45.60
9c 8c 7d,0.24832,44.79,47.5995,59.045,55.21,196.409,131.75,1.24,20.13,36.58,42.04
9c 8d 8c,0.1205,44.24,52.1465,65.4818,55.76,194.143,128.959,0.00,18.33,39.43,42.24
9c 8d 2c,0.12343,44.74,37.5932,46.6834,55.26,203.594,136.45,0.39,16.31,51.05,32.25
9c 8d 3c,0.14271,44.76,37.7122,46.8124,55.24,203.526,136.449,0.41,16.10,51.16,32.34
9c 8d 4c,0.1448,45.12,38.567,47.4824,54.88,202.607,136.745,0.30,16.79,50.57,32.34
9c 8d 5c,0.40925,43.80,43.5721,55.2724,56.20,197.984,130.465,2.84,16.22,45.91,35.03
9c 8d 6c,0.54134,44.72,45.6733,56.7441,55.28,196.346,131.543,4.98,14.45,45.77,34.81
9c 8d 7c,0.24578,44.78,47.2408,58.6042,55.22,196.756,131.976,1.38,20.51,35.70,42.41
9d 9c 2c,0.04174,44.17,50.9324,64.0682,55.83,197.01,130.683,0.00,20.02,33.02,46.97
9d 9c 3c,0.05924,44.68,50.0757,62.2683,55.32,197.839,132.448,0.00,20.59,32.27,47.15
9d 9c 4c,0.05599,44.44,49.8492,62.3197,55.56,198.039,132.012,0.00,20.98,31.52,47.50
9d 9c 5c,0.09627,45.69,49.6433,60.3639,54.31,197.707,134.825,0.00,20.49,33.46,46.04
9d 9c 6c,0.08664,45.19,51.0148,62.7206,54.81,196.143,132.533,0.00,17.94,37.27,44.79
9d 9c 7c,0.14396,45.86,48.8611,59.1883,54.14,197.986,135.447,0.00,17.89,37.72,44.39
9d 9c 8c,0.07761,45.44,51.4727,62.9254,54.56,195.073,132.431,0.00,18.61,38.82,42.57
9h 9d 9c,0,39.84,18.5686,25.8918,60.16,214.014,131.761,0.00,88.28,2.25,9.46
9d 3c 2c,0.11075,43.70,37.3545,47.4883,56.30,205.578,135.24,0.11,20.51,39.56,39.82
9d 4c 2c,0.1132,43.39,36.7676,47.0744,56.61,206.44,135.068,0.07,20.73,38.75,40.45
9d 4c 3c,0.17338,44.35,38.2825,47.9502,55.65,204.301,135.98,0.01,21.20,39.63,39.16
9d 5c 2c,0.16326,43.77,39.1006,49.6296,56.23,203.72,134.182,0.00,19.99,41.33,38.68
9d 5c 3c,0.19044,43.98,41.2701,52.13,56.02,201.383,133.147,0.11,20.76,40.26,38.87
9d 5c 4c,0.18865,44.66,41.7112,51.8817,55.34,200.881,134.454,0.04,20.50,40.53,38.94
9d 6c 2c,0.12477,44.38,39.6607,49.6493,55.62,202.904,135.109,0.00,18.69,43.65,37.66
9d 6c 3c,0.1199,44.10,39.6439,49.9398,55.90,202.416,134.117,0.18,19.52,43.16,37.14
9d 6c 4c,0.10953,44.09,41.0068,51.6691,55.91,201.267,133.33,0.29,19.19,42.87,37.66
9d 6c 5c,0.32438,44.79,43.4541,53.8933,55.21,199.58,133.896,0.22,22.38,36.03,41.38
9d 7c 2c,0.18078,44.75,40.348,50.0868,55.25,201.755,135.255,0.07,17.93,47.16,34.84
9d 7c 3c,0.21806,44.94,40.3625,49.8991,55.06,201.278,135.388,0.25,19.04,46.08,34.63
9d 7c 4c,0.19318,44.88,40.7113,50.398,55.12,200.995,135.049,0.26,18.90,46.21,34.63
9d 7c 5c,0.55117,43.94,43.4944,54.9876,56.06,199.101,131.548,3.90,16.34,41.02,38.73
9d 7c 6c,0.32729,45.41,44.9424,54.9866,54.59,198.742,134.831,0.54,25.28,30.83,43.35
9d 8c 2c,0.11764,44.76,38.7005,48.0358,55.24,202.886,136.027,0.09,18.92,47.51,33.49
9d 8c 3c,0.13437,44.83,38.9425,48.2541,55.17,202.706,136.094,0.13,18.91,47.11,33.85
9d 8c 4c,0.13636,45.20,39.5063,48.5538,54.80,202.022,136.547,0.25,19.07,46.84,33.84
9d 8c 5c,0.39179,43.72,42.5491,54.0618,56.28,199.358,131.206,1.95,18.64,43.16,36.26
9d 8c 6c,0.51403,44.57,45.295,56.4638,55.43,196.881,131.543,4.71,15.75,43.76,35.78
9d 8c 7c,0.23563,44.76,46.7233,57.9973,55.24,197.422,132.357,1.44,20.94,34.81,42.82
9h 9d 2c,0.02268,42.15,50.7226,66.856,57.85,198.117,126.838,0.00,32.60,17.30,50.10
9h 9d 3c,0.02902,42.59,49.2987,64.3061,57.41,199.562,128.744,0.00,33.56,15.87,50.56
9h 9d 4c,0.02737,42.76,49.148,63.855,57.24,199.714,129.224,0.00,34.84,14.36,50.80
9h 9d 5c,0.06424,45.67,48.8107,59.379,54.33,199.285,135.848,0.00,26.08,25.16,48.75
9h 9d 6c,0.05268,45.26,49.7241,61.0317,54.74,197.901,133.906,0.00,23.03,29.65,47.32
9h 9d 7c,0.1182,45.10,47.0467,57.9494,54.90,200.318,135.148,0.00,20.44,32.46,47.10
9h 9d 8c,0.05297,45.33,51.0763,62.6039,54.67,196.204,132.911,0.00,18.69,37.29,44.02
9h 2d 2c,0.04925,42.42,42.0323,55.049,57.58,204.314,131.418,0.00,25.64,27.02,47.34
9h 3d 3c,0.06102,42.84,47.1974,61.207,57.16,199.85,129.492,0.00,23.69,28.78,47.53
9h 3d 2c,0.0485,43.72,32.2029,40.9212,56.28,211.114,138.929,0.00,22.22,35.31,42.47
9h 4d 4c,0.05254,43.00,49.6492,64.1466,57.00,197.895,128.586,0.00,20.75,31.82,47.43
9h 4d 2c,0.02524,43.22,32.0002,41.129,56.78,211.534,137.993,0.00,21.53,34.93,43.54
9h 4d 3c,0.11931,44.80,31.3816,38.9199,55.20,211.517,141.907,0.00,21.90,36.10,42.00
9h 5d 5c,0.07656,45.79,48.4971,58.838,54.21,198.798,135.826,0.00,18.42,33.93,47.65
9h 5d 2c,0.09415,43.31,33.1175,42.477,56.69,210.024,137.224,0.00,20.68,37.63,41.69
9h 5d 3c,0.14607,44.39,37.534,46.9802,55.61,205.396,136.785,0.00,21.42,37.42,41.16
9h 5d 4c,0.17577,44.70,38.8948,48.3378,55.30,204.031,136.656,0.00,20.93,37.39,41.68
9h 6d 6c,0.06824,45.72,49.9681,60.7118,54.28,196.615,134.168,0.00,16.26,37.92,45.83
9h 6d 2c,0.07029,44.61,34.7561,43.2815,55.39,207.975,139.07,0.00,18.57,41.40,40.03
9h 6d 3c,0.10939,44.18,35.0458,44.067,55.82,207.163,137.461,0.00,19.41,40.74,39.85
9h 6d 4c,0.11168,44.30,37.182,46.6309,55.70,205.315,136.517,0.00,19.91,39.98,40.11
9h 6d 5c,0.31179,46.17,41.5244,49.9639,53.83,201.915,138.929,0.00,28.14,28.53,43.33
9h 7d 7c,0.15356,44.65,48.81,60.734,55.35,198.59,132.881,0.00,15.83,38.53,45.64
9h 7d 2c,0.16375,45.30,36.5042,44.7682,54.70,205.807,139.351,0.00,17.62,45.51,36.87
9h 7d 3c,0.23784,44.69,36.8685,45.8363,55.31,204.879,137.183,0.00,18.10,45.18,36.72
9h 7d 4c,0.22964,44.87,38.7119,47.9257,55.13,203.091,136.451,0.00,18.47,45.01,36.53
9h 7d 5c,0.66999,44.62,43.5938,54.2803,55.38,199.3,133.283,0.00,20.78,41.81,37.41
9h 7d 6c,0.26385,47.91,47.3988,54.9614,52.09,196.603,139.792,0.00,35.06,18.57,46.37
9h 8d 8c,0.08514,44.03,51.6424,65.1559,55.97,195.616,129.452,0.00,17.05,39.14,43.81
9h 8d 2c,0.08876,44.05,33.1615,41.8234,55.95,208.776,138.202,0.00,18.81,43.99,37.19
9h 8d 3c,0.10222,44.04,33.5114,42.2726,55.96,208.382,137.921,0.00,18.54,44.36,37.11
9h 8d 4c,0.10064,44.17,35.1435,44.2034,55.83,206.655,137.09,0.00,18.73,44.48,36.79
9h 8d 5c,0.41718,43.71,42.1843,53.6133,56.29,199.308,131.144,0.00,19.71,45.64,34.65
9h 8d 6c,0.63709,45.28,46.8508,57.4766,54.72,195.205,132.136,0.00,20.78,45.87,33.35
9h 8d 7c,0.21393,46.71,47.7486,56.7961,53.29,196.829,136.787,0.00,27.96,26.67,45.36
Ac 2d 2c,0.00009,40.34,62.3057,85.7996,59.66,186.372,115.706,0.00,23.77,27.00,49.22
Ac 3c 2c,0.00068,46.88,48.5328,57.5095,53.12,198.859,138.661,0.01,22.20,29.68,48.12
Ac 3c 2d,0.04302,43.24,41.0272,52.7163,56.76,202.398,132.062,5.60,7.68,46.01,40.70
Ac 3d 3c,0.00017,45.42,73.4051,89.7781,54.58,173.744,117.908,0.00,18.49,36.93,44.58
Ac 3d 2c,0.0452,43.11,41.5329,53.5218,56.89,201.861,131.42,6.06,5.93,48.03,39.98
Ac 4c 2c,0.01352,47.24,52.0772,61.2413,52.76,195.267,137.081,0.10,22.02,29.30,48.58
Ac 4c 2d,0.06596,43.37,40.2779,51.5936,56.63,203.012,132.776,1.18,11.80,48.01,39.01
Ac 4c 3c,0.04438,47.87,51.0241,59.2191,52.13,196.501,139.602,0.00,22.17,29.04,48.80
Ac 4c 3d,0.09885,43.94,36.7349,46.4439,56.06,205.634,135.86,1.52,16.11,42.73,39.64
Ac 4d 4c,0.00023,43.73,61.2275,77.7916,56.27,186.822,122.958,0.00,13.04,41.45,45.52
Ac 4d 2c,0.06316,43.58,40.3261,51.4068,56.42,203.065,133.304,2.08,11.44,47.09,39.38
Ac 4d 3c,0.08917,43.62,36.5549,46.5523,56.38,206.065,135.379,1.16,17.24,41.44,40.16
Ac 5c 2c,0.02391,47.01,50.6838,59.8916,52.99,196.745,137.525,0.00,19.80,32.30,47.90
Ac 5c 2d,0.09137,41.77,36.6594,48.7606,58.23,206.208,131.153,0.61,11.76,49.88,37.75
Ac 5c 3c,0.03566,47.66,50.9717,59.4156,52.34,196.386,138.969,0.00,21.55,30.08,48.38
Ac 5c 3d,0.10411,42.96,38.0132,49.1598,57.04,204.517,132.794,1.53,13.26,47.04,38.18
Ac 5c 4c,0.07769,48.29,52.9339,60.9032,51.71,194.224,139.101,0.00,25.72,24.27,50.02
Ac 5c 4d,0.20228,45.22,38.6123,47.4412,54.78,203.52,137.592,2.80,16.69,41.23,39.28
Ac 5d 5c,0.00118,43.00,55.6431,71.8984,57.00,192.741,125.227,0.00,9.72,45.39,44.90
Ac 5d 2c,0.07776,42.07,37.671,49.752,57.94,205.513,131.381,0.96,13.29,47.24,38.51
Ac 5d 3c,0.09077,42.91,38.5475,49.9121,57.09,204.423,132.61,0.82,15.15,45.25,38.77
Ac 5d 4c,0.19201,45.44,40.2746,49.2357,54.56,202.341,137.366,1.32,18.16,41.11,39.42
Ac 6c 2c,0.00683,47.31,50.06,58.7869,52.69,196.851,138.367,0.10,19.56,33.49,46.85
Ac 6c 2d,0.03196,44.35,46.3599,58.0747,55.65,198,131.774,0.00,10.75,49.98,39.28
Ac 6c 3c,0.0075,47.10,52.0098,61.3489,52.90,195.077,136.575,0.05,19.70,33.45,46.80
Ac 6c 3d,0.03546,43.45,40.4959,51.7789,56.55,202.728,132.775,0.63,10.57,50.85,37.94
Ac 6c 4c,0.00772,46.85,53.7739,63.767,53.15,193.181,134.614,0.00,20.47,32.00,47.52
Ac 6c 4d,0.03332,43.28,38.415,49.3068,56.72,204.24,133.372,2.00,10.65,50.40,36.96
Ac 6c 5c,0.01705,47.30,56.8741,66.8012,52.70,189.978,133.513,0.01,23.01,28.47,48.51
Ac 6c 5d,0.06364,43.75,39.9094,50.6783,56.25,202.487,133.325,3.62,10.54,49.66,36.18
Ac 6d 6c,0.00427,42.24,53.7158,70.6409,57.76,194.691,124.851,0.00,9.50,44.96,45.54
Ac 6d 2c,0.02291,44.11,45.4,57.182,55.89,199.231,132.022,0.12,12.01,48.68,39.19
Ac 6d 3c,0.02558,43.71,41.9262,53.2846,56.29,201.612,132.662,0.21,12.52,48.96,38.31
Ac 6d 4c,0.02637,43.38,38.5066,49.3089,56.62,204.338,133.675,0.94,12.30,49.50,37.26
Ac 6d 5c,0.06423,43.93,39.956,50.5274,56.07,202.512,133.774,2.97,12.00,48.53,36.50
Ac 7c 2c,0.00138,47.22,51.5246,60.6254,52.78,195.599,137.246,0.05,18.51,35.01,46.42
Ac 7c 2d,0.05276,44.57,47.7645,59.5415,55.43,196.445,131.253,0.00,10.95,50.40,38.64
Ac 7c 3c,0.00008,48.03,57.3276,66.3126,51.97,189.586,135.106,0.09,21.04,33.05,45.82
Ac 7c 3d,0.06683,44.36,41.8951,52.4634,55.64,201.175,133.924,0.51,11.47,50.68,37.35
Ac 7c 4c,0.00025,44.80,48.5378,60.1913,55.20,198.766,133.363,0.01,19.35,33.17,47.47
Ac 7c 4d,0.0661,44.14,40.1326,50.5153,55.86,202.644,134.352,1.83,12.43,48.21,37.53
Ac 7c 5c,0.00337,46.08,53.4061,64.3919,53.92,192.839,132.453,0.00,19.58,33.56,46.86
Ac 7c 5d,0.0949,43.56,41.0815,52.3903,56.44,201.442,132.199,3.57,11.68,47.48,37.27
Ac 7c 6c,0.00536,47.10,57.2157,67.4825,52.90,189.502,132.685,0.01,22.47,29.26,48.26
Ac 7c 6d,0.08181,43.26,40.7555,52.3451,56.74,201.128,131.275,4.73,10.94,50.17,34.15
Ac 7d 7c,0.00617,38.85,53.7952,76.9319,61.15,194.516,117.809,0.00,11.95,41.68,46.37
Ac 7d 2c,0.04027,44.18,45.7569,57.5376,55.82,198.55,131.741,0.07,12.16,49.44,38.33
Ac 7d 3c,0.05884,44.58,42.6778,53.1828,55.42,200.714,134.141,0.00,14.20,48.15,37.65
Ac 7d 4c,0.06282,44.23,40.5866,50.9761,55.77,202.189,134.281,0.52,14.86,47.22,37.41
Ac 7d 5c,0.10521,44.05,42.0509,53.0354,55.95,200.457,132.693,1.95,14.80,45.69,37.56
Ac 7d 6c,0.08534,43.68,41.4375,52.7051,56.32,200.545,131.879,2.06,15.48,47.65,34.81
Ac 8c 2c,0.00821,48.84,51.5798,58.6713,51.16,195.38,141.446,0.16,22.69,29.23,47.92
Ac 8c 2d,0.03227,44.98,46.0749,56.9048,55.02,197.882,133.211,0.03,11.20,50.45,38.32
Ac 8c 3c,0.00849,48.40,52.218,59.9385,51.60,194.648,139.712,0.00,22.81,29.37,47.81
Ac 8c 3d,0.03125,44.34,45.5126,57.0311,55.66,198.588,132.132,0.72,10.63,49.59,39.06
Ac 8c 4c,0.01506,47.63,52.074,60.7388,52.37,195.015,137.918,0.01,24.26,26.39,49.34
Ac 8c 4d,0.05424,45.81,42.0955,51.0516,54.19,200.967,137.353,1.16,12.96,49.03,36.85
Ac 8c 5c,0.01292,47.09,54.553,64.3656,52.91,192.359,134.641,0.00,23.48,26.95,49.58
Ac 8c 5d,0.05749,44.50,40.1281,50.0986,55.50,202.739,135.293,2.48,13.90,44.89,38.73
Ac 8c 6c,0.00674,47.76,55.4139,64.4611,52.24,191.407,135.699,0.03,23.58,27.44,48.96
Ac 8c 6d,0.04572,44.30,39.6076,49.6663,55.70,202.72,134.806,5.34,11.62,45.57,37.48
Ac 8c 7c,0.00659,47.80,54.8942,63.8046,52.20,192.058,136.262,0.05,24.68,25.93,49.34
Ac 8c 7d,0.06415,44.87,43.9404,54.4063,55.13,197.801,132.882,4.42,13.99,46.68,34.90
Ac 8d 8c,0.00001,40.14,71.8942,99.5122,59.86,178.642,110.525,0.00,22.03,13.97,64.00
Ac 8d 2c,0.02006,44.56,43.6832,54.4641,55.44,200.386,133.866,0.13,12.86,48.53,38.48
Ac 8d 3c,0.02123,43.91,44.4482,56.2305,56.09,199.778,131.927,0.18,13.37,47.02,39.43
Ac 8d 4c,0.05253,45.60,41.493,50.5467,54.40,201.711,137.343,0.03,16.59,45.12,38.26
Ac 8d 5c,0.06403,44.47,40.6807,50.8219,55.53,202.253,134.897,0.06,18.65,41.15,40.14
Ac 8d 6c,0.0477,44.34,40.8145,51.134,55.66,201.732,134.245,2.22,16.29,43.12,38.38
Ac 8d 7c,0.06143,44.81,43.9396,54.4724,55.19,197.998,132.881,2.43,16.93,44.39,36.26
Ac 9c 2c,0.00421,49.60,53.4534,59.8685,50.40,193.495,142.199,0.00,26.56,24.78,48.66
Ac 9c 2d,0.01448,45.25,43.0242,52.8234,54.75,200.569,135.679,0.05,10.53,52.66,36.75
