Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\HJvBB\2c2d2h.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 11 freq,CHECK freq
9c 6c 2d,100,46.25,17.6656,84.8762,53.75,25.8344,106.813,69.37,30.63
9c 6c 3c,100,46.64,17.4631,83.1983,53.36,26.0369,108.441,85.43,14.57
9c 6c 3d,100,46.63,18.1752,86.6192,53.37,25.3248,105.445,62.78,37.22
9c 6c 4c,100,47.11,17.2076,81.1733,52.89,26.2924,110.465,93.33,6.67
9c 6c 4d,100,47.64,18.4515,86.0738,52.36,25.0485,106.303,63.88,36.12
9c 6c 5c,100,48.17,18.4941,85.3105,51.83,25.0059,107.223,72.69,27.31
9c 6c 5d,100,48.87,20.2365,92.0211,51.13,23.2634,101.106,40.59,59.41
9c 6d 6c,100,44.90,18.0555,89.3679,55.10,25.4445,102.613,49.45,50.55
9c 6d 2c,100,46.15,17.4535,84.0357,53.85,26.0464,107.493,73.04,26.96
9c 6d 3c,100,46.51,17.9328,85.6824,53.49,25.5672,106.218,66.72,33.28
9c 6d 4c,100,47.43,18.0725,84.6682,52.57,25.4275,107.493,69.62,30.38
9c 6d 5c,100,48.88,20.2303,91.98,51.12,23.2697,101.147,40.85,59.15
9c 7c 2c,100,45.98,17.038,82.3499,54.02,26.462,108.851,89.21,10.79
9c 7c 2d,100,45.84,17.2056,83.4017,54.16,26.2944,107.896,73.64,26.36
9c 7c 3c,100,46.36,17.0723,81.8275,53.64,26.4277,109.494,89.62,10.38
9c 7c 3d,100,46.48,17.6442,84.3485,53.52,25.8558,107.367,69.98,30.02
9c 7c 4c,100,46.98,17.1682,81.2104,53.02,26.3318,110.361,91.77,8.23
9c 7c 4d,100,47.43,18.1546,85.0509,52.57,25.3454,107.148,66.89,33.11
9c 7c 5c,100,47.98,18.4714,85.552,52.02,25.0285,106.918,72.59,27.41
9c 7c 5d,100,48.26,19.1634,88.2424,51.74,24.3366,104.524,55.76,44.24
9c 7c 6c,100,47.64,18.2224,85.0045,52.36,25.2776,107.277,75.45,24.55
9c 7c 6d,100,48.03,18.947,87.6647,51.97,24.553,104.986,55.69,44.31
9c 7d 7c,100,44.74,17.9432,89.1318,55.26,25.5568,102.766,49.21,50.79
9c 7d 2c,100,45.73,16.9483,82.3671,54.27,26.5517,108.714,77.33,22.67
9c 7d 3c,100,46.35,17.3544,83.213,53.65,26.1456,108.288,74.27,25.73
9c 7d 4c,100,47.21,17.7268,83.4394,52.79,25.7731,108.496,72.95,27.05
9c 7d 5c,100,48.25,19.1162,88.0501,51.75,24.3838,104.699,56.64,43.36
9c 7d 6c,100,48.02,18.9124,87.5247,51.98,24.5876,105.111,56.09,43.91
9c 8c 2c,100,45.75,17.2021,83.561,54.25,26.2979,107.717,80.07,19.93
9c 8c 2d,100,45.44,17.3426,84.8221,54.56,26.1574,106.529,69.17,30.83
9c 8c 3c,100,45.72,17.0321,82.7897,54.28,26.4679,108.354,83.45,16.55
9c 8c 3d,100,45.51,17.2598,84.2834,54.49,26.2401,107.008,70.89,29.11
9c 8c 4c,100,46.35,17.1009,81.9863,53.65,26.3991,109.35,86.70,13.30
9c 8c 4d,100,46.50,17.7225,84.7039,53.50,25.7775,107.062,69.26,30.74
9c 8c 5c,100,47.74,18.4981,86.1012,52.26,25.0019,106.319,67.86,32.14
9c 8c 5d,100,47.82,19.3968,90.1398,52.18,24.1032,102.648,47.50,52.50
9c 8c 6c,100,47.67,18.7917,87.607,52.33,24.7083,104.918,61.71,38.29
9c 8c 6d,100,47.68,19.1757,89.3766,52.32,24.3243,103.31,48.10,51.90
9c 8c 7c,100,47.92,18.7457,86.9302,52.08,24.7543,105.625,61.20,38.80
9c 8c 7d,100,48.18,19.7754,91.2176,51.82,23.7246,101.732,35.00,65.00
9c 8d 8c,100,43.90,17.2021,87.0695,56.10,26.2979,104.178,60.65,39.35
9c 8d 2c,100,45.41,17.2379,84.3523,54.59,26.2621,106.911,71.08,28.92
9c 8d 3c,100,45.46,17.1154,83.6643,54.54,26.3845,107.505,73.39,26.61
9c 8d 4c,100,46.36,17.4306,83.5465,53.64,26.0694,108.007,73.70,26.30
9c 8d 5c,100,47.88,19.4244,90.1566,52.12,24.0756,102.647,47.52,52.48
9c 8d 6c,100,47.73,19.2135,89.455,52.27,24.2865,103.252,48.31,51.69
9c 8d 7c,100,48.22,19.796,91.2303,51.78,23.704,101.729,35.24,64.76
9d 9c 2c,100,42.50,16.2122,84.7685,57.50,27.2877,105.461,78.07,21.93
9d 9c 3c,100,42.59,16.0611,83.8119,57.42,27.4389,106.201,82.06,17.94
9d 9c 4c,100,43.54,16.1821,82.5978,56.46,27.3178,107.515,86.74,13.26
9d 9c 5c,100,44.06,16.5783,83.6186,55.94,26.9217,106.943,82.38,17.62
9d 9c 6c,100,44.14,16.66,83.8683,55.86,26.84,106.781,79.18,20.82
9d 9c 7c,100,44.18,16.7751,84.3865,55.82,26.7249,106.384,75.35,24.65
9d 9c 8c,100,43.60,16.5511,84.3529,56.40,26.9489,106.187,73.28,26.72
9h 9d 9c,100,39.59,12.187,68.4138,60.41,31.313,115.179,100.00,0.00
9d 3c 2c,100,44.49,16.9725,84.7702,55.51,26.5275,106.203,76.61,23.39
9d 4c 2c,100,45.46,17.1308,83.7484,54.54,26.3692,107.432,77.77,22.23
9d 4c 3c,100,46.03,17.5123,84.5531,53.97,25.9877,106.996,74.72,25.28
9d 5c 2c,100,45.97,17.5925,85.0468,54.03,25.9075,106.552,72.43,27.57
9d 5c 3c,100,46.48,17.978,85.9564,53.52,25.522,105.967,68.97,31.03
9d 5c 4c,100,47.15,17.9328,84.5128,52.85,25.5671,107.511,73.03,26.97
9d 6c 2c,100,45.98,17.1334,82.8013,54.02,26.3666,108.47,78.89,21.11
9d 6c 3c,100,46.46,17.8454,85.3489,53.54,25.6546,106.489,69.19,30.81
9d 6c 4c,100,47.39,18.0261,84.5259,52.61,25.4739,107.603,71.56,28.44
9d 6c 5c,100,48.51,19.7663,90.5577,51.50,23.7337,102.421,48.00,52.00
9d 7c 2c,100,45.57,16.6345,81.1141,54.43,26.8655,109.689,82.58,17.42
9d 7c 3c,100,46.19,17.0543,82.0485,53.81,26.4457,109.215,79.44,20.56
9d 7c 4c,100,47.18,17.6704,83.2231,52.82,25.8296,108.676,74.94,25.06
9d 7c 5c,100,48.08,18.8779,87.2532,51.92,24.6221,105.383,60.63,39.37
9d 7c 6c,100,47.69,18.4363,85.9015,52.31,25.0637,106.483,63.12,36.88
9d 8c 2c,100,45.35,17.1076,83.8226,54.65,26.3924,107.327,73.62,26.38
9d 8c 3c,100,45.40,16.982,83.1197,54.60,26.518,107.932,75.75,24.25
9d 8c 4c,100,46.43,17.5026,83.7745,53.57,25.9974,107.84,73.23,26.77
9d 8c 5c,100,47.81,19.33,89.8403,52.19,24.17,102.921,49.07,50.93
9d 8c 6c,100,47.66,19.1146,89.13,52.34,24.3854,103.529,50.06,49.94
9d 8c 7c,100,48.03,19.5585,90.483,51.97,23.9415,102.383,38.07,61.93
9h 9d 2c,100,41.86,15.5469,82.5282,58.14,27.9531,106.848,88.58,11.42
9h 9d 3c,100,42.00,15.4238,81.6062,58.00,28.0762,107.572,91.93,8.07
9h 9d 4c,100,43.13,15.7598,81.1989,56.87,27.7402,108.398,90.87,9.13
9h 9d 5c,100,43.42,15.7805,80.7556,56.58,27.7195,108.879,92.27,7.73
9h 9d 6c,100,43.53,15.8919,81.1327,56.47,27.6081,108.64,90.01,9.99
9h 9d 7c,100,43.54,16.0283,81.8132,56.46,27.4716,108.119,86.11,13.89
9h 9d 8c,100,43.09,16.4267,84.7119,56.91,27.0733,105.719,72.55,27.45
9h 2d 2c,100,41.84,14.4704,76.8556,58.16,29.0295,110.919,98.60,1.40
9h 3d 3c,100,42.10,14.8255,78.2613,57.90,28.6745,110.048,94.34,5.66
9h 3d 2c,100,44.08,16.7846,84.6252,55.92,26.7154,106.157,75.20,24.80
9h 4d 4c,100,44.03,17.6759,89.2062,55.97,25.8241,102.536,52.49,47.51
9h 4d 2c,100,45.22,17.1012,84.0379,54.78,26.3987,107.092,73.34,26.66
9h 4d 3c,100,45.89,17.7018,85.7268,54.11,25.7981,105.943,68.75,31.25
9h 5d 5c,100,44.48,18.1158,90.5069,55.52,25.3841,101.601,50.59,49.41
9h 5d 2c,100,45.67,17.5602,85.4509,54.33,25.9398,106.093,69.49,30.51
9h 5d 3c,100,46.26,18.1154,87.0234,53.74,25.3846,104.967,64.23,35.77
9h 5d 4c,100,47.30,18.4834,86.8377,52.70,25.0166,105.488,62.82,37.18
9h 6d 6c,100,44.24,17.508,87.9545,55.76,25.992,103.577,56.71,43.29
9h 6d 2c,100,45.86,17.3433,84.0485,54.14,26.1567,107.353,72.43,27.57
9h 6d 3c,100,46.26,18.0021,86.4864,53.74,25.4979,105.428,63.66,36.34
9h 6d 4c,100,47.36,18.3138,85.9281,52.64,25.1861,106.329,64.54,35.46
9h 6d 5c,100,48.66,20.4882,93.5614,51.34,23.0118,99.6099,39.45,60.55
9h 7d 7c,100,44.05,17.3758,87.6589,55.95,26.1241,103.758,56.16,43.84
9h 7d 2c,100,45.38,16.6703,81.6274,54.62,26.8297,109.163,76.56,23.44
9h 7d 3c,100,46.08,17.2574,83.2177,53.92,26.2426,108.162,71.99,28.01
9h 7d 4c,100,47.10,17.8412,84.1816,52.90,25.6588,107.781,68.81,31.19
9h 7d 5c,100,47.98,19.1377,88.634,52.02,24.3623,104.076,58.05,41.95
9h 7d 6c,100,47.74,18.8622,87.7915,52.26,24.6378,104.776,58.95,41.05
9h 8d 8c,100,43.37,17.1237,87.743,56.63,26.3763,103.501,59.04,40.96
9h 8d 2c,100,45.03,17.0334,84.058,54.97,26.4666,106.996,72.05,27.95
9h 8d 3c,100,45.12,16.9401,83.432,54.88,26.5599,107.548,73.71,26.29
9h 8d 4c,100,46.17,17.4444,83.9681,53.83,26.0556,107.556,72.61,27.39
9h 8d 5c,100,47.53,19.4999,91.1729,52.47,24.0001,101.643,48.74,51.26
9h 8d 6c,100,47.43,19.2842,90.3431,52.57,24.2158,102.373,49.58,50.42
9h 8d 7c,100,47.90,19.886,92.2615,52.10,23.6139,100.716,32.08,67.92
Ac 2d 2c,100,40.26,15.3909,84.9491,59.74,28.1091,104.564,65.25,34.75
Ac 3c 2c,100,44.41,17.9646,89.8829,55.59,25.5354,102.087,41.91,58.09
Ac 3c 2d,100,43.05,18.2823,94.3823,56.95,25.2177,98.3933,26.84,73.16
Ac 3d 3c,100,40.53,15.6351,85.7318,59.47,27.8649,104.118,59.82,40.18
Ac 3d 2c,100,43.06,18.294,94.4052,56.94,25.206,98.3771,27.20,72.80
Ac 4c 2c,100,44.28,17.7245,88.9558,55.72,25.7755,102.794,45.02,54.98
Ac 4c 2d,100,43.16,17.8736,92.0274,56.84,25.6264,100.19,36.57,63.43
Ac 4c 3c,100,44.69,17.862,88.821,55.31,25.638,103.006,47.27,52.73
Ac 4c 3d,100,43.84,18.317,92.8409,56.16,25.183,99.6534,33.46,66.54
Ac 4d 4c,100,41.99,17.2815,91.4612,58.01,26.2185,100.434,28.17,71.83
Ac 4d 2c,100,43.33,18.0517,92.5868,56.67,25.4483,99.786,34.73,65.27
Ac 4d 3c,100,43.99,18.4818,93.354,56.01,25.0182,99.2688,31.86,68.14
Ac 5c 2c,100,44.38,17.8144,89.2007,55.62,25.6856,102.624,43.20,56.80
Ac 5c 2d,100,43.18,17.7778,91.4837,56.82,25.7222,100.606,42.60,57.40
Ac 5c 3c,100,44.80,18.0169,89.3622,55.20,25.4831,102.596,43.95,56.05
Ac 5c 3d,100,43.85,18.2904,92.6858,56.15,25.2096,99.7758,37.74,62.26
Ac 5c 4c,100,44.92,17.6694,87.4081,55.08,25.8306,104.218,52.63,47.37
Ac 5c 4d,100,44.79,18.8416,93.4821,55.21,24.6584,99.2499,30.64,69.36
Ac 5d 5c,100,42.22,17.3419,91.2793,57.78,26.1581,100.603,27.24,72.76
Ac 5d 2c,100,43.36,17.9176,91.8342,56.64,25.5823,100.366,40.82,59.18
Ac 5d 3c,100,44.01,18.4092,92.9575,55.99,25.0908,99.5819,36.72,63.28
Ac 5d 4c,100,44.80,18.8029,93.2726,55.20,24.6971,99.4208,31.38,68.62
Ac 6c 2c,100,43.18,16.3554,84.1669,56.82,27.1446,106.167,59.65,40.35
Ac 6c 2d,100,41.95,15.4601,81.9023,58.05,28.0399,107.335,76.23,23.77
Ac 6c 3c,100,43.70,16.7785,85.3226,56.30,26.7215,105.472,55.71,44.29
Ac 6c 3d,100,42.43,16.0773,84.1967,57.57,27.4227,105.858,66.04,33.96
Ac 6c 4c,100,44.16,16.6449,83.7678,55.84,26.8551,106.866,61.63,38.37
Ac 6c 4d,100,43.52,16.6902,85.2189,56.48,26.8098,105.488,60.47,39.53
Ac 6c 5c,100,44.34,16.7421,83.9126,55.66,26.7579,106.826,62.28,37.72
Ac 6c 5d,100,44.01,17.0488,86.0919,55.99,26.4512,104.978,57.61,42.39
Ac 6d 6c,100,42.07,16.8288,88.8879,57.93,26.6712,102.316,41.17,58.83
Ac 6d 2c,100,41.99,15.5147,82.0991,58.01,27.9853,107.213,76.37,23.63
Ac 6d 3c,100,42.47,16.1181,84.341,57.53,27.3819,105.765,65.98,34.02
Ac 6d 4c,100,43.42,16.5604,84.7608,56.58,26.9396,105.802,62.43,37.57
Ac 6d 5c,100,43.90,16.9758,85.9225,56.10,26.5242,105.076,58.39,41.61
Ac 7c 2c,100,43.22,16.4462,84.5596,56.78,27.0537,105.883,58.59,41.41
Ac 7c 2d,100,41.93,15.5128,82.2109,58.07,27.9872,107.106,75.39,24.61
Ac 7c 3c,100,43.66,16.5856,84.4265,56.34,26.9144,106.15,60.14,39.86
Ac 7c 3d,100,42.62,16.0366,83.6186,57.38,27.4634,106.357,67.89,32.11
Ac 7c 4c,100,44.32,16.7983,84.2366,55.68,26.7016,106.558,61.44,38.56
Ac 7c 4d,100,43.67,16.8891,85.9393,56.33,26.6109,104.983,58.61,41.39
Ac 7c 5c,100,44.57,16.9612,84.5666,55.43,26.5388,106.396,59.36,40.64
Ac 7c 5d,100,43.90,16.834,85.2179,56.10,26.666,105.625,60.48,39.52
Ac 7c 6c,100,44.39,16.6842,83.5254,55.61,26.8157,107.156,64.39,35.61
Ac 7c 6d,100,43.83,16.529,83.8086,56.17,26.971,106.699,63.83,36.17
Ac 7d 7c,100,41.75,16.6117,88.4171,58.25,26.8883,102.58,44.16,55.84
Ac 7d 2c,100,41.98,15.5945,82.552,58.02,27.9055,106.879,74.57,25.43
Ac 7d 3c,100,42.65,16.1025,83.9012,57.35,27.3975,106.16,66.76,33.24
Ac 7d 4c,100,43.57,16.7774,85.5797,56.43,26.7226,105.225,59.67,40.33
Ac 7d 5c,100,43.79,16.7811,85.1497,56.21,26.7189,105.64,61.00,39.00
Ac 7d 6c,100,43.83,16.5549,83.9271,56.17,26.9451,106.609,63.66,36.34
Ac 8c 2c,100,42.73,16.8084,87.4123,57.27,26.6916,103.572,44.77,55.23
Ac 8c 2d,100,40.88,15.6011,84.8054,59.12,27.8989,104.869,63.87,36.13
Ac 8c 3c,100,42.70,16.7098,86.9607,57.30,26.7902,103.9,46.51,53.49
Ac 8c 3d,100,40.94,15.5203,84.2421,59.06,27.9797,105.28,65.67,34.33
Ac 8c 4c,100,43.50,16.978,86.739,56.50,26.522,104.309,48.18,51.82
Ac 8c 4d,100,42.18,16.472,86.7845,57.82,27.028,103.875,54.39,45.61
Ac 8c 5c,100,43.87,17.2737,87.5008,56.13,26.2263,103.83,45.14,54.86
Ac 8c 5d,100,42.56,16.6724,87.0588,57.44,26.8276,103.785,54.99,45.01
Ac 8c 6c,100,43.85,17.1013,86.6567,56.15,26.3987,104.485,48.33,51.67
Ac 8c 6d,100,42.41,16.071,84.2136,57.59,27.429,105.836,63.38,36.62
Ac 8c 7c,100,43.97,17.1962,86.8993,56.03,26.3038,104.333,48.79,51.21
Ac 8c 7d,100,42.76,16.586,86.1881,57.24,26.914,104.496,55.50,44.50
Ac 8d 8c,100,39.82,15.4991,86.495,60.18,28.0009,103.397,50.27,49.73
Ac 8d 2c,100,40.87,15.575,84.6857,59.13,27.925,104.948,63.81,36.19
Ac 8d 3c,100,40.91,15.4851,84.1063,59.09,28.0149,105.364,65.95,34.05
Ac 8d 4c,100,42.00,16.2233,85.834,58.00,27.2767,104.511,58.33,41.67
Ac 8d 5c,100,42.38,16.4747,86.3926,57.62,27.0253,104.222,57.98,42.02
Ac 8d 6c,100,42.34,15.9601,83.7602,57.66,27.5399,106.145,65.26,34.74
Ac 8d 7c,100,42.70,16.4463,85.5956,57.30,27.0537,104.916,57.78,42.22
Ac 9c 2c,100,42.83,16.8738,87.5501,57.17,26.6262,103.496,44.05,55.95
Ac 9c 2d,100,40.82,15.2815,83.1936,59.18,28.2184,105.96,72.39,27.61
Ac 9c 3c,100,42.87,16.8084,87.1184,57.13,26.6916,103.833,46.87,53.13
Ac 9c 3d,100,40.99,15.2418,82.637,59.01,28.2582,106.411,75.05,24.95
Ac 9c 4c,100,43.01,16.5289,85.404,56.99,26.9711,105.166,54.28,45.72
Ac 9c 4d,100,41.66,15.4658,82.5042,58.34,28.0341,106.779,73.48,26.52
Ac 9c 5c,100,43.66,17.152,87.3097,56.34,26.348,103.916,45.40,54.60
Ac 9c 5d,100,42.08,15.8948,83.9469,57.92,27.6052,105.906,67.76,32.24
Ac 9c 6c,100,43.59,16.9995,86.6581,56.41,26.5005,104.402,46.53,53.47
Ac 9c 6d,100,41.85,15.3589,81.5479,58.15,28.1411,107.549,75.64,24.36
Ac 9c 7c,100,43.70,17.0527,86.7225,56.30,26.4473,104.384,48.09,51.91
Ac 9c 7d,100,41.93,15.3262,81.2311,58.07,28.1738,107.811,75.37,24.63
Ac 9c 8c,100,43.39,17.365,88.9359,56.61,26.135,102.592,37.00,63.00
Ac 9c 8d,100,41.39,15.6993,84.2962,58.61,27.8007,105.401,60.92,39.08
Ac 9d 9c,100,39.66,14.7237,82.5028,60.34,28.7762,105.976,70.46,29.54
Ac 9d 2c,100,40.62,14.9657,81.8708,59.38,28.5343,106.789,77.80,22.20
Ac 9d 3c,100,40.77,14.9065,81.2478,59.23,28.5935,107.28,80.50,19.50
Ac 9d 4c,100,41.29,14.9421,80.4193,58.71,28.5579,108.093,82.17,17.83
Ac 9d 5c,100,41.71,15.3899,81.9995,58.29,28.1101,107.16,76.85,23.15
Ac 9d 6c,100,41.60,14.9545,79.8856,58.40,28.5455,108.62,82.24,17.76
Ac 9d 7c,100,41.68,14.9028,79.4587,58.32,28.5972,108.964,82.50,17.50
Ac 9d 8c,100,41.22,15.455,83.3273,58.78,28.045,106.019,64.43,35.57
Ad Ac 2c,100,38.71,13.0777,75.0707,61.29,30.4223,110.308,99.99,0.01
Ad Ac 3c,100,38.79,12.9952,74.4408,61.21,30.5048,110.754,100.00,0.00
Ad Ac 4c,100,39.28,12.9947,73.5201,60.72,30.5053,111.639,100.00,0.00
Ad Ac 5c,100,39.28,12.658,71.6196,60.72,30.842,112.867,100.00,0.00
Ad Ac 6c,100,39.20,12.2381,69.3743,60.80,31.2619,114.264,100.00,0.00
Ad Ac 7c,100,39.26,12.3613,69.9646,60.74,31.1387,113.927,100.00,0.00
Ad Ac 8c,100,38.07,12.3902,72.3214,61.93,31.1098,111.633,100.00,0.00
Ad Ac 9c,100,38.06,12.1969,71.2202,61.94,31.3031,112.301,100.00,0.00
Ah Ad Ac,100,36.19,9.9115,60.8547,63.81,33.5885,116.981,100.00,0.00
Ad Ac Jc,100,36.49,11.6239,70.7925,63.51,31.876,111.532,99.99,0.01
Ad Ac Kc,100,35.33,10.5585,66.4182,64.67,32.9415,113.189,99.99,0.01
Ad Ac Qc,100,36.20,11.0839,68.0439,63.80,32.4161,112.907,99.99,0.01
Ad Ac Tc,100,36.68,11.6142,70.3605,63.32,31.8858,111.907,99.96,0.04
Ac Jc 2c,100,41.54,16.0402,85.8163,58.46,27.4598,104.375,52.06,47.94
Ac Jc 2d,100,39.10,14.1793,80.5838,60.90,29.3207,106.993,68.44,31.56
Ac Jc 3c,100,41.55,15.9647,85.3812,58.45,27.5353,104.689,54.57,45.43
Ac Jc 3d,100,39.23,14.1357,80.0678,60.77,29.3643,107.383,70.74,29.26
Ac Jc 4c,100,41.77,15.9296,84.7461,58.23,27.5704,105.218,58.63,41.37
Ac Jc 4d,100,39.75,14.4302,80.6684,60.25,29.0698,107.222,68.87,31.13
Ac Jc 5c,100,41.78,16.0185,85.2039,58.22,27.4815,104.892,57.24,42.76
Ac Jc 5d,100,39.63,14.0795,78.9527,60.37,29.4205,108.294,76.25,23.75
Ac Jc 6c,100,41.54,15.7484,84.2378,58.46,27.7516,105.5,58.91,41.09
Ac Jc 6d,100,39.18,13.2407,75.1029,60.82,30.2593,110.557,87.29,12.71
Ac Jc 7c,100,41.84,15.8887,84.3934,58.16,27.6112,105.495,60.49,39.51
Ac Jc 7d,100,39.49,13.437,75.6209,60.51,30.063,110.4,85.32,14.68
Ac Jc 8c,100,41.60,16.4357,87.7904,58.40,27.0643,102.99,43.19,56.81
Ac Jc 8d,100,38.67,13.73,78.8954,61.33,29.77,107.873,73.28,26.72
Ac Jc 9c,100,41.42,16.1077,86.4091,58.57,27.3923,103.921,48.14,51.86
Ac Jc 9d,100,38.40,12.8316,74.2654,61.60,30.6684,110.629,89.14,10.86
Ac Jd Jc,100,37.51,12.7501,75.5363,62.49,30.7499,109.35,81.65,18.35
Ac Jc Tc,100,40.09,15.4991,85.9219,59.91,28.0009,103.856,61.30,38.70
Ac Jc Td,100,36.31,11.2544,68.8753,63.69,32.2455,112.512,100.00,0.00
Ac Jd 2c,100,38.91,13.9359,79.5938,61.09,29.564,107.54,71.92,28.08
Ac Jd 3c,100,39.02,13.8759,79.029,60.98,29.6241,107.952,74.48,25.52
Ac Jd 4c,100,39.38,13.9677,78.8164,60.62,29.5323,108.263,75.50,24.50
Ac Jd 5c,100,39.26,13.66,77.3179,60.74,29.84,109.173,81.64,18.36
Ac Jd 6c,100,38.93,12.9246,73.7796,61.07,30.5754,111.255,91.30,8.70
Ac Jd 7c,100,39.25,13.0742,74.0301,60.75,30.4258,111.289,89.93,10.07
Ac Jd 8c,100,38.52,13.5587,78.2123,61.48,29.9413,108.231,74.88,25.12
Ac Jd 9c,100,38.42,12.936,74.8153,61.58,30.564,110.302,86.33,13.67
Ac Jd Tc,100,36.46,11.4828,69.9929,63.54,32.0172,111.971,100.00,0.00
Ac Kc 2c,100,41.09,16.6444,90.0242,58.91,26.8555,101.299,28.38,71.62
Ac Kc 2d,100,37.60,13.1061,77.464,62.40,30.3939,108.236,75.49,24.51
Ac Kc 3c,100,41.05,16.5276,89.4734,58.95,26.9724,101.676,32.12,67.88
Ac Kc 3d,100,37.72,13.0229,76.7292,62.28,30.4771,108.741,78.78,21.22
Ac Kc 4c,100,41.06,16.296,88.2004,58.94,27.204,102.564,40.70,59.30
Ac Kc 4d,100,38.18,13.2201,76.9423,61.82,30.2799,108.85,78.33,21.67
Ac Kc 5c,100,40.79,15.8896,86.57,59.21,27.6104,103.622,50.26,49.74
Ac Kc 5d,100,38.12,12.6594,73.8073,61.88,30.8406,110.746,89.41,10.59
Ac Kc 6c,100,40.57,15.4893,84.8508,59.43,28.0107,104.732,55.15,44.85
Ac Kc 6d,100,37.75,11.5855,68.196,62.25,31.9145,113.934,99.99,0.01
Ac Kc 7c,100,40.74,15.6985,85.6285,59.26,27.8015,104.255,51.14,48.86
Ac Kc 7d,100,37.82,11.7594,69.0937,62.18,31.7406,113.439,99.71,0.29
Ac Kc 8c,100,40.37,16.3179,89.8203,59.63,27.1821,101.302,31.90,68.10
Ac Kc 8d,100,36.71,11.8242,71.5827,63.29,31.6758,111.215,94.43,5.57
Ac Kc 9c,100,40.35,16.4561,90.6343,59.65,27.0439,100.747,27.02,72.98
Ac Kc 9d,100,36.31,11.3825,69.6569,63.69,32.1175,112.067,99.83,0.17
Ac Kc Jc,100,40.36,16.456,90.5957,59.64,27.044,100.776,37.50,62.50
Ac Kc Jd,100,36.23,12.3519,75.7726,63.77,31.1481,108.535,99.93,0.07
Ac Kd Kc,100,35.26,9.40873,59.3015,64.74,34.0912,117.015,100.00,0.00
Ac Kc Qc,100,40.46,16.5374,90.8346,59.54,26.9626,100.629,36.69,63.31
Ac Kc Qd,100,36.40,12.3586,75.4448,63.60,31.1414,108.814,99.98,0.02
Ac Kc Tc,100,39.82,16.2597,90.7292,60.18,27.2403,100.596,35.69,64.31
Ac Kc Td,100,35.12,10.8749,68.8101,64.88,32.6251,111.746,100.00,0.00
Ac Kd 2c,100,37.20,12.3274,73.6312,62.80,31.1726,110.315,90.43,9.57
Ac Kd 3c,100,37.30,12.2185,72.7993,62.70,31.2815,110.864,93.48,6.52
Ac Kd 4c,100,37.59,12.1702,71.9434,62.41,31.3298,111.559,96.07,3.93
Ac Kd 5c,100,37.51,11.6223,68.8546,62.49,31.8777,113.361,100.00,0.00
Ac Kd 6c,100,37.27,10.7789,64.2694,62.73,32.7211,115.915,100.00,0.00
Ac Kd 7c,100,37.35,10.917,64.9502,62.65,32.583,115.577,100.00,0.00
Ac Kd 8c,100,36.33,11.079,67.7596,63.67,32.421,113.164,99.98,0.02
Ac Kd 9c,100,36.12,10.9427,67.3177,63.88,32.5573,113.264,99.99,0.01
Ac Kd Jc,100,35.98,11.9006,73.4955,64.02,31.5994,109.691,99.99,0.01
Ac Kd Qc,100,36.14,11.897,73.1592,63.86,31.603,109.968,99.99,0.01
Ac Kd Tc,100,35.04,10.6937,67.8193,64.96,32.8063,112.227,100.00,0.00
Ac Qc 2c,100,41.45,16.0951,86.2852,58.55,27.4049,104.016,49.49,50.51
Ac Qc 2d,100,38.58,13.6297,78.5032,61.42,29.8703,108.077,73.79,26.21
Ac Qc 3c,100,41.42,15.9499,85.5701,58.58,27.5501,104.513,53.43,46.57
Ac Qc 3d,100,38.72,13.549,77.7538,61.28,29.951,108.618,76.73,23.27
Ac Qc 4c,100,41.48,15.6701,83.9531,58.52,27.8299,105.677,61.83,38.17
Ac Qc 4d,100,39.27,13.7297,77.6935,60.73,29.7703,108.935,76.95,23.05
Ac Qc 5c,100,41.45,15.7283,84.3213,58.55,27.7717,105.406,60.72,39.28
Ac Qc 5d,100,39.11,13.314,75.6465,60.89,30.186,110.169,84.55,15.45
Ac Qc 6c,100,41.26,15.43,83.0975,58.74,28.07,106.199,64.58,35.42
Ac Qc 6d,100,38.75,12.3708,70.9471,61.25,31.1292,112.937,97.68,2.32
Ac Qc 7c,100,41.33,15.5485,83.5932,58.67,27.9515,105.877,62.02,37.98
Ac Qc 7d,100,38.75,12.508,71.7312,61.25,30.992,112.442,96.57,3.43
Ac Qc 8c,100,41.01,15.6804,84.9639,58.99,27.8196,104.803,56.15,43.85
Ac Qc 8d,100,38.21,12.6096,73.3367,61.79,30.8904,111.093,90.49,9.51
Ac Qc 9c,100,41.11,15.837,85.606,58.89,27.663,104.388,51.64,48.36
Ac Qc 9d,100,37.91,12.1115,70.9948,62.09,31.3885,112.341,97.74,2.26
Ac Qc Jc,100,39.97,15.1649,84.3152,60.03,28.335,104.89,63.21,36.79
Ac Qc Jd,100,36.57,11.8058,71.7468,63.43,31.6942,111.032,99.99,0.01
Ac Qd Qc,100,37.01,11.8524,71.1686,62.99,31.6476,111.648,95.86,4.14
Ac Qc Tc,100,39.98,15.5573,86.4739,60.02,27.9427,103.456,54.42,45.58
Ac Qc Td,100,36.09,11.4707,70.6303,63.91,32.0292,111.37,100.00,0.00
