Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\SBvBB\3d3h2c.cfr
Action Line,Root BET 15 RAISE 60 RAISE 970
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,CALL freq,FOLD freq
9c 8c 6d,0.00349,60.86,1023.84,154.34,39.14,33.4352,47.4577,26.07,73.93
9c 8c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 8c 7d,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
9c 8d 2c,0.00027,72.04,1031.88,131.407,27.96,32.5576,64.6939,18.20,81.80
9c 8d 3c,0.00062,71.98,1031.54,131.478,28.02,32.8039,65.0375,18.30,81.70
9c 8d 4c,0.00017,71.65,1030.88,131.996,28.35,32.3909,63.4782,19.48,80.52
9c 8d 5c,0.0002,58.26,1029.04,162.034,41.74,28.8683,38.4269,25.38,74.62
9c 8d 6c,0.00029,60.06,1032.59,157.731,39.94,23.4411,32.6056,27.44,72.56
9c 8d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 9c 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 3c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 4c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 4c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 5c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 5c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 6c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 7c 5c,0.00006,60.28,1030.29,156.8,39.72,25.0205,34.9971,28.23,71.77
9d 7c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9d 8c 5c,0.00001,58.33,1027.95,161.673,41.67,29.5158,39.3537,25.86,74.14
9d 8c 6c,0.00048,56.67,1024.39,165.845,43.33,33.6208,43.1054,25.25,74.75
9d 8c 7c,0.00006,54.39,1006.35,169.76,45.61,51.3793,62.5777,25.57,74.43
9h 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 9d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 2d 2c,0.00008,75.28,1038.39,126.543,24.72,16.1853,36.3791,29.04,70.96
9h 3d 3c,0.00013,90.50,1148.34,116.412,9.50,-87.9882,-514.525,22.69,77.31
9h 3d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 4d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 4d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 5d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 5d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 5d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 6d 6c,0.00004,88.79,1137.89,117.575,11.21,-70.2009,-347.948,14.63,85.37
9h 6d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 6d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 6d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 6d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 7d 7c,0.00025,85.44,1098.96,118.005,14.56,-30.595,-116.725,13.89,86.11
9h 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 7d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 7d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 7d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 7d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
9h 8d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 2d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2d,0.00003,56.34,999.47,162.739,43.66,59.4793,75.6934,24.23,75.77
Ac 3d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 2c,0.00741,68.91,1030.6,137.208,31.09,32.785,58.5839,19.35,80.65
Ac 4c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 2d,0.00004,56.48,1000.66,162.551,43.52,59.0027,75.3134,23.44,76.56
Ac 4c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 3d,0.00832,68.02,1036.98,139.868,31.98,27.8929,48.452,17.73,82.27
Ac 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 2c,0.01335,70.05,1033.07,135.296,29.95,31.6943,58.7943,17.84,82.16
Ac 4d 3c,0.01216,70.57,1037.7,134.905,29.43,28.3713,53.5563,16.40,83.60
Ac 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 3d,0,56.60,1029.89,166.928,43.40,29.7155,38.0403,23.51,76.49
Ac 5c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 4d,0.00866,65.65,1017.55,142.207,34.35,43.5037,70.351,21.92,78.08
Ac 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 2c,0.02222,70.53,1027.21,133.62,29.47,36.6948,69.1701,18.78,81.22
Ac 5d 3c,0.02155,70.39,1030.43,134.293,29.61,33.7392,63.3131,18.49,81.51
Ac 5d 4c,0.01411,69.70,1025.2,134.934,30.30,38.5701,70.7288,18.93,81.07
Ac 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3d,0.00001,66.00,1024.74,142.436,34.00,41.0251,67.0411,16.74,83.26
Ac 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4d,0.00334,67.81,1027.23,138.977,32.19,37.6841,65.0389,17.67,82.33
Ac 6c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 5d,0.01724,67.77,1028.24,139.19,32.23,36.4279,62.7976,17.95,82.05
Ac 6d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 3c,0.00186,71.33,1024.09,131.725,28.67,41.8836,81.147,16.51,83.49
Ac 6d 4c,0.00244,71.28,1027.31,132.221,28.72,39.7741,76.9423,15.29,84.71
Ac 6d 5c,0.00325,71.11,1031.6,133.102,28.89,35.6742,68.5924,15.08,84.92
Ac 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4d,0.00013,65.22,1018.01,143.198,34.78,45.3268,72.4049,19.41,80.59
Ac 7c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 5d,0.00543,66.41,1021.21,141.069,33.59,42.7369,70.6925,18.74,81.26
Ac 7c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 6d,0.00758,64.67,1021.81,144.958,35.33,41.6643,65.5161,19.26,80.74
Ac 7d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 5c,0.00002,71.12,1028.5,132.667,28.88,38.4253,73.9294,15.47,84.53
Ac 7d 6c,0.00289,70.44,1032.32,134.452,29.56,34.8114,65.4266,15.24,84.76
Ac 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3d,0.00029,63.36,1016.47,147.177,36.64,46.8422,71.0271,19.44,80.56
Ac 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5d,0.0047,65.41,1025.08,143.786,34.59,37.9658,60.9697,19.73,80.27
Ac 8c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6d,0.00209,64.90,1017.85,143.878,35.10,44.8087,70.9282,20.16,79.84
Ac 8c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 7d,0.00149,62.97,1023.73,149.146,37.03,38.6161,57.9388,20.50,79.50
Ac 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 6c,0.00094,70.58,1024.56,133.18,29.42,41.0675,77.5463,16.89,83.11
Ac 8d 7c,0.00037,68.49,1022.03,136.897,31.51,43.498,76.6953,17.01,82.99
Ac 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3d,0.00445,65.47,1025.76,143.73,34.53,37.5653,60.4463,19.43,80.57
Ac 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4d,0.01429,66.65,1028.02,141.502,33.35,35.5734,59.2623,19.13,80.87
Ac 9c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 5d,0.00622,65.70,1024.44,143.061,34.30,38.0199,61.5734,20.38,79.62
Ac 9c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 6d,0.01904,65.46,1026.75,143.896,34.54,36.0926,58.0565,19.95,80.05
Ac 9c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 7d,0.00392,67.17,1038.96,141.909,32.83,24.3614,41.2221,19.43,80.57
Ac 9c 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 8d,0.00823,65.02,1032.82,145.736,34.98,30.8894,49.0562,19.00,81.00
Ac 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 8c,0.00073,67.83,1021.15,138.107,32.17,44.585,77.0052,16.77,83.23
Ad Ac 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Ac,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Jc,0.00001,76.51,1009.59,121.068,23.49,62.0078,146.627,10.33,89.67
Ad Ac Kc,0.00001,71.34,1042.11,134.008,28.66,25.3116,49.0708,14.93,85.07
Ad Ac Qc,0,74.18,1034.89,128,25.82,37.5496,80.7789,9.40,90.60
Ad Ac Tc,0,80.58,1043.68,118.831,19.42,29.7035,84.9585,8.37,91.63
Ac Jc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 4d,0.00002,77.24,1077.89,128.02,22.76,-16.7666,-40.9334,21.85,78.15
Ac Jc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 5d,0.00941,66.08,1032.68,143.379,33.92,30.4541,49.875,19.64,80.36
Ac Jc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 6d,0.01522,65.24,1026.55,144.364,34.76,35.0341,55.9888,21.34,78.66
Ac Jc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 7d,0.00076,63.52,1019.25,147.206,36.48,42.1806,64.2406,21.51,78.49
Ac Jc 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 8d,0.01349,64.48,1022.55,145.481,35.52,42.0769,65.8186,17.99,82.01
Ac Jc 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 9d,0.00339,64.54,1034.4,147.043,35.46,29.9209,46.8759,18.33,81.67
Ac Jd Jc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc Td,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jd Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 2c,0,48.79,1049.02,197.242,51.21,25.1228,27.2561,7.54,92.46
Ac Kc 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc 3c,0,56.86,1066.49,172.064,43.14,6.34279,8.16908,8.97,91.03
Ac Kc 3d,0,75.69,1064.58,129.034,24.31,-5.55818,-12.7027,24.15,75.85
Ac Kc 4c,0,58.08,1045.56,165.148,41.92,25.8484,34.259,10.54,89.46
Ac Kc 4d,0.00393,69.10,1052.42,139.722,30.90,18.2383,32.7944,11.36,88.64
Ac Kc 5c,0,41.40,1025.73,227.32,58.60,46.5714,44.1494,9.56,90.44
Ac Kc 5d,0.01367,67.89,1043.52,141.025,32.11,25.5099,44.1294,13.16,86.84
Ac Kc 6c,0,47.45,1013.52,195.96,52.55,56.1641,59.3765,12.44,87.56
Ac Kc 6d,0.00999,66.80,1041.38,143.023,33.20,26.2194,43.8743,14.73,85.27
Ac Kc 7c,0,60.29,1041.7,158.513,39.71,27.3623,38.2811,13.12,86.88
Ac Kc 7d,0.00643,66.58,1037.1,142.911,33.42,30.2397,50.2649,15.01,84.99
Ac Kc 8c,0,68.80,1048.64,139.835,31.20,25.853,46.0335,7.15,92.85
Ac Kc 8d,0.00135,66.21,1029.84,142.696,33.79,35.5495,58.4514,17.15,82.85
Ac Kc 9c,0,42.43,1026.68,221.966,57.57,44.3604,42.8116,10.95,89.05
Ac Kc 9d,0.00002,71.03,1061.61,137.114,28.97,2.7186,5.21384,18.33,81.67
Ac Kc Jc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc Jd,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd Kc,0.00007,43.98,966.609,201.634,56.02,96.2615,95.4636,19.92,80.08
Ac Kc Qc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc Qd,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kc Td,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd Jc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd Qc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Kd Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 4d,0.00116,66.25,1035.34,143.381,33.75,30.1239,49.5821,17.08,82.92
Ac Qc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 5d,0.01057,66.11,1031.81,143.188,33.89,34.2033,56.0691,16.47,83.53
Ac Qc 6c,0,70.09,1090.31,142.715,29.91,-30.2865,-56.2534,23.06,76.94
Ac Qc 6d,0.01223,66.25,1030.01,142.646,33.75,34.8279,57.3224,17.76,82.24
Ac Qc 7c,0,82.78,1189.77,131.857,17.22,-138.727,-447.609,32.92,67.08
Ac Qc 7d,0.00531,65.97,1026.59,142.776,34.04,38.317,62.5447,17.68,82.32
Ac Qc 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 8d,0.00076,66.10,1028.88,142.794,33.90,35.9443,58.9134,17.77,82.23
Ac Qc 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc 9d,0.00148,67.92,1039.69,140.437,32.08,26.684,46.2105,16.07,83.93
Ac Qc Jc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc Jd,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd Qc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qc Td,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd Jc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Qd Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 4d,0.00612,65.18,1032.92,145.398,34.82,30.0839,47.9929,19.77,80.23
Ac Tc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 5d,0.02001,66.34,1034.91,143.111,33.66,27.8262,45.9328,20.07,79.93
Ac Tc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 6d,0.00806,63.84,1026.32,147.486,36.16,34.8523,53.5489,21.79,78.21
Ac Tc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 7d,0.00058,61.82,1016.89,150.91,38.18,44.4393,64.6634,21.62,78.38
Ac Tc 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 8d,0.03802,63.19,1034.06,150.135,36.81,28.8801,43.5855,19.85,80.15
Ac Tc 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Tc 9d,0.03687,64.94,1013.84,143.233,35.06,50.8576,80.583,17.92,82.08
Ac Td Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac Td 8c,0.00003,44.06,974.833,202.986,55.94,85.6179,85.0286,22.58,77.42
Ac Td 9c,0.00817,66.27,1047.53,145.015,33.73,16.6188,27.3737,18.52,81.48
Ad 3c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 4c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 4c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 5c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 5c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 6c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 7c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 7c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 8c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad 9c 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Jc,0,92.29,1083.88,107.75,7.71,-12.9105,-92.9854,11.02,88.98
Ah Ad Kc,0,85.27,1056.03,113.616,14.73,18.7801,70.844,6.80,93.20
Ah Ad Qc,0,73.98,1071.69,132.894,26.02,2.23463,4.77186,7.78,92.22
Ah Ad Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Jc Tc,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Kc 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
