Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\HJvBB\Th9d8c.cfr
Action Line,Root CHECK BET 11 RAISE 46
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 980 freq,CALL freq,FOLD freq
8d 5c 2c,11.0998,52.56,78.2299,145.929,47.44,22.2701,70.061,0.00,65.53,34.47
8d 5c 3c,11.377,52.59,78.2488,145.876,47.41,22.2512,70.0482,0.00,65.42,34.58
8d 5c 4c,6.49807,53.14,78.9836,145.715,46.86,21.5164,68.5336,0.00,64.42,35.58
8d 6c 2c,11.9107,52.71,77.9987,145.068,47.29,22.5013,71.0217,0.00,66.17,33.83
8d 6c 3c,11.2338,52.54,78.1342,145.798,47.46,22.3658,70.3366,0.00,65.89,34.11
8d 6c 4c,7.03805,53.40,79.2836,145.547,46.60,21.2164,67.9602,0.00,65.55,34.45
8d 6c 5c,6.15501,54.76,79.8015,142.873,45.24,20.6985,68.2869,0.00,65.00,35.00
8d 7c 2c,11.8279,52.96,77.3546,143.197,47.04,23.1454,73.4392,0.00,65.49,34.51
8d 7c 3c,11.9203,52.88,77.4075,143.509,47.12,23.0925,73.1485,0.00,65.55,34.45
8d 7c 4c,5.98784,52.97,78.0022,144.375,47.03,22.4978,71.3957,0.00,65.27,34.73
8d 7c 5c,6.38634,55.08,79.0236,140.662,44.92,21.4764,71.3558,0.00,65.01,34.99
8d 7c 6c,4.52022,55.67,77.9774,137.324,44.33,22.5226,75.8312,0.00,65.25,34.75
8h 8d 2c,14.8307,48.82,79.2478,159.129,51.18,21.2522,61.9823,0.00,66.88,33.12
8h 8d 3c,15.99,49.19,78.9372,157.329,50.81,21.5628,63.3398,0.00,66.71,33.29
8h 8d 4c,14.3932,49.69,78.1029,154.092,50.31,22.3971,66.4478,0.00,65.99,34.01
8h 8d 5c,15.3595,51.03,77.333,148.57,48.97,23.167,70.6108,0.00,64.91,35.09
8h 8d 6c,15.9674,51.56,77.3102,146.995,48.44,23.1898,71.4564,0.00,64.94,35.06
8h 8d 7c,14.3658,51.90,76.9866,145.429,48.10,23.5134,72.9608,0.00,64.37,35.63
8h 2d 2c,22.9208,52.64,77.6661,144.647,47.36,22.8339,71.9611,0.00,69.01,30.99
8h 3d 3c,22.0633,52.45,77.4203,144.725,47.55,23.0797,72.4381,0.00,68.53,31.47
