Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\BTNvBB\Th9d8c.cfr
Action Line,Root CHECK BET 12
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 50 freq,CALL freq,FOLD freq
8h 4d 2c,56.8629,45.52,16.1551,70.9773,54.48,44.3449,131.289,13.69,78.34,7.97
8h 4d 3c,55.6252,45.46,16.0724,70.7134,54.54,44.4276,131.38,14.27,76.99,8.74
8h 5d 5c,60.4912,45.09,16.8469,74.7326,54.91,43.6531,128.215,18.74,64.16,17.10
8h 5d 2c,46.9891,44.85,16.1153,71.8565,55.15,44.3847,129.816,15.25,75.41,9.35
8h 5d 3c,48.3275,44.96,16.0772,71.5154,55.04,44.4229,130.181,15.55,74.59,9.86
8h 5d 4c,51.6003,46.03,16.5887,72.0737,53.97,43.9114,131.236,16.34,70.64,13.02
8h 6d 6c,77.6272,45.28,16.8056,74.2345,54.72,43.6945,128.785,17.74,66.29,15.97
8h 6d 2c,57.3385,45.51,16.4636,72.3465,54.49,44.0364,130.355,16.07,73.61,10.32
8h 6d 3c,59.4855,45.62,16.4245,72.0005,54.38,44.0755,130.735,17.43,69.84,12.74
8h 6d 4c,42.3613,45.81,16.6754,72.7976,54.19,43.8246,130.446,16.57,69.09,14.34
8h 6d 5c,30.2906,46.06,17.1056,74.2814,53.94,43.3944,129.748,17.15,66.85,16.01
8h 7d 7c,68.3527,45.13,17.0383,75.5045,54.87,43.4617,127.76,21.28,58.38,20.34
8h 7d 2c,63.2919,45.47,16.4716,72.4489,54.53,44.0285,130.23,17.05,69.01,13.93
8h 7d 3c,64.2514,45.83,16.4281,71.6861,54.17,44.0719,131.232,17.22,69.46,13.31
8h 7d 4c,56.535,45.99,16.5025,71.7679,54.01,43.9975,131.386,16.81,69.68,13.51
8h 7d 5c,37.6185,46.38,16.9965,73.2992,53.62,43.5035,130.849,17.70,65.73,16.57
8h 7d 6c,54.505,46.36,17.3499,74.8501,53.64,43.1501,129.746,16.11,67.32,16.57
9c 2d 2c,74.1506,45.70,17.2471,75.4725,54.30,43.2529,128.487,15.71,64.82,19.46
9c 3c 2c,56.703,47.38,18.8435,79.5468,52.62,41.6565,127.678,10.52,63.44,26.04
9c 3c 2d,60.7951,46.05,16.947,73.6016,53.95,43.553,130.208,16.75,63.39,19.86
9c 3d 3c,76.5635,45.98,17.0892,74.3315,54.02,43.4108,129.616,15.22,65.81,18.97
9c 3d 2c,60.2905,46.07,16.975,73.6921,53.93,43.525,130.172,16.73,63.40,19.87
9c 4c 2c,59.8622,47.70,18.8826,79.1668,52.30,41.6174,128.354,9.86,65.41,24.74
9c 4c 2d,56.6285,46.43,17.0949,73.6324,53.57,43.4051,130.693,15.66,65.49,18.85
9c 4c 3c,55.8359,47.91,18.9735,79.2031,52.09,41.5266,128.584,10.84,64.16,25.00
9c 4c 3d,53.9643,46.61,17.1369,73.5286,53.39,43.3631,131.006,16.90,63.84,19.26
9c 4d 4c,54.3238,45.80,17.2027,75.1198,54.20,43.2973,128.847,15.75,64.30,19.95
9c 4d 2c,54.5735,46.50,17.1602,73.801,53.50,43.3399,130.669,15.74,65.13,19.13
9c 4d 3c,52.5242,46.67,17.1877,73.6557,53.33,43.3123,130.994,17.00,63.48,19.52
9c 5c 2c,50.514,47.65,18.8217,79.002,52.35,41.6783,128.407,10.25,65.76,23.99
9c 5c 2d,50.5998,46.35,17.1041,73.8077,53.65,43.3959,130.457,15.65,67.07,17.28
9c 5c 3c,49.5707,47.99,18.9456,78.9529,52.01,41.5544,128.871,11.29,64.61,24.10
9c 5c 3d,47.9495,46.59,17.1539,73.6411,53.41,43.3461,130.894,16.63,65.98,17.39
9c 5c 4c,62.941,48.18,18.8862,78.3919,51.82,41.6138,129.533,10.69,66.16,23.15
9c 5c 4d,51.571,47.12,17.1592,72.8382,52.88,43.3409,132.184,15.00,68.66,16.33
9c 5d 5c,53.9016,45.82,17.3537,75.7482,54.18,43.1463,128.442,16.43,64.06,19.51
9c 5d 2c,50.367,46.45,17.1736,73.9432,53.55,43.3264,130.499,15.59,66.79,17.62
9c 5d 3c,48.2741,46.69,17.2168,73.742,53.31,43.2832,130.966,16.71,65.44,17.85
9c 5d 4c,53.3481,47.20,17.2126,72.9364,52.80,43.2875,132.229,14.99,68.51,16.50
9c 6c 2c,54.1408,47.34,18.672,78.8833,52.66,41.828,128.115,10.35,64.71,24.94
9c 6c 2d,53.0599,46.19,16.9633,73.4483,53.81,43.5368,130.5,15.78,66.34,17.89
9c 6c 3c,53.0854,47.55,18.7044,78.6719,52.45,41.7957,128.528,11.68,62.68,25.64
9c 6c 3d,52.3073,46.45,16.9596,73.0298,53.55,43.5404,131.131,17.16,63.98,18.86
9c 6c 4c,54.4243,47.84,18.7772,78.502,52.16,41.7228,129.013,11.45,64.38,24.16
9c 6c 4d,46.1457,46.68,17.0795,73.1741,53.32,43.4206,131.349,16.01,66.08,17.90
9c 6c 5c,51.6997,47.46,18.3559,77.3491,52.54,42.1441,129.382,11.63,65.78,22.59
9c 6c 5d,43.4281,46.59,16.9009,72.5517,53.41,43.5991,131.663,14.26,68.93,16.81
9c 6d 6c,72.4573,45.96,17.443,75.8985,54.04,43.057,128.519,17.54,61.96,20.51
9c 6d 2c,53.8209,46.28,17.062,73.7333,53.72,43.438,130.42,15.83,66.09,18.08
9c 6d 3c,53.5726,46.52,17.0509,73.309,53.48,43.4492,131.033,17.26,63.74,19.00
9c 6d 4c,48.7753,46.73,17.1546,73.4126,53.27,43.3455,131.252,16.09,65.93,17.98
9c 6d 5c,43.793,46.58,16.921,72.6467,53.42,43.579,131.588,14.34,68.90,16.75
9c 7c 2c,49.8852,46.88,18.5039,78.9421,53.12,41.9961,127.514,9.49,64.58,25.93
9c 7c 2d,55.4102,45.86,16.8924,73.6752,54.14,43.6076,129.905,15.27,64.32,20.41
9c 7c 3c,52.698,47.12,18.3901,78.0645,52.88,42.1099,128.428,10.68,63.85,25.47
9c 7c 3d,55.7843,46.39,16.9323,72.9998,53.61,43.5677,131.077,16.29,64.43,19.29
9c 7c 4c,50.7173,47.34,18.5216,78.2568,52.66,41.9784,128.563,10.83,64.82,24.34
9c 7c 4d,49.5496,46.51,17.0048,73.1292,53.49,43.4952,131.143,15.76,65.69,18.54
9c 7c 5c,44.873,47.24,18.4036,77.9137,52.76,42.0965,128.694,11.75,64.95,23.30
9c 7c 5d,42.6358,46.28,16.7617,72.4403,53.72,43.7383,131.314,14.17,68.96,16.87
9c 7c 6c,45.5412,46.59,18.1649,77.9722,53.41,42.3351,127.853,12.06,63.71,24.23
9c 7c 6d,52.266,46.21,17.016,73.6415,53.79,43.484,130.395,14.57,66.65,18.78
9c 7d 7c,60.6993,45.51,17.404,76.4808,54.49,43.096,127.569,18.42,59.00,22.58
9c 7d 2c,56.7477,45.95,16.9642,73.8415,54.05,43.5358,129.909,15.35,64.09,20.56
9c 7d 3c,57.9122,46.47,17.0174,73.2396,53.53,43.4826,131.018,16.41,64.12,19.47
9c 7d 4c,53.1837,46.56,17.0779,73.3653,53.44,43.4221,131.044,15.86,65.59,18.54
9c 7d 5c,44.1742,46.27,16.8146,72.6765,53.73,43.6854,131.144,14.21,69.02,16.77
9c 7d 6c,53.1241,46.24,17.0396,73.6963,53.76,43.4604,130.396,14.68,66.43,18.89
9c 8c 2c,48.2423,46.17,17.9444,77.7318,53.83,42.5556,127.509,9.58,63.97,26.45
9c 8c 2d,58.7638,45.68,17.0619,74.6994,54.32,43.4381,128.983,16.04,62.04,21.92
9c 8c 3c,51.046,46.22,17.8197,77.1099,53.78,42.6803,127.999,10.09,63.74,26.17
9c 8c 3d,58.9216,45.86,16.942,73.8878,54.14,43.5581,129.762,16.03,62.62,21.35
9c 8c 4c,57.8486,46.61,18.0043,77.2559,53.39,42.4957,128.378,10.19,65.04,24.77
9c 8c 4d,56.4523,46.12,16.9524,73.5079,53.88,43.5476,130.37,14.84,65.95,19.21
9c 8c 5c,46.3022,46.53,18.0617,77.6389,53.47,42.4383,128.007,12.74,63.22,24.04
9c 8c 5d,49.7456,45.59,16.5686,72.6822,54.41,43.9314,130.233,14.51,68.48,17.01
9c 8c 6c,42.6502,46.12,17.7544,76.9957,53.88,42.7456,127.955,11.71,64.45,23.83
9c 8c 6d,45.5535,45.79,16.9237,73.915,54.21,43.5763,129.657,14.95,64.77,20.28
9c 8c 7c,47.5061,45.34,17.2364,76.0354,54.66,43.2636,127.657,10.70,66.67,22.63
9c 8c 7d,48.5423,45.21,16.6331,73.5802,54.79,43.8669,129.137,13.07,67.21,19.72
9c 8d 8c,74.5057,45.13,17.2068,76.2465,54.87,43.2932,127.271,17.46,60.10,22.44
9c 8d 2c,59.1163,45.75,17.1117,74.8025,54.25,43.3883,129.002,16.19,61.73,22.08
9c 8d 3c,60.0528,45.92,16.9976,74.0367,54.08,43.5025,129.735,16.24,62.23,21.53
9c 8d 4c,59.4492,46.21,17.0462,73.7845,53.79,43.4538,130.286,15.04,65.66,19.30
9c 8d 5c,50.7886,45.60,16.6425,72.9885,54.40,43.8575,130.04,14.54,68.60,16.85
9c 8d 6c,45.9086,45.85,17.0095,74.1987,54.15,43.4905,129.537,15.01,64.55,20.44
9c 8d 7c,47.8983,45.22,16.658,73.6728,54.78,43.8421,129.089,13.13,67.01,19.86
9d 9c 2c,56.3171,45.65,17.698,77.5359,54.35,42.802,127.023,21.59,53.18,25.22
9d 9c 3c,58.7634,46.00,17.6723,76.8287,54.00,42.8277,127.931,21.59,53.52,24.89
9d 9c 4c,57.2688,46.31,17.8142,76.9329,53.69,42.6858,128.235,20.39,56.20,23.42
9d 9c 5c,54.7915,46.29,17.8108,76.9509,53.71,42.6893,128.198,20.80,55.66,23.54
9d 9c 6c,58.2902,45.97,17.7236,77.1037,54.03,42.7764,127.704,21.37,53.92,24.71
9d 9c 7c,55.0555,45.68,17.6651,77.3347,54.32,42.8349,127.199,21.02,53.55,25.44
9d 9c 8c,58.8577,45.11,17.3993,77.1445,54.89,43.1007,126.645,20.44,54.34,25.21
9h 9d 9c,91.9327,45.20,16.6194,73.5369,54.80,43.8806,129.152,17.03,69.03,13.94
9d 3c 2c,62.2329,46.14,17.0484,73.9046,53.86,43.4517,130.112,16.39,63.88,19.73
9d 4c 2c,58.0158,46.52,17.2229,74.0458,53.48,43.2771,130.518,15.47,65.72,18.81
9d 4c 3c,52.9854,46.72,17.2511,73.847,53.28,43.2489,130.927,16.88,63.60,19.52
9d 5c 2c,50.9558,46.47,17.264,74.3074,53.53,43.236,130.265,15.56,66.95,17.48
9d 5c 3c,47.1639,46.71,17.2993,74.0727,53.29,43.2007,130.751,16.64,65.56,17.79
9d 5c 4c,55.51,47.20,17.2946,73.2791,52.80,43.2055,131.986,14.91,68.68,16.41
9d 6c 2c,56.3134,46.30,17.1282,73.9837,53.70,43.3718,130.276,15.71,66.67,17.62
9d 6c 3c,53.982,46.54,17.0899,73.4429,53.46,43.4101,130.968,17.11,64.13,18.75
9d 6c 4c,47.8296,46.77,17.2243,73.6527,53.23,43.2757,131.132,15.99,66.28,17.74
9d 6c 5c,45.7961,46.64,17.0303,73.0246,53.36,43.4697,131.402,14.26,69.09,16.66
9d 7c 2c,59.1079,45.98,17.0108,74.0001,54.02,43.4892,129.836,15.10,64.67,20.23
9d 7c 3c,60.3612,46.47,17.0591,73.4246,53.53,43.4409,130.884,16.21,64.76,19.03
9d 7c 4c,52.1395,46.59,17.1258,73.5109,53.41,43.3742,130.993,15.74,65.91,18.35
9d 7c 5c,44.3656,46.31,16.8767,72.89,53.69,43.6233,131.043,14.16,69.04,16.80
9d 7c 6c,55.363,46.29,17.1137,73.9461,53.71,43.3863,130.281,14.67,66.48,18.85
9d 8c 2c,61.5769,45.78,17.1625,74.9758,54.22,43.3376,128.921,15.98,62.08,21.94
9d 8c 3c,62.6809,45.95,17.0548,74.2352,54.05,43.4453,129.64,16.06,62.56,21.39
9d 8c 4c,62.1238,46.24,17.1045,73.9873,53.76,43.3955,130.186,14.89,66.04,19.07
9d 8c 5c,50.1348,45.69,16.7225,73.2034,54.31,43.7775,130.006,14.49,68.59,16.92
9d 8c 6c,46.9215,45.85,16.9955,74.1313,54.15,43.5045,129.588,15.02,64.55,20.43
9d 8c 7c,50.5165,45.22,16.6394,73.5874,54.78,43.8606,129.148,13.17,66.95,19.88
9h 9d 2c,63.5568,45.20,17.2735,76.4264,54.80,43.2265,127.233,20.64,58.49,20.88
9h 9d 3c,65.4975,45.64,17.2738,75.7027,54.36,43.2262,128.245,20.18,59.76,20.06
9h 9d 4c,61.9337,46.06,17.4732,75.8691,53.94,43.0268,128.662,19.90,60.77,19.33
9h 9d 5c,60.962,46.10,17.5563,76.1681,53.90,42.9437,128.502,21.08,58.33,20.59
9h 9d 6c,69.1464,45.92,17.7174,77.1733,54.08,42.7826,127.586,21.80,55.61,22.59
9h 9d 7c,67.8474,45.61,17.6196,77.2691,54.39,42.8804,127.15,22.28,53.18,24.54
9h 9d 8c,67.9142,44.94,17.2603,76.8142,55.06,43.2397,126.666,22.00,52.84,25.17
9h 2d 2c,83.5473,45.64,17.0498,74.7157,54.36,43.4502,128.918,14.85,71.42,13.73
9h 3d 3c,85.2516,45.98,16.8793,73.4169,54.02,43.6208,130.245,14.46,71.77,13.78
9h 3d 2c,65.476,45.48,16.1774,71.134,54.52,44.3226,131.133,13.63,76.81,9.56
9h 4d 4c,59.0655,45.55,16.8971,74.1921,54.45,43.6029,129.158,14.89,70.16,14.95
9h 4d 2c,58.5174,45.84,16.3294,71.2439,54.16,44.1706,131.544,13.34,77.26,9.40
9h 4d 3c,55.5594,45.92,16.2565,70.8045,54.08,44.2435,131.952,14.28,76.87,8.84
9h 5d 5c,59.424,45.53,17.0372,74.8464,54.47,43.4628,128.687,15.45,69.80,14.74
9h 5d 2c,53.3063,45.83,16.4222,71.6616,54.17,44.0778,131.248,13.58,78.58,7.84
9h 5d 3c,49.6355,45.93,16.3779,71.3115,54.07,44.1221,131.624,13.97,79.17,6.86
9h 5d 4c,54.2808,46.63,16.4936,70.737,53.37,44.0065,133.001,12.24,81.73,6.03
9h 6d 6c,79.6422,45.65,16.9487,74.2561,54.35,43.5513,129.242,15.44,69.06,15.50
9h 6d 2c,59.9019,46.03,16.6915,72.5314,53.97,43.8085,130.912,14.80,74.60,10.60
9h 6d 3c,57.8374,46.02,16.4117,71.3183,53.98,44.0883,131.744,15.18,75.20,9.61
9h 6d 4c,50.3887,46.15,16.5066,71.5307,53.85,43.9934,131.774,13.89,77.55,8.56
9h 6d 5c,49.9287,46.55,16.9492,72.8219,53.45,43.5508,131.418,13.78,74.68,11.54
9h 7d 7c,72.1009,45.27,17.1133,75.6111,54.73,43.3867,127.854,17.74,62.65,19.61
9h 7d 2c,67.0029,45.82,16.7163,72.9608,54.18,43.7837,130.348,15.72,68.66,15.62
9h 7d 3c,65.8133,46.14,16.5528,71.7505,53.86,43.9472,131.605,15.33,72.86,11.81
9h 7d 4c,58.3145,46.12,16.5643,71.8359,53.88,43.9358,131.515,14.70,74.21,11.09
9h 7d 5c,51.2587,46.42,16.9955,73.2212,53.58,43.5045,130.966,14.26,71.82,13.93
9h 7d 6c,62.5097,46.13,16.997,73.6896,53.87,43.503,130.254,14.22,70.40,15.38
9h 8d 8c,83.451,44.95,16.9361,75.3557,55.05,43.5639,127.637,18.80,59.15,22.05
9h 8d 2c,69.7507,45.52,16.7919,73.775,54.48,43.7081,129.404,17.28,63.90,18.82
9h 8d 3c,70.6243,45.86,16.8161,73.3303,54.14,43.6839,130.15,17.73,63.63,18.64
9h 8d 4c,68.0171,46.29,16.9837,73.3785,53.71,43.5163,130.68,16.34,67.40,16.26
9h 8d 5c,59.0182,45.53,16.5773,72.8165,54.47,43.9227,130.063,14.58,71.87,13.54
9h 8d 6c,54.6433,45.80,17.0512,74.4656,54.20,43.4488,129.287,15.72,65.60,18.68
9h 8d 7c,60.2969,45.75,17.2798,75.5375,54.25,43.2202,128.502,14.42,64.73,20.84
Ac 2d 2c,64.1536,44.96,17.6487,78.5021,55.04,42.8513,125.581,12.06,59.46,28.48
Ac 3c 2c,30.6875,46.91,18.0674,77.0298,53.09,42.4326,128.913,5.98,66.51,27.51
Ac 3c 2d,49.4134,46.19,17.5406,75.9577,53.81,42.9594,128.755,10.39,64.12,25.50
Ac 3d 3c,66.5735,45.71,17.6598,77.2756,54.29,42.8402,127.265,10.41,62.75,26.84
Ac 3d 2c,50.7177,46.19,17.5754,76.0942,53.81,42.9246,128.671,10.33,64.16,25.51
Ac 4c 2c,26.7643,47.47,18.4135,77.5724,52.53,42.0865,129.235,6.09,66.93,26.98
Ac 4c 2d,33.3373,46.63,17.8873,76.7138,53.37,42.6127,128.79,11.20,63.18,25.62
Ac 4c 3c,29.3054,47.54,18.3469,77.1846,52.46,42.1531,129.602,6.59,66.47,26.94
Ac 4c 3d,44.9173,46.80,17.7898,76.0257,53.20,42.7102,129.487,11.09,63.89,25.02
Ac 4d 4c,47.1914,45.89,17.7454,77.3456,54.11,42.7546,127.433,12.07,60.65,27.28
Ac 4d 2c,32.3426,46.68,17.9035,76.7098,53.32,42.5965,128.848,11.12,63.24,25.64
Ac 4d 3c,42.6506,46.84,17.7572,75.824,53.16,42.7428,129.679,11.05,63.92,25.02
Ac 5c 2c,25.6451,47.55,18.5181,77.8874,52.45,41.9819,129.102,6.54,66.25,27.21
Ac 5c 2d,32.689,46.26,17.7857,76.9015,53.74,42.7143,128.189,11.51,62.67,25.82
Ac 5c 3c,32.9036,47.59,18.3666,77.1854,52.41,42.1334,129.667,7.20,65.55,27.26
Ac 5c 3d,48.2267,46.54,17.7574,76.3106,53.46,42.7426,128.955,11.52,63.53,24.95
Ac 5c 4c,43.8041,47.43,18.1828,76.6771,52.57,42.3172,129.826,7.63,65.04,27.32
Ac 5c 4d,50.5578,46.84,17.7103,75.6193,53.16,42.7897,129.828,11.19,64.52,24.29
Ac 5d 5c,53.55,45.87,17.879,77.9567,54.13,42.621,126.995,12.75,59.63,27.63
Ac 5d 2c,30.2755,46.35,17.8594,77.0653,53.65,42.6406,128.189,11.55,62.60,25.85
Ac 5d 3c,43.8732,46.62,17.7581,76.1819,53.38,42.7419,129.147,11.48,63.52,25.00
Ac 5d 4c,48.604,46.88,17.7214,75.61,53.12,42.7786,129.88,11.22,64.44,24.34
Ac 6c 2c,35.8155,46.92,18.0976,77.1397,53.08,42.4024,128.849,6.51,64.13,29.36
Ac 6c 2d,55.7497,45.70,17.3848,76.0872,54.30,43.1152,128.061,10.62,62.74,26.64
Ac 6c 3c,35.5789,47.43,18.159,76.5705,52.57,42.3411,129.909,6.97,63.97,29.06
Ac 6c 3d,60.5245,46.22,17.4748,75.6115,53.78,43.0253,129.042,10.77,63.36,25.87
Ac 6c 4c,35.7271,47.45,18.1096,76.3283,52.55,42.3904,130.113,7.59,64.41,28.00
Ac 6c 4d,49.266,46.44,17.5181,75.4449,53.56,42.9819,129.434,11.54,63.20,25.26
Ac 6c 5c,42.4845,47.21,17.9323,75.9653,52.79,42.5677,130.063,8.11,63.98,27.91
Ac 6c 5d,51.2549,46.61,17.5401,75.2676,53.39,42.9599,129.774,11.39,64.21,24.40
Ac 6d 6c,70.5645,45.73,17.9309,78.4143,54.27,42.5692,126.524,13.00,59.30,27.70
Ac 6d 2c,56.5889,45.72,17.4185,76.2001,54.28,43.0815,128.009,10.46,62.78,26.76
Ac 6d 3c,60.5586,46.25,17.5094,75.7135,53.75,42.9906,129.008,10.63,63.37,26.00
Ac 6d 4c,51.3643,46.39,17.499,75.4388,53.61,43.001,129.378,11.37,63.25,25.38
Ac 6d 5c,55.2622,46.53,17.5287,75.3388,53.47,42.9713,129.628,11.22,64.29,24.49
Ac 7c 2c,32.5491,46.84,18.1423,77.4716,53.16,42.3577,128.506,7.39,62.92,29.69
Ac 7c 2d,49.5552,45.37,17.0843,75.3174,54.63,43.4157,128.172,11.98,60.71,27.31
Ac 7c 3c,35.7765,47.29,18.0984,76.5417,52.71,42.4015,129.748,7.80,62.74,29.46
Ac 7c 3d,57.1009,46.04,17.204,74.7433,53.97,43.296,129.403,12.06,61.56,26.37
Ac 7c 4c,32.7309,47.36,18.0929,76.4028,52.64,42.4071,129.941,8.58,63.13,28.30
Ac 7c 4d,44.5463,46.31,17.3333,74.8584,53.69,43.1668,129.676,13.25,60.88,25.88
Ac 7c 5c,35.7303,47.22,18.0481,76.44,52.78,42.4519,129.733,9.10,62.71,28.19
Ac 7c 5d,43.7989,46.54,17.4421,74.9624,53.46,43.0579,129.896,13.57,61.05,25.38
Ac 7c 6c,37.4373,46.58,17.671,75.8789,53.42,42.8291,129.305,9.38,61.93,28.69
Ac 7c 6d,53.2179,46.02,17.0996,74.3128,53.98,43.4004,129.68,13.48,60.53,25.99
Ac 7d 7c,63.6251,45.25,17.7275,78.3568,54.75,42.7725,126.001,14.39,56.17,29.43
Ac 7d 2c,48.4258,45.41,17.121,75.4073,54.59,43.379,128.165,11.80,60.78,27.42
Ac 7d 3c,55.0142,46.11,17.2437,74.7926,53.89,43.2563,129.466,11.88,61.62,26.51
Ac 7d 4c,45.2695,46.29,17.3495,74.9557,53.71,43.1505,129.587,13.15,60.82,26.03
Ac 7d 5c,45.8024,46.46,17.4221,75.0007,53.54,43.0779,129.769,13.54,60.86,25.60
Ac 7d 6c,51.4671,46.06,17.0867,74.1925,53.94,43.4133,129.815,13.52,60.42,26.07
Ac 8c 2c,33.071,46.15,18.0113,78.052,53.85,42.4887,127.266,8.09,60.56,31.35
Ac 8c 2d,51.3567,44.51,16.7289,75.1637,55.49,43.7711,127.235,13.81,56.40,29.79
Ac 8c 3c,36.9221,46.41,17.9435,77.329,53.59,42.5565,128.078,7.89,60.62,31.49
Ac 8c 3d,59.7436,44.98,16.7883,74.647,55.02,43.7117,128.141,13.35,57.17,29.48
Ac 8c 4c,39.7583,46.27,17.6768,76.4026,53.73,42.8233,128.557,8.93,60.65,30.43
Ac 8c 4d,51.5165,45.36,16.8263,74.1952,54.64,43.6737,128.911,14.00,58.20,27.80
Ac 8c 5c,34.9473,46.19,17.77,76.9511,53.81,42.73,128.068,9.99,59.86,30.15
Ac 8c 5d,46.2622,45.22,16.8771,74.6406,54.78,43.6229,128.445,15.34,56.72,27.94
Ac 8c 6c,35.7455,45.75,17.5729,76.8214,54.25,42.9272,127.627,9.69,59.56,30.76
Ac 8c 6d,52.5757,44.86,16.6565,74.2552,55.14,43.8435,128.253,14.74,56.56,28.70
Ac 8c 7c,34.8341,45.18,17.2119,76.1905,54.82,43.2882,127.364,11.08,57.87,31.05
Ac 8c 7d,45.5643,44.45,16.2115,72.9482,55.55,44.2885,128.584,15.93,54.95,29.13
Ac 8d 8c,83.2099,44.10,17.125,77.6561,55.90,43.375,125.162,15.58,51.61,32.81
Ac 8d 2c,48.7928,44.50,16.6933,75.0195,55.50,43.8067,127.317,13.79,56.34,29.87
Ac 8d 3c,55.8779,45.02,16.7577,74.4507,54.98,43.7423,128.316,13.23,57.17,29.59
Ac 8d 4c,51.067,45.32,16.809,74.1812,54.68,43.691,128.873,14.04,57.95,28.01
Ac 8d 5c,47.3729,45.10,16.8004,74.4969,54.90,43.6996,128.393,15.33,56.50,28.17
Ac 8d 6c,49.8724,44.90,16.6496,74.1581,55.10,43.8504,128.367,14.71,56.65,28.64
Ac 8d 7c,44.3045,44.45,16.1945,72.859,55.55,44.3055,128.652,15.89,54.93,29.18
Ac 9c 2c,27.4008,46.30,17.8936,77.3012,53.70,42.6064,127.96,5.99,63.44,30.57
Ac 9c 2d,51.2799,44.66,16.7247,74.9056,55.34,43.7752,127.574,12.10,58.84,29.06
Ac 9c 3c,32.2641,46.54,17.909,76.9693,53.46,42.591,128.487,6.25,62.98,30.77
Ac 9c 3d,60.6251,45.06,16.7824,74.4942,54.94,43.7176,128.337,11.90,59.41,28.69
Ac 9c 4c,35.8898,46.44,17.7715,76.5301,53.56,42.7285,128.68,6.80,63.08,30.12
Ac 9c 4d,52.9345,45.27,16.8368,74.3857,54.73,43.6632,128.674,12.00,60.28,27.72
Ac 9c 5c,37.8305,45.97,17.5392,76.3123,54.03,42.9608,128.239,8.09,62.21,29.69
Ac 9c 5d,52.5491,45.17,16.7857,74.3158,54.83,43.7143,128.601,12.72,60.27,27.01
Ac 9c 6c,34.6855,45.80,17.5435,76.6127,54.20,42.9565,127.826,7.63,61.90,30.47
Ac 9c 6d,58.0888,44.47,16.4115,73.8026,55.53,44.0885,128.067,12.38,59.99,27.63
Ac 9c 7c,29.5769,45.23,17.2963,76.4849,54.77,43.2038,127.224,8.37,60.66,30.97
Ac 9c 7d,50.5494,44.01,16.0579,72.9664,55.99,44.4421,128.034,13.61,57.35,29.04
Ac 9c 8c,31.0091,43.83,16.6102,75.7916,56.17,43.8899,126.031,9.00,60.13,30.87
Ac 9c 8d,45.4933,43.12,15.4785,71.7913,56.88,45.0215,127.666,13.97,56.64,29.39
Ac 9d 9c,55.1243,44.71,17.2982,77.3862,55.29,43.2018,126.018,12.46,54.66,32.88
Ac 9d 2c,50.8035,44.61,16.6854,74.8041,55.39,43.8146,127.586,11.92,58.88,29.20
Ac 9d 3c,58.1504,45.03,16.6859,74.1141,54.97,43.8141,128.551,11.67,59.35,28.98
Ac 9d 4c,54.0447,45.21,16.7906,74.2708,54.79,43.7094,128.682,11.91,60.01,28.08
Ac 9d 5c,55.4552,44.99,16.6601,74.0657,55.01,43.8399,128.533,12.53,60.23,27.23
Ac 9d 6c,56.8361,44.47,16.3532,73.552,55.53,44.1469,128.22,12.33,59.87,27.80
Ac 9d 7c,50.925,44.00,16.0074,72.7571,56.00,44.4926,128.152,13.58,57.07,29.35
Ac 9d 8c,46.7678,43.12,15.4451,71.6408,56.88,45.0549,127.755,13.92,56.37,29.71
Ad Ac 2c,87.7827,45.78,18.138,79.2375,54.22,42.362,126.019,17.08,54.50,28.42
Ad Ac 3c,95.6157,46.42,18.1772,78.3097,53.58,42.3228,127.412,15.77,57.22,27.01
Ad Ac 4c,91.7033,46.62,18.2929,78.4727,53.38,42.2071,127.536,15.98,57.39,26.63
Ad Ac 5c,96.1807,46.45,18.218,78.4462,53.55,42.282,127.345,16.87,56.14,26.99
Ad Ac 6c,99.0959,46.02,18.0028,78.2433,53.98,42.4973,126.974,17.29,54.78,27.94
Ad Ac 7c,96.2084,45.58,17.8824,78.4676,54.42,42.6176,126.308,19.67,51.07,29.26
Ad Ac 8c,98.3906,44.27,17.2364,77.8761,55.73,43.2636,125.202,21.69,45.59,32.71
Ad Ac 9c,98.2193,44.30,17.2417,77.8386,55.70,43.2583,125.265,17.64,50.36,32.01
Ah Ad Ac,99.9999,45.20,15.2546,67.4954,54.80,45.2454,133.173,12.36,59.11,28.53
Ad Ac Jc,99.9698,44.49,17.0932,76.8372,55.51,43.4069,126.128,12.05,56.05,31.90
Ad Ac Kc,98.2981,44.70,17.184,76.8853,55.30,43.316,126.338,9.60,58.33,32.07
Ad Ac Qc,99.9938,45.14,17.2921,76.6198,54.86,43.2079,127.026,6.68,64.48,28.85
Ad Ac Tc,98.1373,43.84,16.9306,77.236,56.16,43.5694,125.133,15.58,50.78,33.64
Ac Jc 2c,31.7476,45.12,16.9947,75.3259,54.88,43.5053,127.868,4.13,66.60,29.27
Ac Jc 2d,62.5554,44.81,16.9598,75.6968,55.19,43.5403,127.244,10.51,61.85,27.63
Ac Jc 3c,36.3623,45.42,17.0207,74.9564,54.59,43.4793,128.474,4.54,66.02,29.44
Ac Jc 3d,71.7673,45.29,17.0135,75.1248,54.71,43.4865,128.211,10.68,61.77,27.55
Ac Jc 4c,39.7507,45.58,17.1638,75.308,54.42,43.3362,128.447,5.28,65.90,28.82
