Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\LJvBB\Th9d8c.cfr
Action Line,Root CHECK BET 11 RAISE 46
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 980 freq,CALL freq,FOLD freq
7d 5c 3c,9.44938,52.78,79.3204,147.325,47.22,21.1796,66.9514,0.00,64.62,35.38
7d 5c 4c,6.61441,54.30,79.6527,143.817,45.70,20.8473,68.0843,0.00,63.91,36.09
7d 6c 2c,12.9243,52.44,78.725,147.171,47.56,21.775,68.3395,0.00,64.94,35.06
7d 6c 3c,9.03228,53.13,78.8372,145.475,46.87,21.6628,68.9839,0.00,64.94,35.06
7d 6c 4c,5.48678,54.70,79.6697,142.801,45.30,20.8303,68.6261,0.00,63.92,36.08
7d 6c 5c,3.98027,55.85,79.0052,138.694,44.15,21.4948,72.6599,0.00,63.01,36.99
7h 7d 2c,13.2167,49.25,79.9505,159.14,50.75,20.5495,60.4403,0.00,67.06,32.94
7h 7d 3c,11.5972,49.00,79.3438,158.736,51.00,21.1562,61.92,0.00,66.54,33.46
7h 7d 4c,10.6281,49.15,79.0668,157.703,50.85,21.4332,62.9147,0.00,66.01,33.99
7h 7d 5c,13.1127,50.14,78.131,152.783,49.86,22.369,66.955,0.00,65.78,34.22
7h 7d 6c,13.1604,50.88,78.0986,150.496,49.12,22.4014,68.0631,0.00,65.58,34.42
7h 2d 2c,19.5356,52.18,77.3072,145.252,47.82,23.1928,72.387,0.00,69.86,30.14
7h 3d 3c,20.7838,50.92,77.7018,149.618,49.08,22.7982,69.3233,0.00,69.10,30.90
7h 3d 2c,15.3874,50.26,78.3524,152.823,49.74,22.1476,66.4641,0.00,70.69,29.31
7h 4d 4c,15.6302,50.42,77.6808,151.049,49.58,22.8192,68.6928,0.00,67.02,32.98
7h 4d 2c,11.5194,49.96,79.397,155.82,50.04,21.103,62.9375,0.00,68.88,31.12
7h 4d 3c,4.77866,50.11,79.0414,154.65,49.89,21.4585,64.1936,0.00,66.32,33.68
7h 5d 5c,11.5516,50.79,77.2541,149.131,49.21,23.2459,70.5006,0.00,65.04,34.96
7h 5d 2c,11.6688,50.33,78.2531,152.429,49.67,22.2469,66.8512,0.00,68.49,31.51
7h 5d 3c,7.31292,50.77,79.2746,153.097,49.23,21.2254,64.3442,0.00,67.20,32.80
7h 5d 4c,3.71076,52.27,79.5001,149.125,47.73,20.9999,65.6618,0.00,65.37,34.63
7h 6d 6c,11.3809,51.04,77.2981,148.479,48.96,23.2019,70.7296,0.00,65.40,34.60
7h 6d 2c,11.4531,50.75,77.885,150.463,49.25,22.615,68.5331,0.00,68.12,31.88
7h 6d 3c,6.87099,51.07,78.6118,150.909,48.93,21.8881,66.7674,0.00,67.75,32.25
7h 6d 4c,2.94214,52.81,79.5974,147.773,47.19,20.9026,66.1091,0.00,65.46,34.54
7h 6d 5c,0.76922,54.32,78.0094,140.805,45.68,22.4906,73.4792,0.00,63.52,36.48
8c 2d 2c,24.1376,53.93,77.5104,140.915,46.07,22.9897,74.4742,0.00,65.82,34.18
8c 3c 2c,11.2731,52.68,80.921,150.61,47.32,19.579,61.7485,0.00,55.01,44.99
8c 3c 2d,16.8777,52.48,78.1043,145.909,47.52,22.3957,70.3413,0.00,66.21,33.79
8c 3d 3c,23.0963,53.53,77.5448,142.033,46.47,22.9552,73.7214,0.00,65.17,34.83
8c 3d 2c,16.4031,52.44,78.1944,146.19,47.56,22.3056,69.9989,0.00,66.15,33.85
8c 4c 2c,10.9704,53.26,80.2654,147.761,46.74,20.2346,64.609,0.00,55.07,44.93
8c 4c 2d,12.5165,52.24,78.9896,148.229,47.76,21.5104,67.2273,0.00,65.98,34.02
8c 4c 3c,11.3002,53.70,80.3536,146.712,46.30,20.1464,64.9382,0.00,55.05,44.95
8c 4c 3d,12.2851,52.24,78.9734,148.2,47.76,21.5266,67.2772,0.00,65.65,34.35
8c 4d 4c,15.5628,52.52,77.7587,145.156,47.48,22.7413,71.4858,0.00,64.61,35.39
8c 4d 2c,12.5125,52.17,78.9734,148.41,47.83,21.5266,67.1736,0.00,66.03,33.97
8c 4d 3c,12.6213,52.21,78.924,148.189,47.79,21.576,67.3911,0.00,65.73,34.27
8c 5c 2c,10.1729,53.38,80.0825,147.074,46.62,20.4175,65.3704,0.00,55.33,44.67
8c 5c 2d,12.6337,52.11,78.477,147.657,47.89,22.0231,68.6311,0.00,65.31,34.69
8c 5c 3c,9.2629,54.07,80.1636,145.352,45.93,20.3364,66.0849,0.00,55.25,44.75
8c 5c 3d,12.1962,52.13,78.5529,147.742,47.87,21.9471,68.4234,0.00,65.02,34.98
8c 5c 4c,6.79606,53.69,80.9367,147.791,46.31,19.5633,63.0517,0.00,57.15,42.85
8c 5c 4d,7.6536,53.36,79.2819,145.677,46.64,21.2181,67.8945,0.00,63.86,36.14
8c 5d 5c,11.2702,52.63,77.3007,143.992,47.37,23.1993,73.0984,0.00,63.06,36.94
8c 5d 2c,12.8344,52.08,78.4323,147.66,47.92,22.0677,68.7261,0.00,65.39,34.61
8c 5d 3c,12.6126,52.08,78.4996,147.773,47.92,22.0004,68.5235,0.00,65.18,34.82
