Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK BET 230
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,CALL freq,FOLD freq
9c 5c 4d,14.1051,45.33,88.2742,84.673,54.67,370.226,147.21,49.32,50.68
9c 5d 5c,11.0915,47.05,97.3829,89.9849,52.95,361.117,148.267,51.77,48.23
9c 5d 2c,11.6474,45.73,92.261,87.725,54.27,366.239,146.695,48.49,51.51
9c 5d 3c,15.0225,45.21,88.508,85.1205,54.79,369.992,146.798,49.13,50.87
9c 5d 4c,14.2199,45.33,89.1174,85.4798,54.67,369.383,146.878,49.33,50.67
9c 6c 2c,5.08381,43.03,113.574,114.753,56.97,344.926,131.623,53.97,46.03
9c 6c 2d,11.6411,46.03,92.785,87.6496,53.97,365.715,147.298,46.70,53.30
9c 6c 3c,6.58149,43.56,115.754,115.527,56.44,342.746,132.026,54.00,46.00
9c 6c 3d,14.0772,45.58,88.8373,84.7379,54.42,369.663,147.674,47.42,52.58
9c 6c 4c,6.48401,43.99,114.52,113.193,56.01,343.98,133.503,53.74,46.26
9c 6c 4d,13.0177,45.77,89.9281,85.4193,54.23,368.572,147.758,47.03,52.97
9c 6c 5c,10.612,43.28,107.105,107.605,56.72,351.395,134.671,55.70,44.30
9c 6c 5d,18.4358,45.57,92.5591,88.3142,54.43,365.941,146.151,49.52,50.48
9c 6d 6c,10.8319,48.20,103.637,93.4757,51.80,354.863,148.94,54.16,45.84
9c 6d 2c,11.8323,46.16,94.7324,89.2232,53.84,363.768,146.887,46.95,53.05
9c 6d 3c,14.641,45.84,91.7205,86.9874,54.16,366.78,147.231,47.83,52.17
9c 6d 4c,13.1573,45.84,90.3794,85.7152,54.16,368.121,147.77,47.22,52.78
9c 6d 5c,18.1773,45.50,92.1768,88.074,54.50,366.323,146.13,49.52,50.48
9c 7c 2c,6.76327,44.38,117.529,115.149,55.62,340.971,133.263,54.40,45.60
9c 7c 2d,10.1041,46.50,96.2271,89.9794,53.50,362.273,147.198,49.10,50.90
9c 7c 3c,8.91918,44.70,118.845,115.605,55.30,339.655,133.515,54.29,45.71
9c 7c 3d,12.7424,46.31,93.0521,87.3609,53.69,365.448,147.972,48.86,51.14
9c 7c 4c,8.14057,44.35,115.797,113.524,55.65,342.703,133.871,53.87,46.13
9c 7c 4d,12.8322,46.54,93.8902,87.7076,53.46,364.61,148.275,48.13,51.87
9c 7c 5c,11.6399,45.21,114.981,110.566,54.79,343.519,136.31,56.36,43.64
9c 7c 5d,16.9911,45.48,85.6095,81.846,54.52,372.89,148.679,48.16,51.84
9c 7c 6c,14.0273,42.62,100.124,102.13,57.38,358.376,135.785,57.27,42.73
9c 7c 6d,17.894,45.38,94.3484,90.4037,54.62,364.152,144.923,51.19,48.81
9c 7d 7c,9.18938,48.10,100.885,91.1977,51.90,357.615,149.783,56.14,43.86
9c 7d 2c,10.3241,46.66,97.7821,91.1069,53.34,360.718,147.024,48.97,51.03
9c 7d 3c,12.9585,46.48,94.7281,88.6175,53.52,363.772,147.749,48.98,51.02
9c 7d 4c,13.1207,46.54,94.0012,87.8249,53.46,364.499,148.21,48.33,51.67
9c 7d 5c,16.9007,45.51,85.703,81.8797,54.49,372.797,148.725,48.42,51.58
9c 7d 6c,17.5708,45.34,94.3038,90.4235,54.66,364.196,144.857,51.07,48.93
9c 8c 2c,8.53151,43.38,111.899,112.144,56.62,346.601,133.086,56.31,43.69
9c 8c 2d,12.3357,47.03,102.358,94.6334,52.97,356.142,146.155,50.70,49.30
9c 8c 3c,10.427,44.04,114.452,112.992,55.96,344.048,133.655,56.70,43.30
9c 8c 3d,14.1666,46.75,100.785,93.7322,53.25,357.715,146.035,51.10,48.90
9c 8c 4c,9.60961,43.66,111.754,111.299,56.34,346.746,133.784,56.21,43.79
9c 8c 4d,13.6753,46.97,101.76,94.1916,53.03,356.74,146.247,49.74,50.26
9c 8c 5c,15.3773,43.34,100.855,101.172,56.66,357.645,137.225,57.59,42.41
9c 8c 5d,20.0163,45.92,94.2008,89.1898,54.08,364.299,146.444,50.18,49.82
9c 8c 6c,13.796,44.41,107.08,104.823,55.59,351.42,137.439,59.64,40.36
9c 8c 6d,19.665,45.44,90.7887,86.8698,54.56,367.711,146.512,54.22,45.78
9c 8c 7c,18.8155,43.40,96.7272,96.9038,56.60,361.773,138.949,57.93,42.07
9c 8c 7d,25.5832,47.45,103.391,94.737,52.55,355.109,146.903,62.37,37.63
9c 8d 8c,10.249,48.22,101.751,91.744,51.78,356.748,149.779,59.04,40.96
9c 8d 2c,11.7118,47.05,102.869,95.0693,52.95,355.631,145.995,50.67,49.33
9c 8d 3c,13.8891,47.05,102.418,94.6528,52.95,356.082,146.179,51.23,48.77
9c 8d 4c,12.9917,47.16,101.734,93.7852,52.84,356.766,146.788,49.85,50.15
9c 8d 5c,19.3197,45.77,93.5281,88.8429,54.23,364.972,146.309,50.19,49.81
9c 8d 6c,19.1531,45.47,91.2049,87.2185,54.53,367.295,146.415,54.27,45.73
9c 8d 7c,25.0753,47.44,103.005,94.4127,52.56,355.495,147.022,62.31,37.69
9d 9c 2c,10.8239,47.15,98.6351,90.9498,52.85,359.865,148.032,55.67,44.33
9d 9c 3c,11.8464,46.97,99.8821,92.4508,53.03,358.618,147.02,55.63,44.37
9d 9c 4c,10.2765,47.13,98.0935,90.4859,52.87,360.407,148.202,54.88,45.12
9d 9c 5c,11.4352,47.23,99.936,91.9974,52.77,358.564,147.714,52.81,47.19
9d 9c 6c,11.1818,48.15,104.775,94.6031,51.85,353.725,148.315,54.22,45.78
9d 9c 7c,9.75434,48.59,105.767,94.6439,51.41,352.733,149.15,56.45,43.55
9d 9c 8c,10.2568,48.45,104.283,93.5816,51.55,354.217,149.377,60.42,39.58
9h 9d 9c,7.63703,48.35,90.7304,81.5841,51.65,367.77,154.799,62.01,37.99
9d 3c 2c,13.0264,46.10,96.4753,90.9843,53.90,362.025,146.019,51.90,48.10
9d 4c 2c,11.8781,45.98,95.6658,90.4657,54.02,362.834,146.007,50.37,49.63
9d 4c 3c,14.4398,45.55,91.4792,87.3217,54.45,367.021,146.528,50.19,49.81
9d 5c 2c,11.6864,45.47,90.747,86.7687,54.53,367.753,146.615,47.96,52.04
9d 5c 3c,15.1916,45.25,89.8841,86.3653,54.75,368.616,146.362,49.16,50.84
9d 5c 4c,15.2362,45.30,92.5035,88.7764,54.70,365.996,145.465,49.10,50.90
9d 6c 2c,11.7381,46.04,95.0451,89.7626,53.96,363.455,146.418,46.55,53.45
9d 6c 3c,14.9104,45.82,93.9109,89.113,54.18,364.589,146.285,47.66,52.34
9d 6c 4c,13.1007,45.78,92.3077,87.6581,54.22,366.192,146.834,46.73,53.27
9d 6c 5c,19.2607,45.59,94.9647,90.5595,54.41,363.535,145.256,50.00,50.00
9d 7c 2c,10.1385,46.54,98.5973,92.1096,53.46,359.903,146.353,48.68,51.32
9d 7c 3c,13.128,46.39,96.4407,90.3844,53.61,362.059,146.821,48.65,51.35
9d 7c 4c,12.9395,46.57,96.7014,90.2731,53.43,361.799,147.217,47.66,52.34
9d 7c 5c,17.3211,45.43,87.5216,83.7646,54.57,370.978,147.783,48.20,51.80
9d 7c 6c,19.3993,46.15,99.7861,94.0143,53.85,358.714,144.806,52.12,47.88
9d 8c 2c,11.7872,46.93,103.178,95.5889,53.07,355.322,145.551,49.95,50.05
9d 8c 3c,14.0874,46.94,103.757,96.1153,53.07,354.743,145.327,51.08,48.92
9d 8c 4c,13.1834,47.06,103.058,95.2042,52.93,355.442,145.972,49.29,50.71
9d 8c 5c,19.7232,45.88,94.8433,89.8687,54.11,363.657,146.089,50.14,49.86
9d 8c 6c,18.8778,45.61,92.4962,88.1799,54.39,366.004,146.278,53.88,46.12
9d 8c 7c,26.2891,47.86,106.138,96.4208,52.14,352.362,146.913,62.58,37.42
9h 9d 2c,10.4252,48.87,97.5519,86.7861,51.13,360.948,153.471,58.37,41.63
9h 9d 3c,10.5159,49.08,97.8627,86.6883,50.92,360.637,153.974,58.18,41.82
9h 9d 4c,10.0019,48.83,95.8614,85.3625,51.17,362.639,154.051,57.14,42.86
9h 9d 5c,10.403,48.72,94.2882,84.1489,51.28,364.212,154.391,55.26,44.74
9h 9d 6c,9.60775,49.32,100.567,88.6542,50.68,357.933,153.537,56.30,43.70
9h 9d 7c,7.22028,48.35,98.2078,88.3121,51.65,360.292,151.645,58.18,41.82
9h 9d 8c,3.28406,39.66,46.226,50.6803,60.34,412.274,148.525,31.63,68.37
9h 2d 2c,10.9523,49.09,106.354,94.199,50.91,352.146,150.366,57.41,42.59
9h 3d 3c,9.85765,49.08,105.808,93.7275,50.92,352.692,150.58,57.75,42.25
9h 3d 2c,12.7258,47.31,91.7479,84.3122,52.69,366.752,151.324,54.62,45.38
9h 4d 4c,10.4584,49.71,109.745,95.9816,50.29,348.755,150.767,56.67,43.33
9h 4d 2c,11.9372,47.25,90.5425,83.3139,52.75,367.957,151.643,53.33,46.67
9h 4d 3c,13.3574,46.56,86.9154,81.1639,53.44,371.585,151.156,52.35,47.65
9h 5d 5c,12.1768,49.52,105.965,93.0383,50.48,352.535,151.816,54.99,45.01
9h 5d 2c,11.6646,46.16,81.9627,77.2049,53.84,376.537,152.029,48.28,51.72
9h 5d 3c,15.4506,46.55,84.8447,79.2509,53.45,373.655,151.965,50.86,49.14
9h 5d 4c,14.3555,46.59,85.4494,79.7408,53.41,373.051,151.843,50.50,49.50
9h 6d 6c,10.8954,50.07,110.471,95.9198,49.93,348.029,151.542,57.15,42.85
9h 6d 2c,10.4453,46.66,85.8643,80.0047,53.34,372.636,151.878,46.40,53.60
9h 6d 3c,13.4542,46.50,83.9102,78.4541,53.50,374.59,152.216,48.39,51.61
9h 6d 4c,12.0108,46.44,83.2779,77.9724,53.56,375.222,152.287,45.94,54.06
9h 6d 5c,18.7543,46.56,93.1089,86.944,53.44,365.391,148.643,49.84,50.16
9h 7d 7c,7.79752,49.58,106.808,93.6592,50.42,351.692,151.643,59.45,40.55
9h 7d 2c,10.2551,48.74,102.235,91.1981,51.26,356.265,151.091,52.55,47.45
9h 7d 3c,13.3417,47.68,90.9301,82.9249,52.32,367.57,152.713,50.32,49.68
9h 7d 4c,13.2283,47.73,89.2505,81.3087,52.28,369.249,153.556,48.99,51.01
9h 7d 5c,17.7955,47.69,90.6482,82.6349,52.31,367.852,152.886,51.27,48.73
9h 7d 6c,19.3,45.62,95.0473,90.5925,54.38,363.453,145.285,51.42,48.58
9h 8d 8c,3.81352,43.11,66.0459,66.6054,56.89,392.454,149.976,42.35,57.65
9h 8d 2c,10.3445,47.15,96.2076,88.7243,52.85,362.292,149.011,50.70,49.30
9h 8d 3c,12.1742,47.21,95.4102,87.8742,52.79,363.09,149.513,52.79,47.21
9h 8d 4c,11.9949,47.02,90.1183,83.3237,52.98,368.382,151.168,50.56,49.44
9h 8d 5c,20.0498,46.68,93.4977,87.0759,53.32,365.002,148.828,49.97,50.03
9h 8d 6c,19.984,46.16,93.4055,87.9857,53.84,365.095,147.406,56.54,43.46
9h 8d 7c,25.1951,46.41,95.4851,89.4529,53.59,363.015,147.26,59.63,40.37
Ac 2d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2c,8.9754,38.25,91.0671,103.503,61.75,367.433,129.363,50.36,49.64
Ac 3c 2d,0.00693,33.78,36.6809,47.2168,66.22,421.819,138.471,47.23,52.77
Ac 3d 3c,0.00048,55.70,108.045,84.3332,44.30,350.455,171.988,49.75,50.25
Ac 3d 2c,0.00529,36.03,47.7295,57.6016,63.97,410.77,139.587,47.18,52.82
Ac 4c 2c,7.40803,38.53,90.5097,102.142,61.47,367.99,130.133,51.79,48.21
Ac 4c 2d,0.00143,38.47,58.0162,65.5699,61.53,400.483,141.491,48.55,51.45
Ac 4c 3c,8.8893,39.01,93.1441,103.804,60.99,365.356,130.234,51.87,48.13
Ac 4c 3d,0.01005,34.71,41.94,52.5288,65.29,416.56,138.706,47.92,52.08
Ac 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 2c,0.00067,58.18,131.179,98.0272,41.82,327.324,170.159,51.86,48.14
Ac 4d 3c,0.01864,35.68,43.7907,53.3562,64.32,414.71,140.173,48.19,51.81
Ac 5c 2c,6.59942,38.55,92.6973,104.546,61.45,365.803,129.41,49.79,50.21
Ac 5c 2d,0.00147,22.96,-7.20428,-13.6442,77.04,465.707,131.408,45.89,54.11
Ac 5c 3c,7.52601,38.86,94.8093,106.077,61.14,363.691,129.315,50.02,49.98
Ac 5c 3d,0.00163,34.58,32.4557,40.8113,65.42,426.037,141.565,46.83,53.17
Ac 5c 4c,8.50835,39.00,94.3965,105.238,61.00,364.103,129.756,50.21,49.79
Ac 5c 4d,0.00786,39.95,59.4045,64.6532,60.05,399.095,144.474,47.18,52.82
Ac 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 3c,0.00412,40.61,59.0117,63.1726,59.39,399.481,146.238,48.39,51.61
Ac 5d 4c,0.01477,43.25,68.4677,68.8337,56.75,390.033,149.402,47.37,52.63
Ac 6c 2c,6.45858,38.00,88.6065,101.394,62.00,369.894,129.686,49.69,50.31
Ac 6c 2d,0.00133,18.51,-16.5224,-38.8196,81.49,475.022,126.714,47.19,52.81
Ac 6c 3c,6.93876,38.67,94.0931,105.803,61.33,364.407,129.159,50.75,49.25
Ac 6c 3d,0.00085,20.09,1.47943,3.20118,79.91,457.023,124.337,45.99,54.01
Ac 6c 4c,6.27448,38.55,93.8501,105.835,61.45,364.65,129.012,51.82,48.18
Ac 6c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 5c,7.18056,39.63,98.4447,108.003,60.37,360.055,129.656,52.33,47.67
Ac 6c 5d,0.30346,36.86,65.5275,77.2929,63.14,392.972,135.3,47.90,52.10
Ac 6d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 2c,0.00478,33.55,41.9803,54.4113,66.45,416.519,136.254,48.70,51.30
Ac 6d 3c,0.01379,35.34,47.7564,58.7585,64.66,410.744,138.089,48.18,51.82
Ac 6d 4c,0.00148,26.81,13.462,21.8294,73.19,445.036,132.19,48.13,51.87
Ac 6d 5c,0.46974,36.70,65.5855,77.7053,63.30,392.914,134.933,47.72,52.28
Ac 7c 2c,5.73226,38.46,91.3096,103.23,61.54,367.19,129.706,49.69,50.31
Ac 7c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3c,6.38898,39.26,97.0743,107.514,60.74,361.426,129.348,51.16,48.84
Ac 7c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4c,5.53047,39.35,96.5693,106.704,60.65,361.931,129.726,51.67,48.33
Ac 7c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 5c,4.99664,39.75,99.504,108.837,60.25,358.996,129.531,51.88,48.12
Ac 7c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 6c,8.16176,42.02,105.773,109.448,57.98,352.727,132.248,52.81,47.19
Ac 7c 6d,1.83184,37.29,67.362,78.5314,62.71,391.138,135.602,48.77,51.23
Ac 7d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 3c,0.00502,36.38,64.0344,76.5291,63.62,394.466,134.788,47.80,52.20
Ac 7d 4c,0.00462,37.24,52.9741,61.8456,62.76,405.527,140.472,49.01,50.99
Ac 7d 5c,0.00093,23.61,21.6342,39.8472,76.39,436.864,124.316,46.49,53.51
Ac 7d 6c,1.77361,37.36,67.5294,78.5929,62.64,390.971,135.681,48.85,51.15
Ac 8c 2c,6.25177,38.73,90.5172,101.615,61.27,367.983,130.564,50.34,49.66
Ac 8c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3c,6.74394,39.39,95.3553,105.258,60.61,363.145,130.246,50.94,49.06
Ac 8c 3d,0.00016,20.90,5.60992,11.6724,79.10,452.893,124.466,46.70,53.30
Ac 8c 4c,6.26691,39.52,95.2391,104.776,60.48,363.261,130.573,51.53,48.47
Ac 8c 4d,0.00014,66.95,179.165,116.344,33.05,279.336,183.762,52.52,47.48
Ac 8c 5c,6.23645,40.17,98.2264,106.312,59.83,360.274,130.909,52.10,47.90
Ac 8c 5d,0.15976,36.68,64.4802,76.4345,63.32,394.02,135.271,48.63,51.37
Ac 8c 6c,6.2448,41.26,100.385,105.78,58.74,358.115,132.536,52.45,47.55
Ac 8c 6d,0.6927,38.05,68.2636,78.01,61.95,390.236,136.931,49.82,50.18
Ac 8c 7c,9.01087,42.38,102.186,104.829,57.62,356.314,134.437,53.59,46.41
Ac 8c 7d,2.42503,38.06,67.0174,76.5511,61.94,391.483,137.406,49.20,50.80
Ac 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 4c,0.00004,23.94,17.8044,32.34,76.06,440.7,125.955,47.16,52.84
Ac 8d 5c,0.171,37.46,70.4444,81.7701,62.54,388.056,134.881,48.29,51.71
Ac 8d 6c,0.44286,38.16,68.1797,77.6914,61.85,390.32,137.201,49.55,50.45
Ac 8d 7c,2.19425,38.17,66.9036,76.2147,61.83,391.596,137.676,49.05,50.95
Ac 9c 2c,8.4659,39.19,86.8162,96.3126,60.81,371.684,132.877,51.83,48.17
Ac 9c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3c,9.46104,39.95,91.3559,99.4261,60.05,367.144,132.911,52.17,47.83
Ac 9c 3d,0.08735,37.67,58.4637,67.4754,62.33,400.036,139.526,48.30,51.70
Ac 9c 4c,8.08606,39.76,90.4099,98.8729,60.24,368.09,132.827,52.31,47.69
Ac 9c 4d,0.02975,37.63,66.8213,77.2045,62.37,391.678,136.522,48.82,51.18
Ac 9c 5c,8.01266,40.19,92.4551,100.007,59.81,366.045,133.056,53.15,46.85
Ac 9c 5d,0.82417,38.04,68.6584,78.4757,61.96,389.842,136.777,48.17,51.83
Ac 9c 6c,8.06251,40.92,94.429,100.33,59.08,364.071,133.967,53.41,46.59
Ac 9c 6d,2.0789,38.30,68.0983,77.3089,61.70,390.402,137.548,49.28,50.72
Ac 9c 7c,7.92557,41.74,96.7278,100.758,58.26,361.772,134.99,54.00,46.00
Ac 9c 7d,2.31786,38.30,68.2314,77.4635,61.70,390.269,137.497,49.25,50.75
Ac 9c 8c,11.9235,42.15,93.7164,96.6776,57.85,364.784,137.072,54.87,45.13
Ac 9c 8d,4.36147,38.91,70.3588,78.6095,61.08,388.141,138.134,49.95,50.05
Ac 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 3c,0.01586,36.52,59.3509,70.6545,63.48,399.149,136.696,47.65,52.35
Ac 9d 4c,0.00142,29.77,36.1999,52.8646,70.23,422.299,130.724,47.31,52.69
Ac 9d 5c,0.38013,38.50,70.5569,79.6882,61.50,387.943,137.123,47.61,52.39
Ac 9d 6c,1.39775,38.80,71.2158,79.7947,61.20,387.284,137.578,49.11,50.89
Ac 9d 7c,1.63463,38.73,70.0776,78.6722,61.27,388.422,137.813,48.92,51.08
Ac 9d 8c,3.91464,39.31,72.6854,80.3858,60.69,385.815,138.207,49.71,50.29
Ad Ac 2c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 3c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 4c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 5c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 6c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 7c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 8c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 9c,0,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Ac,1.73992,46.80,112.09,104.143,53.20,346.41,141.544,62.97,37.03
Ad Ac Jc,0.85648,46.76,95.8753,89.148,53.24,362.625,148.066,56.50,43.50
Ad Ac Kc,0.01602,51.71,130.186,109.466,48.29,328.317,147.796,50.90,49.10
Ad Ac Qc,0.00024,63.35,176.982,121.46,36.65,281.518,166.998,53.58,46.42
Ad Ac Tc,0.00043,64.59,190.12,127.974,35.41,268.382,164.77,57.86,42.14
Ac Jc 2c,7.51339,40.77,92.6054,98.7465,59.23,365.895,134.303,51.99,48.01
Ac Jc 2d,1.66479,42.89,74.1789,75.1912,57.11,384.321,146.301,52.80,47.20
Ac Jc 3c,8.18256,42.13,99.9726,103.169,57.87,358.527,134.685,53.40,46.60
Ac Jc 3d,1.98951,42.26,72.3296,74.4139,57.74,386.17,145.393,51.80,48.20
Ac Jc 4c,6.82039,41.41,97.1111,101.97,58.59,361.389,134.083,52.65,47.35
Ac Jc 4d,1.65425,42.50,73.6386,75.3388,57.50,384.861,145.497,52.26,47.74
Ac Jc 5c,6.72027,42.07,102.019,105.436,57.93,356.481,133.774,52.88,47.12
Ac Jc 5d,2.13575,42.64,77.1428,78.6545,57.36,381.357,144.538,51.40,48.60
Ac Jc 6c,6.46751,41.77,101.266,105.397,58.23,357.234,133.378,52.57,47.43
Ac Jc 6d,2.08118,42.66,78.4687,79.9667,57.34,380.031,144.09,51.58,48.42
Ac Jc 7c,6.87873,42.69,100.942,102.796,57.31,357.558,135.64,52.25,47.75
Ac Jc 7d,2.07537,42.36,79.8918,81.993,57.64,378.608,142.804,52.61,47.39
Ac Jc 8c,7.17218,42.60,97.826,99.8403,57.40,360.674,136.602,52.66,47.34
Ac Jc 8d,3.06806,43.11,83.7146,84.4236,56.89,374.785,143.223,52.72,47.28
Ac Jc 9c,8.29543,44.24,102.602,100.833,55.76,355.898,138.756,54.68,45.32
Ac Jc 9d,3.34905,42.65,83.1613,84.7837,57.35,375.339,142.267,51.14,48.86
Ac Jd Jc,1.9991,43.96,84.3232,83.3991,56.04,374.177,145.152,48.89,51.11
Ac Jc Tc,4.52698,43.68,93.8327,93.4081,56.32,364.667,140.749,57.39,42.61
Ac Jc Td,1.33647,45.10,113.284,109.201,54.90,345.216,136.707,49.71,50.29
Ac Jd 2c,1.12316,43.37,77.8971,78.0876,56.63,380.603,146.112,51.76,48.24
Ac Jd 3c,1.37847,43.03,76.857,77.6524,56.97,381.643,145.637,51.03,48.97
Ac Jd 4c,1.21933,43.10,77.9763,78.6637,56.90,380.524,145.378,51.19,48.81
Ac Jd 5c,1.5284,43.60,81.2254,81.0073,56.40,377.275,145.407,50.34,49.66
Ac Jd 6c,1.29425,42.88,79.9126,81.0306,57.12,378.587,144.082,50.28,49.72
Ac Jd 7c,1.57035,43.18,84.1628,84.7465,56.82,374.337,143.217,51.50,48.50
Ac Jd 8c,2.65598,43.87,85.2135,84.4517,56.13,373.286,144.575,51.48,48.52
Ac Jd 9c,3.37922,42.85,83.2073,84.4306,57.15,375.293,142.752,50.49,49.51
Ac Jd Tc,1.22357,47.07,116.107,107.244,52.93,342.393,140.63,48.94,51.06
Ac Kc 2c,8.3325,38.81,77.5217,86.8439,61.19,380.978,135.354,48.57,51.43
Ac Kc 2d,2.76625,43.48,72.4267,72.4289,56.52,386.073,148.487,50.80,49.20
Ac Kc 3c,9.03473,38.60,80.3732,90.5246,61.40,378.127,133.883,48.73,51.27
Ac Kc 3d,2.88762,43.24,71.8724,72.2688,56.76,386.628,148.078,50.07,49.93
Ac Kc 4c,8.25941,39.00,80.0869,89.2872,61.00,378.413,134.856,49.08,50.92
Ac Kc 4d,2.84101,43.46,71.6676,71.6978,56.54,386.832,148.734,50.66,49.34
Ac Kc 5c,7.96067,38.88,81.1835,90.7945,61.12,377.317,134.196,49.31,50.69
Ac Kc 5d,3.09696,43.47,72.1517,72.1691,56.53,386.348,148.569,49.86,50.14
Ac Kc 6c,7.53324,39.71,81.9215,89.6914,60.29,376.579,135.79,49.80,50.20
Ac Kc 6d,3.12668,43.15,72.2494,72.8056,56.85,386.251,147.689,50.41,49.59
Ac Kc 7c,6.98302,40.66,83.9452,89.7676,59.34,374.555,137.214,49.75,50.25
Ac Kc 7d,3.24295,43.46,74.3905,74.425,56.54,384.109,147.683,50.17,49.83
Ac Kc 8c,7.31003,40.89,84.3749,89.7097,59.11,374.125,137.601,50.82,49.18
Ac Kc 8d,3.36034,43.43,73.9427,74.025,56.57,384.557,147.781,50.10,49.90
Ac Kc 9c,8.29802,41.71,86.5991,90.2767,58.29,371.901,138.693,51.81,48.19
Ac Kc 9d,3.65377,43.67,74.2472,73.9275,56.33,384.253,148.282,49.36,50.64
Ac Kc Jc,5.14547,39.80,84.9562,92.8045,60.20,373.544,134.895,51.88,48.12
Ac Kc Jd,3.46787,40.54,68.8105,73.8019,59.46,389.69,142.469,46.88,53.12
Ac Kd Kc,3.51023,41.74,82.0722,85.4821,58.26,376.428,140.469,48.15,51.85
Ac Kc Qc,5.69608,41.29,89.2189,93.9468,58.71,369.281,136.738,53.62,46.38
Ac Kc Qd,2.3265,40.02,74.695,81.159,59.98,383.805,139.096,47.53,52.47
Ac Kc Tc,7.13297,41.05,83.3887,88.3228,58.95,375.111,138.33,50.43,49.57
Ac Kc Td,4.63701,41.05,66.9046,70.863,58.95,391.595,144.408,48.34,51.66
Ac Kd 2c,2.67734,43.42,72.3839,72.4741,56.58,386.116,148.365,49.81,50.19
Ac Kd 3c,2.7073,43.02,72.3759,73.1511,56.98,386.124,147.308,49.04,50.96
Ac Kd 4c,2.50097,43.23,72.0536,72.4665,56.77,386.446,147.985,49.44,50.56
Ac Kd 5c,2.8793,43.11,72.4778,73.1025,56.89,386.022,147.501,48.47,51.53
Ac Kd 6c,2.79608,42.85,72.913,73.9878,57.15,385.587,146.664,49.24,50.76
Ac Kd 7c,2.98601,43.41,75.1556,75.2782,56.59,383.344,147.256,49.18,50.82
Ac Kd 8c,3.18517,43.57,74.7321,74.5717,56.43,383.768,147.848,49.01,50.99
Ac Kd 9c,3.30913,43.73,74.4835,74.0551,56.27,384.017,148.359,48.72,51.28
Ac Kd Jc,3.50731,40.33,70.2403,75.7321,59.67,388.26,141.442,46.55,53.45
Ac Kd Qc,2.26665,40.01,75.2306,81.7489,59.99,383.269,138.892,47.16,52.84
Ac Kd Tc,4.97478,41.51,69.3667,72.6519,58.49,389.133,144.636,48.34,51.66
Ac Qc 2c,5.4577,41.51,98.0154,102.669,58.49,360.485,133.977,53.07,46.93
Ac Qc 2d,1.68856,42.66,73.3076,74.7166,57.34,385.192,146.032,51.74,48.26
Ac Qc 3c,6.12184,42.25,102.671,105.665,57.75,355.829,133.938,54.01,45.99
Ac Qc 3d,1.8098,42.33,73.3095,75.2917,57.67,385.19,145.209,50.83,49.17
Ac Qc 4c,4.94097,41.94,101.52,105.238,58.06,356.98,133.667,53.37,46.63
Ac Qc 4d,1.66017,42.72,75.3111,76.652,57.28,383.189,145.422,51.41,48.59
Ac Qc 5c,4.50994,42.00,104.7,108.381,58.00,353.8,132.614,53.45,46.55
Ac Qc 5d,1.56618,42.65,77.1521,78.6546,57.35,381.348,144.548,50.55,49.45
Ac Qc 6c,4.27023,41.41,104.499,109.725,58.59,354.001,131.342,52.89,47.11
Ac Qc 6d,1.62309,42.44,78.1175,80.0356,57.56,380.383,143.653,51.25,48.75
Ac Qc 7c,3.73073,42.47,108.036,110.601,57.53,350.464,132.432,52.67,47.33
