Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\BTNvBB\3c2c2d.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 12 freq,CHECK freq
9c 6d 2c,100,48.53,21.0045,86.5604,51.47,27.4956,106.844,53.82,46.18
9c 6d 3c,100,48.56,20.9108,86.1181,51.44,27.5892,107.274,53.57,46.43
9c 6d 4c,100,49.20,21.5183,87.4792,50.80,26.9817,106.22,48.78,51.22
9c 6d 5c,100,49.75,22.0384,88.6025,50.25,26.4617,105.313,43.79,56.21
9c 7c 2c,100,48.17,21.2411,88.1932,51.83,27.2589,105.185,49.89,50.11
9c 7c 2d,100,48.11,20.7086,86.0875,51.89,27.7914,107.118,55.41,44.59
9c 7c 3c,100,48.32,21.0624,87.1829,51.68,27.4376,106.178,52.70,47.30
9c 7c 3d,100,48.48,20.7057,85.4221,51.52,27.7943,107.894,55.78,44.22
9c 7c 4c,100,48.71,21.379,87.7795,51.29,27.121,105.757,50.72,49.28
9c 7c 4d,100,48.97,21.3684,87.2771,51.03,27.1317,106.329,49.55,50.45
9c 7c 5c,100,49.12,21.8482,88.9549,50.88,26.6519,104.767,44.87,55.13
9c 7c 5d,100,49.51,22.0094,88.9021,50.49,26.4907,104.942,42.64,57.36
9c 7c 6c,100,48.59,21.6011,88.9111,51.41,26.8989,104.645,45.54,54.46
9c 7c 6d,100,48.82,21.2326,86.9841,51.18,27.2674,106.554,52.27,47.73
9c 7d 7c,100,47.15,20.2486,85.8975,52.85,28.2514,106.903,60.70,39.30
9c 7d 2c,100,48.08,20.6202,85.7826,51.92,27.8798,107.386,56.75,43.25
9c 7d 3c,100,48.40,20.5542,84.9409,51.60,27.9459,108.309,57.91,42.09
9c 7d 4c,100,48.81,21.0859,86.3986,51.19,27.4141,107.109,53.18,46.82
9c 7d 5c,100,49.43,21.8989,88.6094,50.57,26.6012,105.201,44.17,55.83
9c 7d 6c,100,48.77,21.1547,86.7555,51.23,27.3453,106.752,53.12,46.88
9c 8c 2c,100,47.64,20.9319,87.8663,52.36,27.5682,105.312,48.24,51.76
9c 8c 2d,100,47.43,20.3286,85.7266,52.57,28.1714,107.17,58.76,41.24
9c 8c 3c,100,47.65,20.7133,86.9303,52.35,27.7867,106.168,51.05,48.95
9c 8c 3d,100,47.62,20.246,85.0343,52.38,28.2541,107.878,58.92,41.08
9c 8c 4c,100,47.95,20.5825,85.8576,52.05,27.9176,107.263,57.85,42.15
9c 8c 4d,100,48.32,20.7082,85.7167,51.68,27.7918,107.549,56.45,43.55
9c 8c 5c,100,48.39,21.4664,88.7223,51.61,27.0336,104.761,46.30,53.70
9c 8c 5d,100,48.36,21.1663,87.54,51.64,27.3337,105.859,49.75,50.25
9c 8c 6c,100,48.43,21.5942,89.1764,51.57,26.9058,104.348,42.65,57.35
9c 8c 6d,100,48.49,21.5392,88.8348,51.51,26.9608,104.687,45.55,54.45
9c 8c 7c,100,48.13,21.2056,88.1247,51.87,27.2944,105.235,47.51,52.49
9c 8c 7d,100,48.15,21.1574,87.8869,51.85,27.3426,105.462,48.54,51.46
9c 8d 8c,100,46.21,19.0503,82.4507,53.79,29.4497,109.499,74.51,25.49
9c 8d 2c,100,47.41,20.2936,85.6176,52.59,28.2064,107.259,59.12,40.88
9c 8d 3c,100,47.54,20.1446,84.7414,52.46,28.3554,108.111,60.05,39.95
9c 8d 4c,100,48.17,20.4724,85.0033,51.83,28.0276,108.149,59.45,40.55
9c 8d 5c,100,48.27,21.0941,87.3931,51.73,27.4059,105.966,50.79,49.21
9c 8d 6c,100,48.44,21.5076,88.7932,51.56,26.9924,104.712,45.91,54.09
9c 8d 7c,100,48.14,21.1938,88.0444,51.86,27.3062,105.314,47.90,52.10
9d 9c 2c,100,47.45,20.7932,87.6463,52.55,27.7068,105.445,56.32,43.68
9d 9c 3c,100,47.66,20.5977,86.4343,52.34,27.9023,106.621,58.76,41.24
9d 9c 4c,100,48.20,20.9448,86.9144,51.80,27.5553,106.383,57.27,42.73
9d 9c 5c,100,48.23,21.103,87.511,51.77,27.397,105.84,54.79,45.21
9d 9c 6c,100,47.49,20.597,86.7514,52.51,27.903,106.267,58.29,41.71
9d 9c 7c,100,47.27,20.6728,87.4752,52.73,27.8272,105.537,55.06,44.94
9d 9c 8c,100,46.50,20.111,86.4975,53.50,28.389,106.129,58.86,41.14
9h 9d 9c,100,45.67,17.3394,75.9341,54.33,31.1606,114.707,91.93,8.07
9d 3c 2c,100,48.25,20.4052,84.5884,51.75,28.0948,108.57,62.23,37.77
9d 4c 2c,100,49.00,21.0337,85.8477,51.00,27.4664,107.716,58.02,41.98
9d 4c 3c,100,49.13,21.2973,86.7036,50.87,27.2028,106.943,52.99,47.01
9d 5c 2c,100,49.17,21.5754,87.7593,50.83,26.9247,105.939,50.96,49.04
9d 5c 3c,100,49.44,21.8543,88.4064,50.56,26.6457,105.403,47.16,52.84
9d 5c 4c,100,49.83,21.3539,85.7101,50.17,27.1461,108.213,55.51,44.49
9d 6c 2c,100,48.44,20.8496,86.0771,51.56,27.6505,107.264,56.31,43.69
9d 6c 3c,100,48.57,20.9069,86.0903,51.43,27.5931,107.303,53.98,46.02
9d 6c 4c,100,49.26,21.6421,87.86,50.74,26.8579,105.875,47.83,52.17
9d 6c 5c,100,49.64,21.9008,88.2332,50.36,26.5993,105.643,45.80,54.20
9d 7c 2c,100,48.00,20.4637,85.272,52.00,28.0363,107.824,59.11,40.89
9d 7c 3c,100,48.32,20.3985,84.4344,51.68,28.1016,108.747,60.36,39.64
9d 7c 4c,100,48.89,21.2095,86.769,51.11,27.2905,106.785,52.14,47.86
9d 7c 5c,100,49.41,21.8919,88.6121,50.59,26.6081,105.192,44.37,55.63
9d 7c 6c,100,48.67,21.008,86.3248,51.33,27.492,107.123,55.36,44.64
9d 8c 2c,100,47.33,20.1413,85.1142,52.67,28.3587,107.68,61.58,38.42
9d 8c 3c,100,47.47,19.9859,84.2124,52.53,28.5142,108.554,62.68,37.32
9d 8c 4c,100,48.09,20.3124,84.4759,51.91,28.1877,108.603,62.12,37.88
9d 8c 5c,100,48.34,21.185,87.6528,51.66,27.315,105.746,50.13,49.87
9d 8c 6c,100,48.40,21.4184,88.5066,51.60,27.0816,104.967,46.92,53.08
9d 8c 7c,100,48.01,20.9587,87.3076,51.99,27.5413,105.951,50.52,49.48
9h 9d 2c,100,46.92,20.1096,85.7251,53.08,28.3904,106.965,63.56,36.44
9h 9d 3c,100,47.23,19.9566,84.5051,52.77,28.5434,108.184,65.50,34.50
9h 9d 4c,100,47.88,20.4673,85.4951,52.12,28.0327,107.569,61.93,38.07
9h 9d 5c,100,47.86,20.5818,86.0104,52.14,27.9182,107.087,60.96,39.04
9h 9d 6c,100,47.03,19.9259,84.7413,52.97,28.5742,107.883,69.15,30.85
9h 9d 7c,100,46.71,19.8624,85.0476,53.29,28.6376,107.476,67.85,32.15
9h 9d 8c,100,45.94,19.4101,84.5061,54.06,29.0899,107.617,67.91,32.09
9h 2d 2c,100,46.69,18.5672,79.5332,53.31,29.9328,112.298,83.55,16.45
9h 3d 3c,100,46.95,18.2823,77.8791,53.05,30.2178,113.922,85.25,14.75
9h 3d 2c,100,47.92,19.7354,82.3702,52.08,28.7647,110.461,65.48,34.52
9h 4d 4c,100,47.99,20.5064,85.4556,52.01,27.9936,107.653,59.07,40.93
9h 4d 2c,100,48.82,20.6436,84.5741,51.18,27.8564,108.852,58.52,41.48
9h 4d 3c,100,48.82,20.7242,84.8949,51.18,27.7758,108.549,55.56,44.44
9h 5d 5c,100,47.91,20.5764,85.8907,52.09,27.9236,107.219,59.42,40.58
9h 5d 2c,100,48.86,21.0483,86.1587,51.14,27.4517,107.358,53.31,46.69
9h 5d 3c,100,49.11,21.3158,86.8129,50.89,27.1842,106.83,49.64,50.36
9h 5d 4c,100,49.81,21.1614,84.9638,50.19,27.3387,108.946,54.28,45.72
9h 6d 6c,100,46.75,18.7116,80.0539,53.25,29.7884,111.876,79.64,20.36
9h 6d 2c,100,48.15,20.3777,84.6484,51.85,28.1223,108.469,59.90,40.10
9h 6d 3c,100,48.24,20.3325,84.2977,51.76,28.1675,108.839,57.84,42.16
9h 6d 4c,100,48.99,21.2124,86.5924,51.01,27.2876,106.997,50.39,49.61
9h 6d 5c,100,49.54,21.6804,87.531,50.46,26.8196,106.296,49.93,50.07
9h 7d 7c,100,46.56,19.3344,83.045,53.44,29.1656,109.16,72.10,27.90
9h 7d 2c,100,47.63,19.7668,83.0097,52.37,28.7332,109.722,67.00,33.00
9h 7d 3c,100,48.06,19.8017,82.4094,51.94,28.6983,110.499,65.81,34.19
9h 7d 4c,100,48.55,20.5817,84.779,51.45,27.9184,108.534,58.31,41.69
9h 7d 5c,100,49.18,21.4872,87.38,50.82,27.0128,106.31,51.26,48.74
9h 7d 6c,100,48.48,20.5597,84.8176,51.52,27.9403,108.463,62.51,37.49
9h 8d 8c,100,45.64,18.1914,79.7237,54.36,30.3086,111.503,83.45,16.55
9h 8d 2c,100,46.93,19.4341,82.8267,53.07,29.0659,109.532,69.75,30.25
9h 8d 3c,100,47.16,19.3481,82.0519,52.84,29.1519,110.342,70.62,29.38
9h 8d 4c,100,47.91,19.8861,83.0083,52.09,28.614,109.871,68.02,31.98
9h 8d 5c,100,47.93,20.5193,85.6219,52.07,27.9807,107.473,59.02,40.98
9h 8d 6c,100,48.11,21.024,87.404,51.89,27.476,105.896,54.64,45.36
9h 8d 7c,100,47.71,20.5575,86.1691,52.29,27.9425,106.884,60.30,39.70
Ac 2d 2c,100,46.33,19.8804,85.8211,53.67,28.6196,106.65,64.15,35.85
Ac 3c 2c,100,48.29,21.7423,90.0507,51.71,26.7577,103.489,30.69,69.31
Ac 3c 2d,100,47.96,21.1503,88.2041,52.04,27.3497,105.105,49.41,50.59
Ac 3d 3c,100,47.11,19.9329,84.6295,52.89,28.5671,108.017,66.57,33.43
Ac 3d 2c,100,47.92,21.0796,87.9741,52.08,27.4204,105.305,50.72,49.28
Ac 4c 2c,100,48.83,22.2109,90.9812,51.17,26.2892,102.742,26.76,73.24
Ac 4c 2d,100,48.89,22.3857,91.5709,51.11,26.1143,102.194,33.34,66.66
Ac 4c 3c,100,48.96,22.1066,90.3046,51.04,26.3934,103.423,29.31,70.69
Ac 4c 3d,100,48.86,21.7882,89.1905,51.14,26.7118,104.461,44.92,55.08
Ac 4d 4c,100,47.79,21.2109,88.7752,52.21,27.2891,104.527,47.19,52.81
Ac 4d 2c,100,48.99,22.5027,91.8637,51.01,25.9973,101.933,32.34,67.66
Ac 4d 3c,100,48.99,21.9591,89.651,51.01,26.5409,104.057,42.65,57.35
Ac 5c 2c,100,48.75,22.2799,91.4045,51.25,26.2201,102.322,25.65,74.35
Ac 5c 2d,100,48.65,22.3807,91.9978,51.35,26.1193,101.739,32.69,67.31
Ac 5c 3c,100,48.76,21.8892,89.7837,51.24,26.6108,103.867,32.90,67.10
Ac 5c 3d,100,48.59,21.5582,88.7316,51.41,26.9418,104.815,48.23,51.77
Ac 5c 4c,100,48.44,21.169,87.4087,51.56,27.331,106.01,43.80,56.20
Ac 5c 4d,100,48.88,21.4596,87.8042,51.12,27.0404,105.793,50.56,49.44
Ac 5d 5c,100,47.41,20.8347,87.8895,52.59,27.6653,105.213,53.55,46.45
Ac 5d 2c,100,48.89,22.6556,92.6767,51.11,25.8444,101.135,30.28,69.72
Ac 5d 3c,100,48.86,21.9135,89.6972,51.14,26.5865,103.977,43.87,56.13
Ac 5d 4c,100,49.01,21.6286,88.2531,50.99,26.8714,105.409,48.60,51.40
Ac 6c 2c,100,47.66,21.2243,89.0604,52.34,27.2757,104.23,35.82,64.18
Ac 6c 2d,100,47.19,20.4509,86.6789,52.81,28.0491,106.221,55.75,44.25
Ac 6c 3c,100,48.06,21.3249,88.7492,51.94,27.1751,104.633,35.58,64.42
Ac 6c 3d,100,47.63,20.3354,85.386,52.37,28.1646,107.563,60.52,39.48
Ac 6c 4c,100,48.44,21.5256,88.8791,51.56,26.9744,104.629,35.73,64.27
Ac 6c 4d,100,48.37,21.3276,88.1931,51.63,27.1724,105.249,49.27,50.73
Ac 6c 5c,100,48.20,21.0644,87.405,51.80,27.4356,105.928,42.48,57.52
Ac 6c 5d,100,48.58,21.2681,87.5617,51.42,27.2319,105.916,51.25,48.75
Ac 6d 6c,100,46.69,19.7631,84.6585,53.31,28.7369,107.808,70.56,29.44
Ac 6d 2c,100,47.17,20.4072,86.526,52.83,28.0928,106.351,56.59,43.41
Ac 6d 3c,100,47.64,20.3399,85.3988,52.37,28.1602,107.553,60.56,39.44
Ac 6d 4c,100,48.24,21.1367,87.6309,51.76,27.3633,105.732,51.36,48.64
Ac 6d 5c,100,48.32,20.9095,86.5527,51.68,27.5905,106.766,55.26,44.74
Ac 7c 2c,100,47.50,21.306,89.714,52.50,27.194,103.591,32.55,67.45
Ac 7c 2d,100,46.90,20.525,87.5216,53.10,27.9751,105.372,49.56,50.44
Ac 7c 3c,100,47.78,21.1636,88.5847,52.22,27.3364,104.7,35.78,64.22
Ac 7c 3d,100,47.43,20.2742,85.4952,52.57,28.2258,107.379,57.10,42.90
Ac 7c 4c,100,48.24,21.5706,89.4235,51.76,26.9294,104.062,32.73,67.27
Ac 7c 4d,100,48.05,21.3203,88.7405,51.95,27.1797,104.639,44.55,55.45
Ac 7c 5c,100,48.16,21.3871,88.8182,51.84,27.1129,104.601,35.73,64.27
Ac 7c 5d,100,48.29,21.488,89.001,51.71,27.012,104.469,43.80,56.20
Ac 7c 6c,100,47.73,21.081,88.33,52.27,27.4191,104.917,37.44,62.56
Ac 7c 6d,100,47.40,20.3921,86.039,52.60,28.1079,106.878,53.22,46.78
Ac 7d 7c,100,46.14,19.7634,85.6648,53.86,28.7366,106.711,63.63,36.37
Ac 7d 2c,100,46.98,20.6209,87.7943,53.02,27.8791,105.155,48.43,51.57
Ac 7d 3c,100,47.52,20.4218,85.9581,52.48,28.0782,106.996,55.01,44.99
Ac 7d 4c,100,48.01,21.2563,88.5525,51.99,27.2437,104.8,45.27,54.73
Ac 7d 5c,100,48.10,21.2627,88.4047,51.90,27.2373,104.967,45.80,54.20
Ac 7d 6c,100,47.47,20.4915,86.3289,52.53,28.0085,106.644,51.47,48.53
Ac 8c 2c,100,46.54,20.8554,89.6256,53.46,27.6446,103.419,33.07,66.93
Ac 8c 2d,100,45.56,19.7441,86.6639,54.44,28.7559,105.651,51.36,48.64
Ac 8c 3c,100,46.66,20.6308,88.4289,53.34,27.8693,104.498,36.92,63.08
Ac 8c 3d,100,45.88,19.337,84.2895,54.12,29.163,107.776,59.74,40.26
Ac 8c 4c,100,46.87,20.5778,87.8034,53.13,27.9222,105.114,39.76,60.24
Ac 8c 4d,100,46.55,20.06,86.1916,53.45,28.44,106.412,51.52,48.48
Ac 8c 5c,100,47.00,20.9503,89.1452,53.00,27.5497,103.966,34.95,65.05
Ac 8c 5d,100,46.50,20.4451,87.9371,53.50,28.0549,104.876,46.26,53.74
Ac 8c 6c,100,46.79,20.7871,88.8614,53.21,27.7129,104.155,35.75,64.25
Ac 8c 6d,100,45.96,19.7308,85.8627,54.04,28.7692,106.471,52.58,47.42
Ac 8c 7c,100,46.41,20.6307,88.9003,53.59,27.8693,104.015,34.83,65.17
Ac 8c 7d,100,45.64,19.726,86.4429,54.36,28.774,105.863,45.56,54.44
Ac 8d 8c,100,44.33,17.938,80.9377,55.67,30.562,109.788,83.21,16.79
Ac 8d 2c,100,45.68,19.916,87.202,54.32,28.584,105.238,48.79,51.21
Ac 8d 3c,100,46.01,19.5629,85.0448,53.99,28.9371,107.186,55.88,44.12
Ac 8d 4c,100,46.53,20.0663,86.2483,53.47,28.4337,106.356,51.07,48.93
Ac 8d 5c,100,46.34,20.274,87.5019,53.66,28.226,105.202,47.37,52.63
Ac 8d 6c,100,46.06,19.8923,86.3786,53.94,28.6077,106.069,49.87,50.13
Ac 8d 7c,100,45.66,19.7773,86.6311,54.34,28.7227,105.712,44.30,55.70
Ac 9c 2c,100,46.82,21.1103,90.182,53.18,27.3897,103.002,27.40,72.60
Ac 9c 2d,100,45.76,19.7766,86.4395,54.24,28.7234,105.909,51.28,48.72
Ac 9c 3c,100,46.93,20.8862,89.0052,53.07,27.6139,104.071,32.26,67.74
Ac 9c 3d,100,46.08,19.3366,83.9276,53.92,29.1634,108.171,60.63,39.37
Ac 9c 4c,100,47.07,20.8084,88.4242,52.93,27.6916,104.625,35.89,64.11
Ac 9c 4d,100,46.65,19.9963,85.7349,53.35,28.5037,106.849,52.93,47.07
Ac 9c 5c,100,46.95,20.7229,88.28,53.05,27.7771,104.717,37.83,62.17
Ac 9c 5d,100,46.63,20.0771,86.1064,53.37,28.4229,106.519,52.55,47.45
Ac 9c 6c,100,46.81,20.8119,88.9166,53.19,27.6881,104.115,34.69,65.31
Ac 9c 6d,100,45.91,19.3768,84.4197,54.09,29.1232,107.676,58.09,41.91
Ac 9c 7c,100,46.54,20.8857,89.7619,53.46,27.6143,103.3,29.58,70.42
Ac 9c 7d,100,45.47,19.4204,85.4233,54.53,29.0796,106.652,50.55,49.45
Ac 9c 8c,100,45.90,20.5724,89.6345,54.10,27.9277,103.25,31.01,68.99
Ac 9c 8d,100,44.65,19.1962,85.9802,55.35,29.3038,105.89,45.49,54.51
Ac 9d 9c,100,45.02,19.185,85.234,54.98,29.315,106.633,55.12,44.88
Ac 9d 2c,100,45.77,19.785,86.4626,54.23,28.715,105.892,50.80,49.20
Ac 9d 3c,100,46.10,19.4037,84.1895,53.90,29.0963,107.955,58.15,41.85
Ac 9d 4c,100,46.52,19.8434,85.3117,53.48,28.6566,107.167,54.04,45.96
Ac 9d 5c,100,46.36,19.7331,85.13,53.64,28.767,107.259,55.46,44.54
Ac 9d 6c,100,45.90,19.3833,84.4552,54.10,29.1167,107.644,56.84,43.16
Ac 9d 7c,100,45.38,19.3053,85.0778,54.62,29.1947,106.906,50.92,49.08
Ac 9d 8c,100,44.53,19.0241,85.4378,55.47,29.4759,106.283,46.77,53.23
Ad Ac 2c,100,46.21,18.8685,81.6624,53.79,29.6315,110.176,87.78,12.22
Ad Ac 3c,100,46.62,18.4782,79.2717,53.38,30.0218,112.483,95.62,4.38
Ad Ac 4c,100,46.96,18.8405,80.2464,53.04,29.6596,111.831,91.70,8.30
Ad Ac 5c,100,46.61,18.4801,79.2935,53.39,30.0199,112.459,96.18,3.82
Ad Ac 6c,100,46.06,18.0704,78.4598,53.94,30.4296,112.833,99.10,0.90
Ad Ac 7c,100,45.71,18.1289,79.3136,54.29,30.3711,111.893,96.21,3.79
Ad Ac 8c,100,44.31,17.3328,78.2322,55.69,31.1673,111.933,98.39,1.61
Ad Ac 9c,100,44.34,17.3438,78.2253,55.66,31.1562,111.958,98.22,1.78
Ah Ad Ac,100,45.20,15.2547,67.4954,54.80,33.2454,121.337,100.00,0.00
Ad Ac Jc,100,44.49,17.0953,76.8446,55.51,31.4047,113.156,99.97,0.03
Ad Ac Kc,100,44.72,17.2649,77.2166,55.28,31.2351,113.003,98.30,1.70
Ad Ac Qc,100,45.14,17.2922,76.6198,54.86,31.2078,113.767,99.99,0.01
Ad Ac Tc,100,43.86,17.0171,77.6013,56.14,31.483,112.153,98.14,1.86
Ac Jc 2c,100,46.74,20.7695,88.8681,53.26,27.7305,104.137,31.75,68.25
Ac Jc 2d,100,45.72,19.2826,84.3491,54.28,29.2174,107.656,62.56,37.44
Ac Jc 3c,100,46.83,20.5255,87.6659,53.17,27.9745,105.22,36.36,63.64
Ac Jc 3d,100,46.01,18.8247,81.8278,53.99,29.6753,109.93,71.77,28.23
Ac Jc 4c,100,47.03,20.5533,87.4064,52.97,27.9467,105.518,39.75,60.25
Ac Jc 4d,100,46.56,19.5317,83.897,53.44,28.9683,108.417,62.78,37.22
Ac Jc 5c,100,46.85,20.4498,87.2956,53.15,28.0502,105.555,41.82,58.18
Ac Jc 5d,100,46.43,19.49,83.9611,53.57,29.01,108.299,63.46,36.54
Ac Jc 6c,100,46.61,20.3761,87.4357,53.39,28.1239,105.349,40.88,59.12
Ac Jc 6d,100,45.66,18.6054,81.4962,54.34,29.8946,110.027,74.94,25.06
Ac Jc 7c,100,46.31,20.2173,87.3187,53.69,28.2827,105.35,40.73,59.27
Ac Jc 7d,100,45.46,18.7508,82.4936,54.54,29.7492,109.091,63.97,36.03
Ac Jc 8c,100,45.70,20.0733,87.8556,54.30,28.4267,104.695,38.59,61.41
Ac Jc 8d,100,44.48,18.4161,82.8018,55.52,30.0839,108.376,59.66,40.34
Ac Jc 9c,100,45.63,20.0589,87.9163,54.37,28.4411,104.624,37.92,62.08
Ac Jc 9d,100,44.26,17.8882,80.834,55.74,30.6118,109.836,66.03,33.97
Ac Jd Jc,100,45.03,18.5885,82.567,54.97,29.9115,108.821,64.36,35.64
Ac Jc Tc,100,45.29,19.7539,87.2302,54.71,28.7461,105.088,51.72,48.28
Ac Jc Td,100,43.39,16.5388,76.2254,56.61,31.9612,112.926,87.05,12.95
Ac Jd 2c,100,45.84,19.5016,85.0819,54.16,28.9984,107.088,58.17,41.83
Ac Jd 3c,100,46.13,19.1137,82.8622,53.87,29.3863,109.108,65.82,34.18
Ac Jd 4c,100,46.55,19.5797,84.1319,53.45,28.9203,108.205,60.90,39.10
Ac Jd 5c,100,46.27,19.3506,83.6355,53.73,29.1494,108.511,63.88,36.12
Ac Jd 6c,100,45.78,18.8615,82.4046,54.22,29.6385,109.322,69.79,30.21
Ac Jd 7c,100,45.49,18.8502,82.8704,54.51,29.6498,108.793,60.99,39.01
Ac Jd 8c,100,44.48,18.4404,82.913,55.52,30.0596,108.286,58.05,41.95
Ac Jd 9c,100,44.38,18.107,81.6033,55.62,30.393,109.284,62.46,37.54
Ac Jd Tc,100,43.60,16.8989,77.5233,56.40,31.6012,112.054,83.08,16.92
Ac Kc 2c,100,46.84,20.7448,88.5859,53.16,27.7553,104.412,31.33,68.67
Ac Kc 2d,100,45.77,19.283,84.2672,54.23,29.217,107.745,59.89,40.11
Ac Kc 3c,100,46.82,20.2993,86.721,53.18,28.2007,106.048,39.39,60.61
Ac Kc 3d,100,46.11,18.7386,81.2861,53.89,29.7614,110.442,72.06,27.94
Ac Kc 4c,100,47.02,20.3562,86.5913,52.98,28.1438,106.236,41.86,58.14
Ac Kc 4d,100,46.60,19.4264,83.3768,53.40,29.0736,108.888,63.33,36.67
Ac Kc 5c,100,46.83,20.233,86.4177,53.17,28.267,106.319,43.63,56.37
Ac Kc 5d,100,46.45,19.3472,83.3059,53.55,29.1528,108.877,64.61,35.39
Ac Kc 6c,100,46.58,20.1247,86.4146,53.42,28.3753,106.229,43.42,56.58
Ac Kc 6d,100,45.68,18.3161,80.1917,54.32,30.1839,111.135,78.04,21.96
Ac Kc 7c,100,46.54,20.312,87.2835,53.46,28.188,105.459,39.61,60.39
Ac Kc 7d,100,45.59,18.5602,81.4288,54.41,29.9398,110.045,71.10,28.90
Ac Kc 8c,100,45.73,19.8758,86.9357,54.27,28.6242,105.479,40.72,59.28
Ac Kc 8d,100,44.45,17.8753,80.4235,55.55,30.6247,110.266,73.21,26.79
Ac Kc 9c,100,45.67,20.1329,88.1597,54.33,28.3671,104.432,33.92,66.08
Ac Kc 9d,100,44.09,17.6426,80.025,55.91,30.8574,110.387,67.90,32.10
Ac Kc Jc,100,45.68,19.8897,87.0809,54.32,28.6103,105.341,45.61,54.39
Ac Kc Jd,100,44.25,17.9575,81.1579,55.75,30.5425,109.575,71.35,28.65
Ac Kd Kc,100,44.85,17.4806,77.9485,55.15,31.0194,112.494,84.26,15.74
Ac Kc Qc,100,45.62,19.3229,84.7198,54.38,29.1771,107.3,52.29,47.71
Ac Kc Qd,100,44.47,17.473,78.592,55.53,31.027,111.739,80.57,19.43
Ac Kc Tc,100,45.70,20.2923,88.8156,54.30,28.2077,103.887,40.34,59.66
Ac Kc Td,100,43.81,17.741,80.9863,56.19,30.759,109.486,73.62,26.38
Ac Kd 2c,100,45.83,19.4436,84.8472,54.17,29.0565,107.283,58.32,41.68
Ac Kd 3c,100,46.17,18.9662,82.1643,53.83,29.5338,109.722,69.66,30.34
Ac Kd 4c,100,46.52,19.4152,83.4651,53.48,29.0848,108.775,63.83,36.17
Ac Kd 5c,100,46.24,19.1378,82.7842,53.76,29.3622,109.225,68.13,31.87
Ac Kd 6c,100,45.74,18.5133,80.9513,54.26,29.9867,110.528,77.06,22.94
Ac Kd 7c,100,45.57,18.6134,81.6859,54.43,29.8866,109.823,71.63,28.37
Ac Kd 8c,100,44.41,17.8781,80.5135,55.59,30.622,110.171,74.22,25.78
Ac Kd 9c,100,44.17,17.806,80.6332,55.83,30.694,109.946,68.34,31.66
Ac Kd Jc,100,44.23,17.9805,81.3051,55.77,30.5195,109.447,72.75,27.25
Ac Kd Qc,100,44.49,17.5866,79.0525,55.51,30.9134,111.386,79.42,20.58
Ac Kd Tc,100,43.99,18.0804,82.1962,56.01,30.4196,108.628,71.80,28.20
Ac Qc 2c,100,47.26,21.063,89.1396,52.74,27.437,104.043,29.87,70.13
Ac Qc 2d,100,46.23,19.4922,84.3186,53.77,29.0078,107.905,64.02,35.98
Ac Qc 3c,100,47.21,20.5262,86.96,52.79,27.9738,105.978,39.85,60.15
Ac Qc 3d,100,46.61,18.9356,81.2468,53.39,29.5644,110.754,77.39,22.61
Ac Qc 4c,100,47.45,20.6381,86.9947,52.55,27.8619,106.033,41.06,58.94
Ac Qc 4d,100,47.11,19.6488,83.4097,52.89,28.8512,109.107,67.23,32.77
Ac Qc 5c,100,47.24,20.445,86.5619,52.76,28.055,106.345,44.46,55.54
Ac Qc 5d,100,47.00,19.5572,83.2304,53.00,28.9428,109.208,69.16,30.84
Ac Qc 6c,100,46.98,20.3076,86.4439,53.02,28.1924,106.355,45.28,54.72
Ac Qc 6d,100,46.25,18.5098,80.0499,53.75,29.9902,111.582,83.27,16.73
Ac Qc 7c,100,46.85,20.4755,87.4155,53.15,28.0245,105.447,39.57,60.43
Ac Qc 7d,100,46.06,18.9011,82.0681,53.94,29.5989,109.751,71.86,28.14
Ac Qc 8c,100,45.90,20.0482,87.3481,54.10,28.4518,105.19,40.36,59.64
Ac Qc 8d,100,44.77,18.2668,81.6112,55.23,30.2332,109.471,66.69,33.31
Ac Qc 9c,100,46.16,20.2517,87.748,53.84,28.2483,104.932,37.04,62.96
Ac Qc 9d,100,44.74,17.776,79.4567,55.26,30.724,111.206,73.63,26.37
Ac Qc Jc,100,45.69,19.7371,86.3955,54.31,28.7629,105.921,50.53,49.47
Ac Qc Jd,100,44.38,17.6793,79.6677,55.62,30.8207,110.831,76.58,23.42
Ac Qd Qc,100,45.63,18.2955,80.1912,54.37,30.2044,111.107,77.63,22.37
Ac Qc Tc,100,45.81,20.1971,88.1859,54.19,28.3029,104.45,44.80,55.20
Ac Qc Td,100,44.19,17.9761,81.3531,55.81,30.5239,109.39,71.55,28.45
Ac Qd 2c,100,46.27,19.5559,84.5286,53.73,28.9441,107.74,62.74,37.26
Ac Qd 3c,100,46.64,19.071,81.7735,53.36,29.429,110.31,74.35,25.65
Ac Qd 4c,100,47.01,19.5468,83.1582,52.99,28.9532,109.28,67.68,32.32
Ac Qd 5c,100,46.76,19.2557,82.3656,53.24,29.2442,109.851,72.57,27.43
Ac Qd 6c,100,46.28,18.6161,80.4587,53.73,29.8839,111.247,81.25,18.75
Ac Qd 7c,100,46.01,18.8594,81.9707,53.99,29.6406,109.81,71.91,28.09
Ac Qd 8c,100,44.68,18.1467,81.2257,55.32,30.3532,109.741,68.47,31.53
Ac Qd 9c,100,44.78,17.86,79.7611,55.22,30.64,110.982,72.85,27.15
