Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\AdKc2c.cfr
Action Line,Root BET 152 RAISE 366
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 880 freq,RAISE 580 freq,CALL freq,FOLD freq
8h 8d 5c,7.36727,48.63,290.177,111.734,51.37,456.323,118.765,25.86,15.71,16.00,42.43
8h 8d 6c,6.09613,48.51,287.015,110.804,51.49,459.484,119.296,32.23,10.76,14.42,42.59
8h 8d 7c,0.85163,47.81,272.218,106.624,52.19,474.282,121.492,31.96,14.17,10.71,43.16
8h 2d 2c,10.3207,48.72,296.937,114.138,51.28,449.563,117.2,24.40,19.00,12.46,44.14
8h 3d 3c,11.0061,47.99,285.764,111.515,52.01,460.738,118.427,27.28,17.91,9.54,45.27
8h 3d 2c,5.33858,48.08,293.228,114.205,51.92,453.272,116.718,27.67,15.86,13.31,43.17
8h 4d 4c,10.1987,48.56,291.546,112.435,51.44,454.954,118.236,28.18,15.62,12.11,44.08
8h 4d 2c,7.19333,48.93,301.321,115.32,51.07,445.178,116.539,29.59,13.85,13.58,42.99
8h 4d 3c,5.86197,49.16,306.006,116.565,50.84,440.493,115.835,27.21,16.70,12.59,43.51
8h 5d 5c,7.88946,48.65,292.94,112.77,51.35,453.56,118.075,25.45,17.29,13.51,43.74
8h 5d 2c,6.3172,48.98,305.662,116.865,51.02,440.838,115.515,27.07,15.42,15.34,42.17
8h 5d 3c,5.00804,49.41,311.257,117.976,50.59,435.243,115.01,27.50,15.04,15.07,42.39
8h 5d 4c,2.67074,48.84,293.422,112.501,51.16,453.079,118.403,21.94,19.40,16.09,42.56
8h 6d 6c,8.1424,47.83,275.389,107.816,52.17,471.111,120.732,34.80,9.63,11.20,44.37
8h 6d 2c,5.17477,49.37,317.96,120.606,50.63,428.539,113.156,27.17,15.05,15.26,42.52
8h 6d 3c,3.84699,49.43,315.839,119.664,50.57,430.662,113.845,28.72,13.41,14.87,43.00
8h 6d 4c,6.10847,48.46,294.627,113.848,51.54,451.873,117.217,26.59,20.30,7.30,45.80
8h 6d 5c,2.46971,47.12,262.47,104.302,52.88,484.03,122.381,24.33,17.52,14.59,43.55
8h 7d 7c,2.52807,47.18,266.873,105.932,52.82,479.628,121.39,34.59,10.55,10.59,44.27
8h 7d 2c,3.72164,48.51,293.902,113.45,51.49,452.599,117.52,23.53,18.60,15.32,42.55
8h 7d 3c,2.86885,48.41,295.202,114.202,51.59,451.296,116.941,23.31,18.11,16.09,42.50
8h 7d 4c,1.75816,47.12,267.123,106.158,52.88,479.378,121.198,25.98,18.62,12.99,42.41
8h 7d 5c,0.32333,44.78,219.988,91.9869,55.21,526.51,127.482,24.55,18.38,16.39,40.69
8h 7d 6c,1.81643,43.62,205.184,88.0973,56.38,541.317,128.348,25.92,20.43,7.27,46.38
9c 2d 2c,5.80758,46.72,272.439,109.207,53.28,474.061,118.945,24.95,21.69,5.56,47.80
9c 3c 2c,0.00084,49.72,353.976,133.33,50.28,392.521,104.361,43.98,9.61,4.74,41.67
9c 3c 2d,3.57301,46.15,254.962,103.467,53.85,491.538,122.022,31.09,18.11,1.86,48.94
9c 3d 3c,5.48317,46.61,262.942,105.641,53.39,483.558,121.086,24.86,21.43,5.73,47.97
9c 3d 2c,3.50996,46.11,256.701,104.253,53.89,489.799,121.51,30.51,18.68,1.90,48.91
9c 4c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 4c 2d,4.8729,46.29,261.278,105.703,53.71,485.222,120.774,25.92,21.71,4.56,47.81
9c 4c 3c,0.06394,41.81,237.577,106.4,58.19,508.925,116.932,45.28,2.46,8.66,43.59
9c 4c 3d,3.6957,47.22,266.867,105.832,52.78,479.633,121.493,27.22,21.55,3.15,48.08
9c 4d 4c,4.74577,46.61,274.06,110.104,53.39,472.44,118.305,25.95,22.14,3.50,48.40
9c 4d 2c,4.39136,46.48,263.865,106.32,53.52,482.635,120.549,25.88,21.36,5.19,47.57
9c 4d 3c,3.37626,47.27,269.577,106.787,52.73,476.922,120.927,28.68,20.04,3.35,47.93
9c 5c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 5c 2d,4.90227,46.98,268.113,106.878,53.02,478.387,120.619,26.88,19.91,5.92,47.30
9c 5c 3c,0.04344,43.10,252.33,109.63,56.90,494.165,116.111,45.67,1.44,8.43,44.46
9c 5c 3d,3.59144,47.50,278.687,109.877,52.50,467.813,119.122,29.05,18.56,4.96,47.43
9c 5c 4c,0.03409,43.40,258.059,111.337,56.59,488.442,115.382,47.38,0.98,8.12,43.52
9c 5c 4d,2.69618,48.08,281.499,109.638,51.92,465,119.737,28.07,19.02,5.57,47.34
9c 5d 5c,3.29219,46.79,272.188,108.928,53.21,474.312,119.179,26.13,22.53,2.77,48.57
9c 5d 2c,4.03988,47.19,270.813,107.473,52.81,475.686,120.415,28.06,18.65,6.08,47.21
9c 5d 3c,2.91622,47.84,276.607,108.286,52.16,469.892,120.426,29.77,17.65,5.37,47.21
9c 5d 4c,2.44542,48.21,280.795,109.079,51.79,465.704,120.208,27.73,19.31,5.69,47.27
9c 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 2d,4.05834,46.63,276.143,110.91,53.37,470.357,117.812,25.49,21.45,4.92,48.15
9c 6c 3c,0.00001,51.84,370.372,133.788,48.16,376.129,104.416,37.02,13.80,4.68,44.50
9c 6c 3d,2.33722,46.67,278.914,111.912,53.33,467.589,117.221,26.06,20.72,5.65,47.57
9c 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 6c 4d,2.96024,47.56,282.095,111.076,52.44,464.405,118.394,26.64,19.54,6.52,47.30
9c 6c 5c,0.16474,37.05,189.11,95.5865,62.95,557.387,118.373,49.29,1.43,0.51,48.76
9c 6c 5d,0.9073,47.10,254.61,101.235,52.90,491.889,124.307,26.96,21.90,3.88,47.25
9c 6d 6c,5.17885,46.06,265.415,107.911,53.94,481.085,119.235,26.76,21.02,4.01,48.21
9c 6d 2c,3.59842,46.77,279.094,111.744,53.23,467.406,117.396,26.00,20.92,5.12,47.96
9c 6d 3c,1.7868,46.62,278.244,111.767,53.38,468.256,117.274,26.44,20.68,5.22,47.67
9c 6d 4c,3.01674,47.73,284.418,111.588,52.27,462.083,118.187,26.72,19.44,6.53,47.30
9c 6d 5c,1.0638,48.31,272.074,105.471,51.69,474.426,122.699,26.89,21.49,4.74,46.88
9c 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9c 7c 2d,5.47138,45.94,253.523,103.337,54.06,492.976,121.92,25.94,22.09,3.27,48.70
9c 7c 3c,0.03884,34.45,132.024,71.7618,65.55,614.476,125.327,48.77,1.45,5.84,43.94
9c 7c 3d,3.96409,46.14,258.577,104.937,53.86,487.923,121.12,26.66,19.50,6.87,46.97
9c 7c 4c,0.00589,42.77,244.967,107.249,57.23,501.536,117.166,35.23,12.51,9.04,43.22
9c 7c 4d,4.68448,46.30,261.324,105.689,53.70,485.176,120.795,25.88,20.27,6.66,47.19
9c 7c 5c,0.00243,26.84,22.2979,15.5551,73.15,724.199,132.347,47.11,1.63,10.53,40.73
9c 7c 5d,2.25454,46.10,246.441,100.118,53.90,500.058,124.021,27.14,20.88,5.51,46.47
9c 7c 6c,0.19237,38.25,200.243,98.0427,61.75,546.259,118.261,46.79,2.50,3.57,47.15
9c 7c 6d,1.57463,45.19,244.436,101.283,54.81,502.063,122.472,28.49,21.06,2.73,47.71
9c 7d 7c,6.92653,46.63,252.109,101.25,53.37,494.391,123.84,33.43,15.83,1.78,48.96
9c 7d 2c,4.98438,45.94,254.492,103.743,54.06,492.008,121.669,25.89,21.79,3.81,48.52
9c 7d 3c,3.54915,45.89,256.169,104.533,54.11,490.332,121.15,26.95,19.06,7.19,46.80
9c 7d 4c,4.64831,46.36,263.839,106.57,53.64,482.662,120.301,25.65,20.36,6.80,47.20
9c 7d 5c,2.7096,46.56,251.412,101.126,53.44,495.089,123.848,26.71,20.68,6.07,46.54
9c 7d 6c,1.67345,44.92,241.362,100.616,55.08,505.137,122.612,28.46,21.07,2.71,47.76
9c 8c 2c,0.01315,35.51,165.692,87.3913,64.49,580.807,120.395,31.78,16.73,10.12,41.37
9c 8c 2d,3.30178,46.00,253.073,103.025,54.00,493.427,122.161,24.88,21.07,6.79,47.26
9c 8c 3c,0.12917,35.58,157.19,82.7317,64.42,589.31,122.299,44.61,4.04,7.64,43.71
9c 8c 3d,2.22138,45.82,250.26,102.283,54.18,496.239,122.445,24.62,20.66,8.23,46.48
9c 8c 4c,0.00072,36.49,153.074,78.5671,63.51,593.427,124.908,33.44,17.67,10.27,38.62
9c 8c 4d,2.85682,46.01,256.185,104.265,53.99,490.315,121.417,24.73,20.50,8.00,46.78
9c 8c 5c,0.46189,38.44,187.021,91.1204,61.56,559.479,121.493,49.21,0.82,3.64,46.33
9c 8c 5d,0.39231,44.75,232.66,97.3593,55.25,513.84,124.338,25.79,22.78,5.44,46.00
9c 8c 6c,0.50803,39.55,191.69,90.7624,60.45,554.81,122.701,46.51,2.49,6.85,44.14
9c 8c 6d,0.85374,43.73,217.869,93.2886,56.27,528.631,125.606,25.63,20.73,9.22,44.43
9c 8c 7c,0.80989,40.97,215.621,98.5571,59.03,530.879,120.231,47.12,3.37,0.49,49.02
9c 8c 7d,3.018,41.58,183.432,82.6221,58.42,563.067,128.844,28.84,20.02,2.30,48.84
9c 8d 8c,2.14951,46.13,241.306,97.9637,53.87,505.195,125.37,31.04,17.19,4.50,47.27
9c 8d 2c,3.3289,45.92,249.559,101.768,54.08,496.942,122.852,24.79,21.40,6.82,46.99
9c 8d 3c,2.19346,45.84,246.242,100.595,54.16,500.256,123.484,24.39,21.10,8.45,46.06
9c 8d 4c,3.22556,45.86,251.667,102.776,54.14,494.835,122.182,24.53,21.05,7.14,47.28
9c 8d 5c,0.56579,44.58,230.938,97.019,55.42,515.562,124.359,25.69,22.67,5.38,46.27
9c 8d 6c,1.18664,44.32,226.65,95.7724,55.68,519.85,124.812,25.87,20.41,9.52,44.21
9c 8d 7c,2.9844,41.52,181.223,81.7379,58.48,565.277,129.226,29.20,19.73,2.08,48.99
9d 9c 2c,2.36474,47.94,289.713,113.175,52.06,456.788,117.298,25.87,20.80,5.59,47.74
9d 9c 3c,1.3287,46.87,276.132,110.335,53.13,470.369,118.35,25.74,21.53,5.78,46.95
9d 9c 4c,2.82374,48.90,293.603,112.447,51.10,452.898,118.48,25.71,20.59,6.01,47.69
9d 9c 5c,1.84238,49.85,303.113,113.874,50.15,443.386,118.19,25.93,21.36,4.75,47.96
9d 9c 6c,1.61446,47.12,279.418,111.056,52.88,467.083,118.079,26.55,21.56,3.38,48.51
9d 9c 7c,1.80042,47.22,271.915,107.825,52.78,474.586,120.222,30.55,17.52,4.37,47.56
9d 9c 8c,0.00111,45.56,174.351,71.6632,54.44,572.146,140.503,27.05,18.43,6.36,48.16
9h 9d 9c,18.769,49.41,310.21,117.575,50.59,436.29,115.291,39.80,4.86,10.46,44.88
9d 3c 2c,2.42258,45.72,247.814,101.5,54.28,498.686,122.829,28.14,20.57,2.33,48.96
9d 4c 2c,3.76116,47.05,268.438,106.851,52.95,478.062,120.695,26.37,21.90,3.42,48.32
9d 4c 3c,2.74347,46.80,264.362,105.779,53.20,482.138,121.162,26.80,21.48,3.36,48.37
9d 5c 2c,3.48781,47.72,273.727,107.407,52.28,472.772,120.908,27.77,19.95,4.16,48.13
9d 5c 3c,2.0282,47.35,267.096,105.635,52.65,479.405,121.731,28.00,19.83,3.92,48.26
9d 5c 4c,1.11808,47.26,262.997,104.205,52.74,483.502,122.569,25.92,21.30,5.18,47.61
9d 6c 2c,2.35106,45.87,272.682,111.316,54.13,473.817,117.03,26.49,21.03,3.83,48.64
9d 6c 3c,0.68709,45.54,261.534,107.549,54.46,484.965,119.049,25.45,21.70,4.80,48.06
9d 6c 4c,2.00444,47.11,278.304,110.633,52.89,468.197,118.341,26.17,20.07,5.82,47.94
9d 6c 5c,0.29238,44.06,223.722,95.0931,55.94,522.779,124.933,26.72,22.21,4.83,46.24
9d 7c 2c,4.31282,45.48,249.059,102.55,54.52,497.44,121.98,27.26,19.16,6.01,47.57
9d 7c 3c,2.45096,45.65,251.881,103.321,54.35,494.62,121.672,26.93,18.58,8.11,46.39
9d 7c 4c,3.7087,45.96,258.301,105.238,54.04,488.199,120.783,25.71,19.50,8.19,46.59
9d 7c 5c,2.13427,46.95,258.188,102.972,53.05,488.312,123.069,27.19,20.39,5.78,46.65
9d 7c 6c,1.33633,44.07,232.322,98.7192,55.93,514.179,122.906,27.05,22.13,2.55,48.28
9d 8c 2c,2.84973,45.76,247.264,101.192,54.24,499.236,123.047,24.79,21.13,7.38,46.70
9d 8c 3c,1.60098,45.64,245.125,100.584,54.36,501.375,123.299,24.36,21.24,8.77,45.64
9d 8c 4c,2.64157,45.58,247.319,101.609,54.42,499.182,122.633,24.35,21.09,7.76,46.80
9d 8c 5c,0.5862,45.42,244.205,100.694,54.58,502.294,123.025,25.53,22.43,5.62,46.42
9d 8c 6c,1.57014,44.44,226.578,95.4831,55.56,519.922,125.099,27.03,20.27,7.33,45.37
9d 8c 7c,2.4084,41.59,186.369,83.9165,58.41,560.131,128.202,31.45,17.81,1.67,49.07
9h 9d 2c,7.2436,49.90,314.182,117.917,50.10,432.317,115.352,22.93,17.46,18.29,41.31
9h 9d 3c,5.73483,49.57,309.791,117.033,50.43,436.708,115.772,22.84,18.50,16.58,42.08
9h 9d 4c,7.84817,48.94,300.433,114.955,51.06,446.068,116.798,22.75,19.14,16.32,41.79
9h 9d 5c,6.82456,49.41,303.106,114.875,50.59,443.392,117.175,23.29,18.29,16.41,42.01
9h 9d 6c,5.13684,49.36,302.619,114.803,50.64,443.88,117.192,26.79,17.34,11.97,43.89
9h 9d 7c,5.54063,48.94,289.926,110.95,51.06,456.573,119.533,31.66,14.98,7.72,45.64
9h 9d 8c,1.99532,47.93,260.23,101.666,52.07,486.272,124.859,28.06,20.15,5.92,45.87
9h 2d 2c,8.69383,48.64,285.816,110.049,51.36,460.685,119.908,24.10,20.07,10.81,45.02
9h 3d 3c,9.84538,48.04,275.181,107.275,51.96,471.32,121.262,24.46,20.10,10.32,45.12
9h 3d 2c,5.7296,45.91,251.088,102.416,54.09,495.411,122.45,25.83,19.15,10.11,44.91
9h 4d 4c,9.54341,47.69,275.009,107.98,52.31,471.494,120.51,24.36,21.53,8.33,45.78
9h 4d 2c,6.73811,47.02,264.691,105.411,52.98,481.808,121.587,24.65,19.42,11.84,44.10
9h 4d 3c,5.59287,46.49,252.647,101.76,53.51,493.852,123.394,25.93,19.47,8.83,45.77
9h 5d 5c,7.75951,47.72,274.977,107.899,52.28,471.524,120.588,24.67,20.73,8.70,45.89
9h 5d 2c,5.73402,46.23,256.149,103.76,53.77,490.351,121.916,25.02,17.74,13.69,43.55
9h 5d 3c,4.70115,46.83,265.682,106.245,53.17,480.819,120.893,27.55,16.73,10.83,44.89
9h 5d 4c,3.89967,47.08,268.908,106.955,52.92,477.592,120.658,28.26,14.52,13.48,43.74
9h 6d 6c,9.11347,46.90,258.994,103.421,53.10,487.507,122.732,26.74,17.62,10.03,45.62
9h 6d 2c,5.39053,47.04,261.361,104.043,52.96,485.139,122.471,25.53,17.89,12.64,43.95
9h 6d 3c,4.24468,47.58,271.034,106.682,52.42,475.467,121.253,28.27,14.36,14.04,43.32
9h 6d 4c,5.30317,47.41,261.072,103.111,52.59,485.427,123.412,27.50,15.40,13.54,43.56
9h 6d 5c,2.8412,48.04,276.297,107.706,51.96,470.203,120.979,20.75,18.82,17.99,42.44
9h 7d 7c,9.82299,47.38,258.309,102.101,52.62,488.191,124.027,33.03,14.49,4.93,47.54
9h 7d 2c,5.54935,47.36,266.935,105.539,52.64,479.567,121.806,27.15,17.84,8.97,46.04
9h 7d 3c,4.39549,47.68,273.346,107.348,52.32,473.153,120.913,24.73,17.52,13.33,44.42
9h 7d 4c,5.35638,47.70,272.469,106.971,52.30,474.032,121.171,24.85,17.44,13.25,44.46
9h 7d 5c,4.13067,47.00,265.76,105.881,53.00,480.74,121.273,23.74,20.71,9.91,45.64
9h 7d 6c,3.20802,46.02,243.617,99.1252,53.98,502.883,124.556,26.11,16.33,12.58,44.97
9h 8d 8c,3.3863,46.50,233.165,93.8933,53.50,513.334,128.286,28.63,18.87,6.76,45.74
9h 8d 2c,2.66489,47.29,259.494,102.769,52.71,487.006,123.51,24.07,20.50,10.58,44.85
9h 8d 3c,1.54108,47.73,270.139,105.977,52.26,476.36,121.849,23.40,19.85,12.57,44.18
9h 8d 4c,2.10357,47.14,259.997,103.283,52.86,486.503,123.045,23.53,19.98,11.82,44.66
9h 8d 5c,0.63067,46.44,254.282,102.544,53.56,492.219,122.855,22.88,20.67,13.01,43.44
9h 8d 6c,0.00759,48.71,265.911,102.222,51.29,480.589,125.276,25.47,22.04,8.59,43.90
9h 8d 7c,2.59654,40.82,172.402,79.088,59.18,574.098,129.693,32.12,14.10,6.90,46.89
Ac 2d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3c 2c,0.00007,44.67,289.784,121.49,55.33,456.715,110.348,61.20,16.27,0.72,21.81
Ac 3c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 3d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 2c,0.0001,44.45,343.661,144.772,55.55,402.842,96.9566,27.61,18.97,9.87,43.54
Ac 4c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4c 3c,0.01288,39.71,236.626,111.592,60.29,509.874,113.06,43.27,3.37,12.33,41.02
Ac 4c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 4d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 2c,0.0005,33.00,112.921,64.0762,67.00,633.576,126.425,26.74,22.88,11.66,38.72
Ac 5c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 3c,0.0125,41.95,281.674,125.749,58.05,464.828,107.046,30.03,16.78,9.10,44.09
Ac 5c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5c 4c,0.02842,41.64,239.152,107.544,58.36,507.348,116.229,27.29,20.40,6.24,46.07
Ac 5c 4d,0.00001,51.41,232.521,84.6901,48.58,513.985,141.433,26.58,24.79,6.43,42.20
Ac 5d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 5d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6c 5c,0.04376,39.05,232.409,111.46,60.95,514.092,112.758,26.58,17.98,11.84,43.59
Ac 6c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 6d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 5c,0.00003,38.86,283.287,136.517,61.14,463.218,101.288,24.95,22.56,10.64,41.85
Ac 7c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7c 6c,0.04412,38.39,201.964,98.5151,61.61,544.536,118.162,25.41,17.01,14.74,42.84
Ac 7c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 7c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 7d 6c,0.00192,39.44,154.988,73.5973,60.56,591.513,130.571,27.76,26.63,5.10,40.51
Ac 8c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8c 7c,0.19167,38.25,177.767,87.0311,61.75,568.735,123.133,35.87,6.63,13.62,43.88
Ac 8c 7d,0.00116,23.84,-139.009,-109.196,76.16,885.512,155.441,26.09,24.47,13.23,36.21
Ac 8d 8c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 8d 7c,0.00309,28.59,-60.4169,-39.5742,71.41,806.914,151.066,26.65,25.03,13.11,35.21
Ac 9c 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 2d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 3c,0.00093,33.75,110.758,61.4548,66.25,635.743,128.291,30.38,15.53,14.36,39.72
Ac 9c 3d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 4d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 5c,0.03365,35.10,131.808,70.3168,64.90,614.69,126.627,28.84,16.34,14.05,40.77
Ac 9c 5d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 6c,0.00095,37.64,171.906,85.5281,62.36,574.588,123.181,27.37,17.98,13.09,41.56
Ac 9c 6d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 7c,0.03901,36.13,137.707,71.3678,63.87,608.797,127.437,28.51,14.11,15.77,41.61
Ac 9c 7d,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9c 8c,0.03969,37.45,169.701,84.866,62.55,576.799,123.274,38.39,4.02,15.26,42.33
Ac 9c 8d,0.0683,35.60,71.6445,37.6855,64.40,674.854,140.097,24.47,22.62,12.74,40.17
Ac 9d 9c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac 9d 7c,0,51.56,258.732,93.9746,48.44,487.772,134.615,26.46,24.90,11.43,37.20
Ac 9d 8c,0.00109,38.39,156.544,76.3562,61.61,589.952,128.022,22.31,21.04,12.29,44.36
Ad Ac 2c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 7c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 8c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac 9c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ah Ad Ac,0.00021,53.76,379.622,132.239,46.24,366.837,106.058,23.88,26.34,1.32,48.46
Ad Ac Jc,0.62443,41.81,175.3,78.5196,58.19,571.2,131.228,18.09,16.59,12.41,52.90
Ad Ac Kc,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Qc,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ad Ac Tc,0.82682,42.10,173.89,77.3559,57.90,572.609,132.205,15.55,17.70,14.29,52.46
Ac Jc 2c,0.0001,61.61,376.079,114.303,38.39,370.421,129.011,28.77,25.13,7.45,38.65
Ac Jc 2d,0.34746,44.04,205.926,87.555,55.96,540.575,129.154,20.94,19.32,8.16,51.59
Ac Jc 3c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 3d,0.0737,41.14,168.257,76.5952,58.86,578.242,131.331,21.00,19.16,7.71,52.13
Ac Jc 4c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 4d,0.18744,42.59,173.57,76.3178,57.41,572.931,133.419,21.51,19.54,6.95,52.00
Ac Jc 5c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 5d,0.21923,43.02,183.754,79.9835,56.98,562.744,132.04,21.92,20.67,5.46,51.95
Ac Jc 6c,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ac Jc 6d,0.27725,42.19,184.574,81.9159,57.81,561.926,129.96,23.26,21.27,3.24,52.23
Ac Jc 7c,0.00013,33.28,179.181,100.81,66.72,567.32,113.685,23.24,20.79,4.20,51.77
