Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK BET 115
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,RAISE 880 freq,RAISE 230 freq,CALL freq,FOLD freq
8d 6c 5c,0.01209,50.10,82.39,71.4962,49.90,261.11,151.68,0.74,27.99,27.12,44.15
8d 7c 2c,0.19913,49.45,67.5531,59.3956,50.55,275.947,158.228,2.36,21.44,32.36,43.84
8d 7c 3c,1.39022,49.08,64.3217,56.9838,50.92,279.178,158.909,1.54,22.64,32.71,43.11
8d 7c 4c,0.01833,48.10,61.6383,55.7205,51.90,281.862,157.404,0.87,23.99,30.79,44.35
8d 7c 5c,0.02295,48.69,73.8616,65.961,51.31,269.638,152.31,2.08,23.72,28.54,45.66
8d 7c 6c,3.90436,46.70,59.2634,55.1728,53.30,284.237,154.578,0.44,18.34,43.05,38.17
8h 8d 2c,11.1762,50.06,60.1154,52.2162,49.94,283.385,164.464,0.00,22.34,43.27,34.39
8h 8d 3c,9.75907,50.19,60.0048,51.9784,49.81,283.495,164.979,0.00,24.05,40.64,35.31
8h 8d 4c,10.7759,49.14,60.2333,53.2979,50.86,283.267,161.423,0.72,19.59,43.94,35.75
8h 8d 5c,8.92815,48.93,59.5694,52.9338,51.07,283.931,161.144,0.00,21.90,41.26,36.84
8h 8d 6c,4.36315,49.19,61.7351,54.5648,50.81,281.765,160.744,0.13,23.95,36.93,38.99
8h 8d 7c,2.33718,47.21,49.5621,45.6471,52.79,293.938,161.384,4.36,14.18,41.08,40.38
8h 2d 2c,19.637,49.74,63.293,55.3209,50.26,280.207,161.61,0.00,17.11,52.93,29.95
8h 3d 3c,17.2318,49.84,63.2356,55.1653,50.16,280.264,161.95,0.00,15.60,55.34,29.07
8h 3d 2c,12.984,49.41,58.3211,51.3244,50.59,285.179,163.378,1.69,17.35,46.30,34.66
8h 4d 4c,13.7238,49.38,62.7437,55.2462,50.62,280.756,160.76,0.00,16.67,49.82,33.51
8h 4d 2c,14.9248,48.79,56.4065,50.2675,51.21,287.093,162.493,3.03,12.39,49.81,34.77
8h 4d 3c,12.6408,49.08,57.6156,51.0382,50.92,285.884,162.74,2.70,14.04,47.95,35.31
8h 5d 5c,10.7234,49.22,62.4727,55.1794,50.78,281.027,160.428,0.00,18.59,46.50,34.91
8h 5d 2c,12.0235,48.69,59.0579,52.734,51.31,284.442,160.691,2.38,12.96,49.65,35.02
8h 5d 3c,7.93535,48.95,60.3109,53.5713,51.05,283.189,160.785,2.24,14.21,48.19,35.35
8h 5d 4c,0.00475,51.75,89.2307,74.9641,48.25,254.269,152.757,0.10,27.13,32.99,39.78
8h 6d 6c,10.4222,49.17,62.9102,55.6288,50.83,280.59,160.002,0.01,19.81,45.14,35.04
8h 6d 2c,11.7899,49.20,61.7922,54.6066,50.80,281.708,160.735,1.95,17.37,42.97,37.71
8h 6d 3c,7.64429,49.45,63.7419,56.0484,50.55,279.758,160.402,2.24,18.13,41.91,37.72
8h 6d 4c,3.01402,49.13,67.3213,59.5729,50.87,276.179,157.376,2.53,17.33,42.88,37.26
8h 6d 5c,0.00841,49.01,81.9745,72.7255,50.99,261.525,148.659,1.09,23.53,34.80,40.58
8h 7d 7c,4.6048,47.45,51.5818,47.2667,52.55,291.918,161.008,6.09,10.46,48.23,35.22
8h 7d 2c,9.08529,48.20,59.898,54.0249,51.80,283.602,158.709,4.18,16.40,40.47,38.95
8h 7d 3c,6.05464,48.48,62.5765,56.1217,51.52,280.923,158.046,3.26,18.07,40.03,38.64
8h 7d 4c,0.00915,50.73,72.8131,62.4072,49.27,270.687,159.238,1.60,23.16,31.37,43.87
8h 7d 5c,0.01235,47.92,66.9919,60.7761,52.08,276.508,153.907,2.75,21.81,33.79,41.65
8h 7d 6c,0.02458,45.97,59.3006,56.089,54.03,284.199,152.458,2.11,23.73,30.08,44.09
9c 2d 2c,12.7128,49.47,72.6088,63.8185,50.53,270.891,155.381,1.50,13.87,49.81,34.82
9c 3c 2c,0.00072,45.02,68.1748,65.8396,54.98,275.327,145.153,0.00,23.07,36.99,39.94
9c 3c 2d,5.33694,49.36,67.077,59.0791,50.64,276.423,158.233,4.91,13.13,43.57,38.39
9c 3d 3c,12.0515,49.57,73.385,64.3636,50.43,270.115,155.261,1.11,14.46,50.14,34.29
9c 3d 2c,4.55477,49.39,67.8433,59.7226,50.61,275.657,157.875,5.01,12.82,44.05,38.13
9c 4c 2c,0.00013,11.80,-107.723,-396.814,88.20,451.223,148.291,0.08,18.97,39.44,41.50
9c 4c 2d,7.47772,48.80,65.6044,58.4513,51.20,277.896,157.32,3.26,13.37,44.52,38.85
9c 4c 3c,0.00014,33.22,-5.3296,-6.97449,66.78,348.831,151.415,0.03,23.82,35.40,40.75
9c 4c 3d,5.20709,48.46,66.4549,59.623,51.54,277.045,155.807,4.93,12.54,41.77,40.76
9c 4d 4c,8.7992,49.01,75.9511,67.3727,50.99,267.549,152.102,0.18,16.63,47.57,35.62
9c 4d 2c,5.20932,48.87,66.7931,59.4216,51.13,276.707,156.87,2.63,15.31,42.80,39.26
9c 4d 3c,3.01087,48.57,67.3347,60.2794,51.43,276.165,155.636,4.20,14.18,40.90,40.72
9c 5c 2c,0.00419,43.18,33.8905,34.1278,56.82,309.61,157.93,0.00,24.71,35.06,40.23
9c 5c 2d,2.4867,47.63,66.9839,61.1507,52.37,276.516,153.032,2.99,14.46,40.55,41.99
9c 5c 3c,0.00033,27.17,-10.3022,-16.4843,72.83,353.806,140.816,0.11,24.03,33.34,42.53
9c 5c 3d,0.2749,48.62,68.2847,61.0646,51.38,275.215,155.258,4.45,13.91,39.82,41.82
9c 5c 4c,0.00113,37.63,29.8303,34.4627,62.37,313.663,145.78,0.05,23.86,33.27,42.82
9c 5c 4d,0.11133,48.49,68.9152,61.7912,51.51,274.584,154.515,2.33,18.98,36.43,42.26
9c 5d 5c,2.70088,48.82,75.2973,67.0631,51.18,268.203,151.886,0.21,17.49,44.66,37.64
9c 5d 2c,0.09743,47.81,67.1961,61.1077,52.19,276.304,153.455,2.34,17.22,38.16,42.28
9c 5d 3c,0.29232,48.91,68.1715,60.5958,51.09,275.328,156.217,3.06,17.83,36.65,42.46
9c 5d 4c,0.09835,49.04,69.5318,61.6489,50.96,273.968,155.823,1.87,20.09,35.48,42.56
9c 6c 2c,0.00869,50.84,71.5138,61.1635,49.16,271.986,160.351,0.01,25.38,34.95,39.66
9c 6c 2d,0.33123,47.90,70.9393,64.3878,52.10,272.56,151.643,2.30,17.07,36.26,44.37
9c 6c 3c,0.00079,21.82,-69.982,-139.476,78.18,413.48,153.29,0.06,25.50,31.07,43.37
9c 6c 3d,0.00213,46.79,67.9979,63.1883,53.21,275.5,150.068,3.42,18.12,33.33,45.14
9c 6c 4c,0.00155,44.21,64.4654,63.4014,55.79,279.038,144.968,0.03,23.95,33.28,42.74
9c 6c 4d,0.00419,47.20,70.6113,65.0415,52.80,272.89,149.813,1.80,19.88,32.75,45.57
9c 6c 5c,0.00303,43.15,61.0543,61.5219,56.85,282.444,144,0.10,22.96,34.89,42.04
9c 6c 5d,0.00868,43.24,42.4169,42.6496,56.76,301.081,153.756,0.34,30.68,24.15,44.83
9c 6d 6c,5.50049,49.33,70.3715,62.0261,50.67,273.129,156.236,0.45,15.61,47.73,36.22
9c 6d 2c,0.03312,48.62,73.8647,66.0499,51.38,269.635,152.119,2.07,18.60,34.32,45.02
9c 6d 3c,0.00338,46.13,53.1566,50.1038,53.87,290.342,156.215,2.76,20.69,32.91,43.63
9c 6d 4c,0.00741,49.74,71.4872,62.4928,50.26,272.013,156.86,1.82,19.14,33.71,45.33
9c 6d 5c,0.00411,43.98,50.6245,50.0447,56.02,292.875,151.543,0.15,29.74,24.85,45.26
9c 7c 2c,0.00232,52.08,69.9653,58.4129,47.92,273.534,165.441,0.00,23.55,38.03,38.43
9c 7c 2d,2.12985,48.30,68.1538,61.3471,51.70,275.346,154.38,1.43,18.52,37.99,42.06
9c 7c 3c,0.0008,38.81,29.5735,33.1312,61.19,313.93,148.706,0.01,25.36,32.92,41.71
9c 7c 3d,0.12732,48.88,69.6961,61.9983,51.12,273.804,155.239,3.31,17.62,35.49,43.59
9c 7c 4c,0.00477,45.02,44.8366,43.301,54.98,298.663,157.454,0.02,26.04,33.67,40.28
9c 7c 4d,0.01966,49.46,69.5357,61.1313,50.54,273.966,157.112,2.42,19.40,33.78,44.40
9c 7c 5c,0.00235,41.90,58.7966,61.0067,58.10,284.705,142.044,0.33,23.46,34.85,41.36
9c 7c 5d,0.0052,42.83,39.8535,40.4528,57.17,303.646,153.961,1.74,26.54,27.91,43.81
9c 7c 6c,0.00081,34.53,17.1155,21.5521,65.47,326.376,144.492,0.03,22.82,34.78,42.38
9c 7c 6d,0.00289,42.60,58.4805,59.6795,57.40,285.018,143.939,1.36,26.67,25.36,46.61
9c 7d 7c,4.85697,48.25,68.8193,62.0117,51.75,274.681,153.854,0.01,17.39,45.31,37.29
9c 7d 2c,2.10317,48.57,68.1049,60.9599,51.43,275.395,155.223,0.96,19.64,37.12,42.28
9c 7d 3c,0.03499,48.49,62.4153,55.9663,51.51,281.085,158.165,2.84,19.21,34.09,43.86
9c 7d 4c,0.27484,47.68,67.0392,61.135,52.32,276.461,153.153,2.38,19.11,34.56,43.96
9c 7d 5c,0.00386,42.10,38.357,39.6131,57.90,305.142,152.758,1.50,26.14,28.86,43.50
9c 7d 6c,0.003,43.84,63.3698,62.8469,56.16,280.13,144.581,1.45,26.83,25.77,45.95
9c 8c 2c,0.00033,32.99,30.5171,40.2147,67.01,313.036,135.411,0.01,20.39,37.32,42.28
9c 8c 2d,0.0107,46.74,67.3108,62.6076,53.26,276.189,150.322,2.60,19.23,34.32,43.86
9c 8c 3c,0.00121,44.32,50.8357,49.8693,55.68,292.666,152.356,0.02,20.88,37.83,41.27
9c 8c 3d,0.00416,46.96,55.8083,51.6744,53.04,287.692,157.208,2.71,21.09,31.17,45.04
9c 8c 4c,0.00027,54.19,103.512,83.0568,45.81,239.989,151.836,0.04,23.93,35.50,40.53
9c 8c 4d,0.0044,51.44,70.2294,59.354,48.56,273.27,163.132,2.07,24.64,26.30,46.99
9c 8c 5c,0.00241,46.22,76.3033,71.7754,53.78,267.195,144.01,0.38,21.18,37.40,41.04
9c 8c 5d,0.00279,47.35,60.3169,55.3874,52.65,283.181,155.894,0.50,27.81,28.59,43.10
9c 8c 6c,0.00108,29.89,-14.1134,-20.5305,70.11,357.602,147.84,0.13,19.42,38.67,41.78
9c 8c 6d,0.00346,41.12,46.7036,49.3775,58.88,296.795,146.116,1.61,22.25,30.73,45.40
9c 8c 7c,0.00124,52.88,104.834,86.1877,47.12,238.663,146.827,0.01,20.15,39.84,40.00
9c 8c 7d,12.5856,47.32,55.9539,51.4068,52.68,287.546,158.226,0.93,19.38,42.26,37.43
9c 8d 8c,0.74969,47.98,66.6028,60.3595,52.02,276.897,154.273,0.01,22.38,38.29,39.32
9c 8d 2c,0.06226,48.69,69.7114,62.2558,51.32,273.789,154.65,2.40,19.41,34.33,43.86
9c 8d 3c,0.00469,46.56,62.6075,58.4663,53.44,280.895,152.35,2.50,21.91,31.77,43.82
9c 8d 4c,0.01181,49.63,57.9702,50.7829,50.37,285.533,164.315,2.18,22.96,27.51,47.35
9c 8d 5c,0.00496,43.96,49.1305,48.5902,56.04,294.371,152.262,0.72,28.58,27.77,42.93
9c 8d 6c,0.00515,48.68,68.512,61.1884,51.32,274.988,155.32,1.93,21.51,31.60,44.96
9c 8d 7c,11.0344,47.36,55.8588,51.2771,52.64,287.641,158.395,1.21,18.76,42.56,37.48
9d 9c 2c,1.32421,50.83,65.7085,56.2005,49.17,277.791,163.77,0.05,24.87,37.53,37.54
9d 9c 3c,0.53615,50.71,66.4894,57.0129,49.29,277.011,162.883,0.02,28.03,32.98,38.97
9d 9c 4c,0.19744,50.25,66.0988,57.193,49.75,277.401,161.615,0.05,27.73,32.45,39.77
9d 9c 5c,0.00298,48.11,88.607,80.0745,51.89,254.893,142.386,0.12,31.79,23.95,44.14
9d 9c 6c,0.00774,48.53,96.697,86.6369,51.47,246.802,138.977,0.12,33.16,23.12,43.60
9d 9c 7c,0.00636,49.05,84.6308,75.0114,50.95,258.869,147.283,0.04,26.84,31.04,42.09
9d 9c 8c,0.0041,47.20,60.1184,55.3776,52.80,283.38,155.568,0.18,26.07,33.76,39.98
9h 9d 9c,8.16502,49.10,53.0818,47.0051,50.90,290.418,165.378,4.48,10.61,58.26,26.65
9d 3c 2c,2.56041,49.89,69.7294,60.7724,50.11,273.771,158.347,2.87,19.73,37.09,40.32
9d 4c 2c,4.81963,49.41,67.2269,59.1536,50.59,276.273,158.297,1.47,18.41,39.47,40.66
9d 4c 3c,1.61195,49.09,68.9778,61.0904,50.91,274.522,156.304,3.27,18.37,36.32,42.04
9d 5c 2c,0.2886,48.97,67.5707,59.9956,51.03,275.93,156.724,1.57,19.76,34.63,44.04
9d 5c 3c,0.10027,49.31,73.2201,64.5574,50.69,270.28,154.558,2.31,23.35,29.75,44.59
9d 5c 4c,0.00904,44.49,51.1688,50.0092,55.51,292.331,152.636,0.83,27.61,28.16,43.40
9d 6c 2c,0.00559,47.78,58.1565,52.9157,52.22,285.345,158.399,1.24,22.37,29.91,46.49
9d 6c 3c,0.00514,43.38,36.986,37.0713,56.62,306.514,156.908,1.42,26.99,27.64,43.94
9d 6c 4c,0.00304,47.20,63.161,58.1863,52.80,280.339,153.884,1.15,24.42,27.09,47.34
9d 6c 5c,0.00477,42.52,40.494,41.4083,57.48,303.006,152.793,0.08,30.82,24.73,44.38
9d 7c 2c,0.02771,49.12,70.9844,62.8348,50.88,272.516,155.238,0.70,22.36,32.93,44.01
9d 7c 3c,0.00105,44.30,70.3186,69.0096,55.70,273.181,142.167,1.74,23.41,30.29,44.56
9d 7c 4c,0.00873,49.83,69.4388,60.5914,50.17,274.062,158.328,1.87,23.92,27.74,46.47
9d 7c 5c,0.00423,39.85,42.0447,45.8732,60.15,301.454,145.267,1.10,26.67,27.32,44.92
9d 7c 6c,0.00182,42.58,46.1552,47.1307,57.42,297.345,150.096,0.72,26.83,26.70,45.74
9d 8c 2c,0.04007,47.89,75.0309,68.1256,52.11,268.469,149.318,1.82,23.41,28.62,46.15
9d 8c 3c,0.00159,46.11,61.4304,57.9245,53.89,282.067,151.713,1.47,24.85,28.28,45.40
9d 8c 4c,0.00268,44.85,60.0493,58.2168,55.15,283.452,148.966,1.10,27.07,23.27,48.55
9d 8c 5c,0.00255,46.75,60.7521,56.5027,53.25,282.748,153.903,0.43,28.86,26.02,44.69
9d 8c 6c,0.00159,46.46,64.4629,60.3257,53.54,279.037,151.066,1.63,22.98,30.80,44.59
9d 8c 7c,15.5697,47.47,57.6735,52.8239,52.53,285.827,157.716,1.61,17.63,43.63,37.12
9h 9d 2c,7.28192,51.14,58.8606,50.046,48.86,284.64,168.845,0.00,26.16,39.90,33.94
9h 9d 3c,5.02467,51.12,59.1888,50.3439,48.88,284.311,168.584,0.00,27.62,37.45,34.92
9h 9d 4c,5.25663,50.07,59.0918,51.3147,49.93,284.408,165.097,0.00,23.92,41.29,34.79
9h 9d 5c,1.01106,49.41,62.7762,55.2447,50.59,280.724,160.827,0.00,23.62,39.75,36.63
9h 9d 6c,1.31557,50.10,64.3954,55.8795,49.90,279.105,162.138,0.00,28.97,32.15,38.88
9h 9d 7c,1.30818,49.34,59.6745,52.5899,50.66,283.826,162.378,0.03,32.65,26.38,40.94
9h 9d 8c,1.45386,43.10,28.2534,28.4993,56.90,315.246,160.599,0.37,15.01,15.87,68.75
9h 2d 2c,17.8158,49.86,62.459,54.4685,50.14,281.041,162.456,0.00,16.31,54.02,29.67
9h 3d 3c,16.4789,50.03,63.5091,55.1882,49.97,279.991,162.423,0.00,15.37,55.25,29.39
9h 3d 2c,12.5849,49.81,59.654,52.0749,50.19,283.846,163.913,2.81,16.15,47.24,33.80
9h 4d 4c,15.0559,49.93,67.696,58.9497,50.07,275.804,159.66,0.00,14.80,54.40,30.80
9h 4d 2c,13.0896,49.20,59.639,52.7074,50.80,283.861,161.953,0.40,17.53,47.37,34.71
9h 4d 3c,10.9455,49.02,61.5087,54.5596,50.98,281.991,160.318,4.55,10.74,48.82,35.89
9h 5d 5c,11.3512,49.62,70.4143,61.6948,50.38,273.086,157.126,0.00,16.27,50.46,33.27
9h 5d 2c,8.28811,48.00,59.9123,54.2736,52.00,283.588,158.061,2.06,13.08,44.32,40.54
9h 5d 3c,7.03997,48.41,65.2018,58.5622,51.59,278.298,156.353,4.50,10.95,46.68,37.87
9h 5d 4c,5.52858,48.39,67.0625,60.2535,51.61,276.438,155.259,1.95,15.15,44.51,38.39
9h 6d 6c,12.0287,49.67,67.2965,58.907,50.33,276.203,159.07,0.01,16.69,50.29,33.01
9h 6d 2c,5.97754,48.66,60.1541,53.7459,51.34,283.346,159.979,0.71,14.07,42.29,42.92
9h 6d 3c,3.01883,48.99,65.2398,57.8949,51.01,278.26,158.129,3.90,11.85,43.44,40.82
9h 6d 4c,3.90626,47.71,63.7559,58.0972,52.29,279.744,155.078,1.06,13.77,41.72,43.45
9h 6d 5c,0.00137,55.52,115.328,90.3165,44.48,228.172,148.684,0.14,29.26,27.13,43.48
9h 7d 7c,6.64681,48.93,67.6548,60.1164,51.07,275.845,156.561,0.01,21.50,42.75,35.74
9h 7d 2c,6.2727,48.92,66.6464,59.2383,51.08,276.854,157.087,0.41,21.52,39.38,38.69
9h 7d 3c,5.01451,48.60,64.0413,57.2924,51.40,279.459,157.592,4.25,15.10,40.00,40.65
9h 7d 4c,3.94948,47.46,65.0136,59.5548,52.54,278.486,153.647,4.68,13.99,39.75,41.58
9h 7d 5c,0.00395,50.68,81.0898,69.5681,49.32,262.41,154.216,2.46,20.02,36.86,40.66
9h 7d 6c,0.00227,48.21,100.123,90.302,51.79,243.377,136.204,1.17,31.15,20.48,47.21
9h 8d 8c,2.23106,44.75,39.8666,38.7324,55.25,303.634,159.298,0.52,16.44,25.70,57.33
9h 8d 2c,5.11625,48.25,61.8964,55.7745,51.75,281.604,157.729,3.07,17.81,36.70,42.41
9h 8d 3c,2.62649,49.09,64.8526,57.4423,50.91,278.647,158.639,2.48,20.10,36.83,40.58
9h 8d 4c,2.0145,47.35,62.982,57.8284,52.65,280.518,154.442,2.70,20.13,33.64,43.54
9h 8d 5c,0.00053,49.96,103.665,90.2108,50.04,239.835,138.931,0.52,28.77,26.13,44.58
9h 8d 6c,0.00339,47.75,82.8574,75.4426,52.25,260.643,144.595,2.08,21.49,35.14,41.29
9h 8d 7c,0.01001,48.05,74.0788,67.0294,51.95,269.421,150.325,0.35,22.33,39.18,38.15
Ac 2d 2c,13.2208,45.98,63.4746,60.0211,54.02,280.025,150.253,1.04,1.02,65.73,32.21
Ac 3c 2c,21.0799,48.51,67.4988,60.4939,51.49,276.001,155.379,0.00,2.30,59.62,38.08
Ac 3c 2d,21.3888,47.84,55.4635,50.4058,52.16,288.037,160.066,1.99,3.21,58.24,36.56
Ac 3d 3c,13.7146,46.12,64.8203,61.1025,53.88,278.68,149.93,1.36,0.83,64.64,33.17
Ac 3d 2c,21.0794,47.84,55.5006,50.4457,52.17,287.999,160.027,1.99,3.27,58.15,36.60
Ac 4c 2c,15.901,48.20,65.2172,58.8271,51.80,278.283,155.721,0.00,5.60,56.74,37.66
Ac 4c 2d,18.599,47.61,62.8259,57.3681,52.39,280.674,155.301,3.13,2.70,58.32,35.84
Ac 4c 3c,18.6101,48.43,66.9266,60.0786,51.57,276.573,155.464,0.00,6.46,55.29,38.24
Ac 4c 3d,18.8321,47.43,58.1258,53.2863,52.57,285.374,157.337,3.69,2.07,57.70,36.54
Ac 4d 4c,15.6724,46.27,64.1195,60.2477,53.73,279.381,150.723,0.22,1.69,65.10,32.99
Ac 4d 2c,20.9013,47.68,62.6298,57.1057,52.32,280.87,155.616,3.48,2.09,58.61,35.82
Ac 4d 3c,18.8516,47.46,57.6291,52.7971,52.54,285.871,157.703,3.84,1.76,57.93,36.47
Ac 5c 2c,18.0572,47.93,66.9225,60.7121,52.07,276.578,153.949,0.00,4.30,57.49,38.21
Ac 5c 2d,21.2599,47.26,58.8175,54.1081,52.74,284.683,156.467,3.02,1.95,58.88,36.15
Ac 5c 3c,20.7221,48.19,68.4956,61.7928,51.81,275.004,153.867,0.00,4.40,57.36,38.24
Ac 5c 3d,22.5089,47.12,54.9892,50.7423,52.88,288.511,158.135,2.80,2.37,58.33,36.49
Ac 5c 4c,19.559,48.21,68.2122,61.5214,51.79,275.288,154.061,0.00,5.52,56.10,38.38
Ac 5c 4d,21.2041,46.65,52.712,49.1259,53.35,290.788,157.993,4.27,1.06,58.16,36.50
Ac 5d 5c,16.7421,46.09,61.5225,58.0322,53.91,281.977,151.619,0.25,1.55,64.53,33.67
Ac 5d 2c,20.8546,47.33,58.0357,53.3151,52.67,285.464,157.091,3.00,1.90,59.03,36.07
Ac 5d 3c,24.2924,47.25,55.2582,50.8493,52.75,288.242,158.38,3.06,2.25,58.16,36.53
Ac 5d 4c,22.1542,46.70,52.9146,49.2594,53.30,290.585,158.038,4.50,1.11,57.72,36.67
Ac 6c 2c,18.151,47.97,64.9285,58.8462,52.03,278.572,155.196,0.00,2.66,59.89,37.45
Ac 6c 2d,19.916,47.12,56.6038,52.2312,52.88,286.896,157.253,0.87,2.89,61.61,34.62
Ac 6c 3c,18.1335,47.63,66.0178,60.2627,52.37,277.482,153.581,0.00,3.76,58.12,38.11
Ac 6c 3d,22.3856,46.80,54.5355,50.6672,53.20,288.964,157.432,1.66,2.34,60.31,35.69
Ac 6c 4c,20.1559,47.23,65.4804,60.2809,52.77,278.02,152.706,0.00,5.36,56.73,37.90
Ac 6c 4d,21.2396,46.28,56.0039,52.6156,53.72,287.496,155.118,0.81,5.02,58.60,35.56
Ac 6c 5c,18.1867,47.62,68.6128,62.6486,52.38,274.887,152.107,0.00,6.87,54.71,38.42
Ac 6c 5d,21.4662,46.41,53.5982,50.2109,53.59,289.902,156.805,2.20,4.03,57.41,36.37
Ac 6d 6c,16.2981,46.10,59.051,55.6934,53.90,284.449,152.965,0.42,1.05,65.48,33.05
Ac 6d 2c,20.5211,47.28,57.6552,53.0157,52.72,285.845,157.167,1.48,2.11,61.50,34.90
Ac 6d 3c,23.0801,46.89,55.8974,51.8302,53.11,287.603,156.963,2.15,1.81,60.18,35.86
Ac 6d 4c,20.1465,46.30,56.1982,52.7739,53.70,287.302,155.075,0.88,5.00,58.20,35.92
Ac 6d 5c,23.5907,46.43,54.2956,50.8391,53.57,289.204,156.495,2.35,3.77,57.45,36.43
Ac 7c 2c,16.5323,48.39,66.4087,59.6734,51.61,277.091,155.609,0.00,2.01,60.82,37.17
Ac 7c 2d,18.6867,47.86,60.96,55.3799,52.14,282.54,157.067,0.54,3.87,61.00,34.59
Ac 7c 3c,16.1624,48.24,67.6593,60.9764,51.76,275.841,154.48,0.00,5.29,56.66,38.05
Ac 7c 3d,20.0601,47.92,58.1953,52.8011,52.08,285.305,158.789,1.11,6.07,56.54,36.28
Ac 7c 4c,13.483,47.60,66.1139,60.3869,52.40,277.386,153.444,0.00,5.41,56.79,37.80
Ac 7c 4d,18.7237,47.14,58.4022,53.8655,52.86,285.098,156.332,1.36,5.22,57.70,35.72
Ac 7c 5c,18.1092,47.50,67.9561,62.2039,52.50,275.544,152.126,0.00,7.06,54.86,38.07
Ac 7c 5d,16.9139,46.58,57.3531,53.5318,53.42,286.147,155.267,0.45,8.06,55.05,36.44
Ac 7c 6c,17.1525,48.43,69.2523,62.1727,51.57,274.248,154.141,0.00,8.72,53.80,37.48
Ac 7c 6d,20.1572,47.80,57.3207,52.1429,52.20,286.179,158.896,2.87,5.11,56.03,35.99
Ac 7d 7c,15.1785,46.88,66.6439,61.8052,53.12,276.856,151.076,0.40,1.06,65.26,33.29
Ac 7d 2c,19.4701,47.94,61.0388,55.3531,52.06,282.461,157.279,0.91,3.38,60.79,34.92
Ac 7d 3c,20.7272,48.01,58.8564,53.3044,51.99,284.644,158.684,1.56,5.21,56.78,36.45
Ac 7d 4c,17.486,47.18,58.7402,54.1301,52.82,284.76,156.268,1.60,5.01,57.39,36.00
Ac 7d 5c,17.1173,46.71,57.2718,53.3134,53.29,286.228,155.675,0.56,7.97,54.79,36.68
Ac 7d 6c,19.5601,47.76,57.4719,52.3169,52.24,286.028,158.71,3.01,4.67,56.42,35.90
Ac 8c 2c,15.6484,48.65,66.6589,59.5678,51.35,276.841,156.281,0.00,2.36,60.93,36.71
Ac 8c 2d,19.4348,48.07,64.2791,58.136,51.93,279.221,155.859,0.22,5.22,59.93,34.63
Ac 8c 3c,17.8086,48.73,68.524,61.1408,51.27,274.976,155.454,0.00,2.99,59.71,37.31
Ac 8c 3d,21.298,48.13,62.1799,56.1665,51.87,281.32,157.214,0.11,5.49,58.94,35.47
Ac 8c 4c,14.5981,48.40,67.1435,60.3139,51.60,276.357,155.244,0.00,7.16,55.27,37.58
Ac 8c 4d,18.5156,47.63,60.1773,54.9373,52.37,283.323,156.798,0.13,9.03,54.64,36.20
Ac 8c 5c,15.6418,47.78,67.9874,61.8709,52.22,275.513,152.918,0.00,7.07,55.16,37.77
Ac 8c 5d,18.8608,47.20,58.8405,54.2012,52.80,284.66,156.268,1.10,6.63,55.96,36.31
Ac 8c 6c,15.7725,48.40,68.7546,61.7635,51.60,274.745,154.333,0.00,5.60,57.97,36.43
Ac 8c 6d,21.1647,47.43,61.6663,56.5323,52.57,281.834,155.385,0.15,8.25,56.00,35.60
Ac 8c 7c,19.1453,48.99,70.2425,62.342,51.01,273.257,155.269,0.00,9.91,53.64,36.45
Ac 8c 7d,20.6364,48.41,60.2043,54.0754,51.59,283.296,159.155,2.14,6.08,56.51,35.27
Ac 8d 8c,15.5073,47.31,63.9319,58.7503,52.69,279.568,153.803,0.40,2.04,64.16,33.40
Ac 8d 2c,19.9343,48.19,63.8762,57.6291,51.81,279.624,156.442,0.73,4.38,60.07,34.82
Ac 8d 3c,21.6984,48.26,61.9648,55.8229,51.74,281.535,157.726,0.54,5.38,58.33,35.76
Ac 8d 4c,19.6892,47.74,60.232,54.8545,52.26,283.268,157.114,0.43,9.20,53.79,36.59
Ac 8d 5c,19.0912,47.32,58.5883,53.8341,52.68,284.912,156.757,1.46,6.53,55.47,36.54
Ac 8d 6c,21.3439,47.58,62.4106,57.0353,52.42,281.089,155.416,0.42,8.02,55.90,35.66
Ac 8d 7c,19.403,48.44,60.9264,54.6913,51.56,282.574,158.839,2.51,5.46,56.85,35.18
Ac 9c 2c,20.514,48.94,65.1955,57.9148,51.06,278.304,157.999,0.00,4.56,59.75,35.70
Ac 9c 2d,20.8768,48.30,64.208,57.7949,51.70,279.292,156.592,0.04,5.69,60.16,34.11
Ac 9c 3c,21.5653,48.89,65.8122,58.5236,51.11,277.688,157.492,0.00,4.47,59.41,36.13
Ac 9c 3d,23.0088,48.15,61.3562,55.4048,51.85,282.144,157.721,0.00,6.13,58.85,35.02
Ac 9c 4c,18.9496,48.19,66.1534,59.6903,51.81,277.347,155.151,0.00,4.16,59.69,36.16
Ac 9c 4d,21.5231,47.71,63.225,57.6202,52.29,280.275,155.355,0.03,6.34,58.74,34.90
Ac 9c 5c,18.625,48.75,67.1683,59.9,51.25,276.332,156.296,0.00,9.34,53.94,36.71
Ac 9c 5d,21.8854,47.73,57.916,52.7545,52.27,285.584,158.373,0.00,11.14,52.21,36.65
Ac 9c 6c,20.5631,48.70,67.6523,60.3966,51.30,275.848,155.864,0.00,8.19,55.91,35.90
