Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\3BP\b66\BTNvSB\2c2d2h.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 230 freq,BET 115 freq,BET 69 freq,CHECK freq
Qd 5c 4c,72.0026,49.81,94.0293,82.0732,50.19,134.471,116.492,11.52,0.03,56.73,31.72
Qd 6c 2c,61.2255,50.98,100.719,85.9008,49.02,127.781,113.332,3.57,6.57,38.94,50.92
Qd 6c 3c,69.128,50.51,97.5951,84.0045,49.49,130.905,115.009,5.51,2.05,46.77,45.68
Qd 6c 4c,63.4744,50.01,97.2787,84.5815,49.99,131.221,114.117,6.36,3.30,46.50,43.84
Qd 6c 5c,72.2597,49.50,94.7041,83.1876,50.50,133.796,115.186,7.11,0.02,50.18,42.68
Qd 7c 2c,60.1091,51.77,104.744,87.9663,48.23,123.756,111.565,2.91,10.37,31.04,55.68
Qd 7c 3c,67.1077,50.95,99.5349,84.9387,49.05,128.965,114.315,5.10,0.00,48.98,45.92
Qd 7c 4c,63.3271,50.32,98.8773,85.4367,49.68,129.623,113.437,5.58,2.47,46.15,45.79
Qd 7c 5c,64.983,49.74,97.2438,85.0001,50.26,131.256,113.547,6.34,2.25,45.59,45.82
Qd 7c 6c,70.3734,49.75,94.8565,82.9005,50.25,133.644,115.631,7.81,0.94,48.69,42.56
Qd 8c 2c,54.9486,51.05,100.883,85.9268,48.95,127.616,113.342,6.71,8.67,36.71,47.91
Qd 8c 3c,61.4149,50.70,98.6492,84.5951,49.30,129.851,114.52,8.29,6.21,41.40,44.10
Qd 8c 4c,56.7217,49.90,95.8806,83.5376,50.10,132.619,115.096,9.58,2.38,51.25,36.79
Qd 8c 5c,59.2349,49.12,93.6012,82.8558,50.88,134.899,115.267,10.48,3.36,50.22,35.94
Qd 8c 6c,58.254,49.57,95.7226,83.9508,50.43,132.777,114.485,9.07,0.00,50.18,40.75
Qd 8c 7c,64.0179,50.00,96.1175,83.5742,50.00,132.383,115.124,8.78,3.14,45.84,42.24
Qd 9c 2c,57.2396,51.41,100.9,85.3315,48.59,127.6,114.178,8.26,17.34,21.06,53.34
Qd 9c 3c,62.3818,50.92,98.128,83.782,49.08,130.372,115.499,9.47,15.24,26.12,49.17
Qd 9c 4c,58.6933,50.64,98.3903,84.4771,49.36,130.11,114.603,9.09,16.12,25.90,48.89
Qd 9c 5c,59.143,49.64,93.8321,82.1845,50.36,134.668,116.266,10.17,9.77,39.44,40.62
Qd 9c 6c,58.5354,49.95,95.0336,82.7219,50.05,133.466,115.94,9.59,14.96,29.91,45.55
Qd 9c 7c,58.1019,50.61,97.5076,83.7604,49.39,130.992,115.323,10.04,15.33,27.04,47.58
Qd 9c 8c,64.4764,49.86,91.754,80.0163,50.14,136.746,118.569,14.09,15.92,30.70,39.28
Qd Jc 2c,54.3179,55.75,113.967,88.8747,44.25,114.533,112.544,8.32,26.14,1.81,63.73
Qd Jc 3c,58.5978,55.02,110.645,87.4393,44.98,117.855,113.913,8.90,28.69,0.23,62.18
Qd Jc 4c,54.3924,54.89,110.058,87.1784,45.11,118.442,114.155,9.29,28.29,2.19,60.23
Qd Jc 5c,54.2679,54.61,108.038,86.008,45.39,120.462,115.4,9.84,32.05,0.46,57.64
Qd Jc 6c,54.6322,54.98,110.192,87.1379,45.02,118.308,114.26,8.67,29.94,0.99,60.41
Qd Jc 7c,54.0263,55.19,110.818,87.2937,44.81,117.682,114.197,8.69,28.82,1.97,60.53
Qd Jc 8c,52.9277,53.07,102.061,83.6089,46.93,126.439,117.148,16.03,32.30,0.01,51.66
Qd Jc 9c,66.8181,54.37,110.356,88.2549,45.63,118.144,112.563,13.00,29.96,0.00,57.04
Qd Jc Tc,25.8936,56.76,119.294,91.3765,43.24,109.206,109.813,9.09,21.91,0.00,69.00
Qh Qd 2c,25.3704,51.87,99.0371,83.0178,48.13,129.463,116.945,15.42,15.28,32.58,36.72
Qh Qd 3c,35.2016,52.31,98.5132,81.8824,47.69,129.987,118.504,16.24,11.13,40.79,31.84
Qh Qd 4c,28.5698,51.90,98.3226,82.3664,48.10,130.177,117.671,16.93,8.61,44.07,30.40
Qh Qd 5c,34.4086,52.42,101.227,83.9594,47.58,127.273,116.302,13.60,1.95,51.78,32.67
Qh Qd 6c,35.4012,53.28,106.676,87.052,46.72,121.824,113.37,8.33,5.95,40.24,45.47
Qh Qd 7c,32.6121,53.67,109.756,88.9223,46.33,118.743,111.423,6.24,10.36,32.54,50.86
Qh Qd 8c,36.2675,52.68,105.743,87.2781,47.32,122.757,112.783,11.14,14.07,34.90,39.90
Qh Qd 9c,48.7229,53.36,106.889,87.0998,46.64,121.611,113.359,10.22,21.07,21.46,47.25
Qh Qd Jc,48.4037,58.60,123.984,91.9894,41.40,104.516,109.763,0.26,30.69,0.00,69.04
Qh Qd Tc,36.9718,56.45,119.531,92.0712,43.55,108.969,108.778,4.23,29.26,0.01,66.50
Qd Tc 2c,46.1788,54.18,107.729,86.453,45.82,120.771,114.594,12.34,24.36,0.55,62.75
Qd Tc 3c,50.3502,53.39,104.303,84.9434,46.61,124.197,115.846,12.44,27.03,0.01,60.52
Qd Tc 4c,45.8583,53.26,103.854,84.7869,46.74,124.646,115.937,12.68,27.94,0.01,59.37
Qd Tc 5c,45.8672,52.98,101.879,83.605,47.02,126.621,117.087,12.62,31.03,0.00,56.35
Qd Tc 6c,44.7345,52.41,100.2,83.1279,47.59,128.3,117.209,12.17,30.79,0.01,57.03
Qd Tc 7c,45.0158,52.74,101.9,84.0057,47.26,126.6,116.469,12.57,29.84,0.00,57.58
Qd Tc 8c,48.2364,51.74,97.3826,81.8384,48.26,131.117,118.117,20.76,27.44,0.02,51.79
Qd Tc 9c,43.5242,54.23,111.337,89.2598,45.77,117.163,111.301,11.24,15.69,8.86,64.21
Qh 2d 2c,34.6729,52.48,109.048,90.3514,47.53,119.452,109.281,7.66,35.99,8.61,47.74
Qh 3d 3c,37.7573,52.63,108.794,89.884,47.38,119.706,109.86,7.98,37.60,5.91,48.51
Qh 3d 2c,51.6362,51.36,93.9039,79.4871,48.64,134.596,120.322,13.42,25.98,33.85,26.75
Qh 4d 4c,48.9823,52.64,107.461,88.7596,47.36,121.039,111.116,6.76,31.08,16.94,45.23
Qh 4d 2c,44.7656,51.02,96.2437,82.0124,48.98,132.256,117.407,12.86,28.94,30.58,27.62
Qh 4d 3c,57.188,50.62,91.3353,78.4464,49.38,137.165,120.776,14.87,14.89,53.14,17.10
Qh 5d 5c,57.789,52.50,105.714,87.5449,47.50,122.786,112.394,5.11,18.91,33.34,42.64
Qh 5d 2c,50.6888,51.00,98.0306,83.5718,49.00,130.469,115.768,9.60,21.31,38.52,30.57
Qh 5d 3c,61.3063,50.66,93.8274,80.531,49.34,134.673,118.666,11.71,5.74,62.23,20.33
Qh 5d 4c,65.4286,50.38,93.2967,80.5096,49.62,135.203,118.478,14.41,0.01,71.92,13.66
Qh 6d 6c,48.89,53.15,109.843,89.8469,46.85,118.657,110.128,3.80,23.96,23.30,48.93
Qh 6d 2c,46.7005,51.49,100.538,84.89,48.51,127.962,114.695,6.65,19.39,36.52,37.44
Qh 6d 3c,59.5716,51.10,96.2617,81.9024,48.90,132.238,117.579,7.89,4.87,58.87,28.36
Qh 6d 4c,54.6127,50.72,97.2621,83.375,49.28,131.238,115.788,9.65,0.12,67.36,22.86
Qh 6d 5c,66.1135,50.18,95.1438,82.4293,49.82,133.356,116.392,10.11,0.00,64.16,25.73
Qh 7d 7c,44.1099,53.57,113.328,91.9751,46.43,115.172,107.855,0.57,30.35,10.62,58.46
Qh 7d 2c,44.3692,52.37,106.296,88.2545,47.63,122.204,111.543,4.74,28.64,19.40,47.22
Qh 7d 3c,54.1257,51.61,99.9803,84.2228,48.39,128.52,115.481,6.81,12.57,45.93,34.68
Qh 7d 4c,54.2986,50.99,99.7471,85.0459,49.01,128.753,114.23,7.52,7.31,53.50,31.67
Qh 7d 5c,59.6954,50.59,99.3799,85.4087,49.41,129.12,113.62,7.58,0.00,62.53,29.89
Qh 7d 6c,59.5152,50.58,95.7748,82.3329,49.42,132.725,116.76,10.60,0.01,60.31,29.08
Qh 8d 8c,53.3116,53.08,107.634,88.1717,46.92,120.866,111.989,5.16,21.66,28.19,44.99
Qh 8d 2c,45.8833,51.91,103.42,86.6173,48.09,125.08,113.091,8.04,32.26,20.07,39.63
Qh 8d 3c,52.4815,51.48,100.175,84.6046,48.52,128.325,114.99,8.82,20.64,37.70,32.84
Qh 8d 4c,50.3498,50.63,97.2215,83.4881,49.37,131.278,115.612,9.45,6.47,60.64,23.45
Qh 8d 5c,55.8698,49.84,95.5445,83.3412,50.16,132.955,115.255,11.15,0.81,66.29,21.75
Qh 8d 6c,52.5889,50.40,98.8842,85.3072,49.60,129.616,113.614,7.90,0.01,58.93,33.16
Qh 8d 7c,54.3738,50.95,99.2279,84.6757,49.05,129.272,114.588,8.38,0.00,56.85,34.77
Qh 9d 9c,56.1817,53.48,107.626,87.4904,46.52,120.874,112.982,5.39,21.01,20.62,52.99
Qh 9d 2c,51.5355,52.50,105.83,87.649,47.50,122.67,112.276,3.96,30.17,12.89,52.99
Qh 9d 3c,56.5319,51.81,101.677,85.3268,48.19,126.823,114.422,5.67,21.13,25.04,48.16
Qh 9d 4c,55.6942,51.40,102.049,86.3211,48.60,126.451,113.125,6.05,18.69,28.73,46.52
Qh 9d 5c,57.3242,50.29,96.178,83.1531,49.71,132.322,115.731,8.49,7.44,45.18,38.89
Qh 9d 6c,55.9253,50.47,97.3677,83.8709,49.52,131.132,115.122,8.32,10.39,36.26,45.03
Qh 9d 7c,54.4389,51.31,100.675,85.3044,48.69,127.825,114.148,7.93,10.55,33.32,48.20
Qh 9d 8c,65.0067,50.01,94.1062,81.8159,49.99,134.394,116.886,12.30,9.20,38.11,40.40
Qh Jd Jc,32.2647,58.52,135.494,100.662,41.48,93.0063,97.492,2.01,25.94,0.01,72.04
Qh Jd 2c,46.9836,57.04,120.979,92.2145,42.96,107.521,108.819,0.10,33.10,1.31,65.49
Qh Jd 3c,52.2822,56.27,116.996,90.4047,43.73,111.504,110.853,0.60,34.99,0.04,64.37
Qh Jd 4c,50.5333,56.02,116.55,90.4623,43.98,111.95,110.664,1.36,34.02,2.14,62.48
Qh Jd 5c,52.4911,55.42,112.955,88.6221,44.58,115.545,112.68,2.71,35.25,2.18,59.85
Qh Jd 6c,50.9197,56.07,115.236,89.3529,43.93,113.265,112.106,1.37,33.88,2.26,62.49
Qh Jd 7c,50.5273,56.33,116.794,90.1481,43.67,111.706,111.214,2.42,33.87,0.85,62.86
Qh Jd 8c,54.7593,53.46,104.559,85.0293,46.54,123.941,115.798,12.72,31.26,0.01,56.02
Qh Jd 9c,68.3983,54.76,112.979,89.7034,45.24,115.521,111.022,9.75,27.17,0.01,63.07
Qh Jd Tc,25.6947,57.40,121.469,92.0063,42.60,107.031,109.241,9.06,18.87,0.58,71.48
Qh Td Tc,41.6591,56.08,121.414,94.1344,43.92,107.086,106.003,6.18,29.14,0.00,64.68
Qh Td 2c,43.3016,55.19,116.077,91.446,44.81,112.423,109.079,6.01,30.03,0.00,63.96
Qh Td 3c,47.1445,54.33,111.702,89.3967,45.67,116.798,111.184,7.03,30.72,0.60,61.65
Qh Td 4c,45.6014,53.96,110.01,88.6415,46.04,118.49,111.895,7.61,30.80,2.25,59.34
Qh Td 5c,46.9841,53.32,106.628,86.9483,46.68,121.872,113.51,8.74,32.54,1.24,57.48
Qh Td 6c,45.2645,52.75,105.025,86.5595,47.25,123.475,113.626,8.14,32.19,0.81,58.86
Qh Td 7c,46.0348,53.44,107.681,87.6085,46.56,120.819,112.822,8.55,29.06,2.95,59.44
Qh Td 8c,49.2934,51.71,98.0795,82.4629,48.29,130.42,117.43,17.09,27.39,0.01,55.50
Qh Td 9c,47.5862,54.62,113.611,90.4306,45.38,114.889,110.082,8.09,15.45,9.68,66.78
Tc 2d 2c,21.6744,49.61,97.103,85.0955,50.39,131.397,113.382,18.00,33.98,15.05,32.97
Tc 3c 2c,73.6296,52.78,110.306,90.8629,47.22,118.194,108.832,8.46,0.01,32.28,59.26
Tc 3c 2d,29.6502,48.86,86.7555,77.2027,51.14,141.744,120.504,22.57,30.19,29.07,18.17
Tc 3d 3c,23.1593,50.19,98.6768,85.4829,49.81,129.823,113.318,17.63,35.32,12.68,34.37
Tc 3d 2c,29.3745,48.87,86.9936,77.3988,51.13,141.506,120.325,22.33,30.02,29.06,18.59
Tc 4c 2c,54.4924,52.67,109.792,90.6253,47.33,118.708,109.056,9.86,0.02,32.28,57.84
Tc 4c 2d,26.125,48.45,87.1334,78.1995,51.55,141.367,119.221,21.32,34.28,25.48,18.92
Tc 4c 3c,68.8835,52.04,107.772,90.048,47.96,120.728,109.437,10.32,0.01,34.65,55.02
Tc 4c 3d,31.3538,48.14,83.1742,75.127,51.86,145.326,121.827,23.41,26.86,35.68,14.05
Tc 4d 4c,26.7898,50.31,101.338,87.5778,49.69,127.162,111.264,18.47,32.34,16.98,32.21
Tc 4d 2c,26.5781,48.46,87.5205,78.5309,51.54,140.979,118.917,20.93,32.51,26.94,19.62
Tc 4d 3c,32.1578,48.14,83.2169,75.1591,51.86,145.283,121.802,23.44,24.31,38.81,13.44
Tc 5c 2c,58.2169,52.73,110.326,90.9605,47.27,118.174,108.706,8.52,0.31,31.04,60.12
Tc 5c 2d,27.666,48.56,90.0581,80.6256,51.44,138.442,117.025,19.87,31.19,26.28,22.67
Tc 5c 3c,70.8082,52.02,108.367,90.5675,47.98,120.133,108.869,9.66,0.00,34.46,55.87
Tc 5c 3d,32.6256,48.20,85.9681,77.543,51.80,142.532,119.639,22.40,24.79,36.20,16.61
Tc 5c 4c,72.4043,51.36,106.216,89.9181,48.64,122.284,109.304,9.97,0.01,35.18,54.84
Tc 5c 4d,35.005,47.87,84.1085,76.3934,52.13,144.391,120.426,24.67,16.98,44.43,13.91
Tc 5d 5c,29.0164,50.41,101.792,87.8017,49.59,126.707,111.083,19.30,25.90,21.23,33.57
Tc 5d 2c,28.641,48.58,90.2201,80.7414,51.42,138.28,116.928,18.93,28.37,29.12,23.58
Tc 5d 3c,35.1003,48.31,86.3774,77.7413,51.69,142.123,119.54,22.56,20.74,39.94,16.77
Tc 5d 4c,35.8308,47.92,84.3189,76.5012,52.08,144.181,120.37,24.38,14.23,47.63,13.76
Tc 6c 2c,67.8786,52.45,109.814,91.0228,47.55,118.686,108.532,6.57,0.02,30.75,62.66
Tc 6c 2d,25.9629,47.61,86.4576,78.9525,52.39,142.042,117.884,17.38,18.72,37.89,26.02
Tc 6c 3c,77.2241,51.85,108.195,90.7335,48.15,120.305,108.622,6.49,0.01,31.29,62.21
Tc 6c 3d,32.373,47.83,85.221,77.462,52.17,143.279,119.416,20.73,13.01,45.96,20.30
Tc 6c 4c,62.2584,51.51,107.123,90.4266,48.49,121.377,108.824,9.08,0.01,34.13,56.77
Tc 6c 4d,31.6393,47.62,85.8003,78.3445,52.38,142.7,118.44,22.99,9.56,51.52,15.93
Tc 6c 5c,77.2685,51.46,107.998,91.2385,48.53,120.502,107.947,5.83,0.00,30.90,63.28
Tc 6c 5d,36.8303,47.91,87.0619,79.011,52.09,141.438,118.052,21.11,1.66,56.95,20.28
Tc 6d 6c,26.853,50.01,98.9433,86.0272,49.99,129.557,112.672,17.87,22.02,25.55,34.56
Tc 6d 2c,27.006,47.67,86.6644,79.0421,52.33,141.836,117.846,17.39,17.67,38.16,26.78
Tc 6d 3c,34.776,48.03,85.8215,77.6819,51.97,142.678,119.374,20.40,9.18,50.78,19.64
Tc 6d 4c,32.2104,47.64,85.9346,78.425,52.36,142.565,118.386,22.81,9.76,51.44,15.99
Tc 6d 5c,36.3749,47.90,86.9321,78.9149,52.10,141.568,118.131,21.06,0.02,60.01,18.92
Tc 7c 2c,67.6057,52.84,110.603,91.0029,47.16,117.897,108.699,7.98,0.03,30.73,61.26
Tc 7c 2d,29.2334,49.09,93.7423,83.0219,50.91,134.758,115.092,15.96,22.45,27.71,33.89
Tc 7c 3c,75.7907,51.92,107.996,90.4295,48.08,120.504,108.98,9.24,0.01,32.64,58.11
Tc 7c 3d,32.4215,48.49,88.5576,79.4102,51.51,139.942,118.114,20.85,17.61,37.86,23.68
Tc 7c 4c,60.8452,51.25,105.66,89.6329,48.75,122.84,109.562,11.94,0.01,36.14,51.91
Tc 7c 4d,31.5996,48.05,87.746,79.3985,51.95,140.754,117.799,21.28,12.16,44.83,21.73
Tc 7c 5c,62.0945,51.32,106.108,89.8985,48.68,122.392,109.309,11.23,0.00,35.78,52.99
Tc 7c 5d,33.9215,48.17,89.0528,80.3853,51.83,139.447,116.969,22.43,4.58,51.77,21.22
Tc 7c 6c,90.1159,50.47,104.223,89.787,49.53,124.277,109.089,13.10,0.00,31.61,55.30
Tc 7c 6d,51.2442,47.35,81.7789,75.0931,52.65,146.721,121.161,25.26,0.00,55.45,19.29
Tc 7d 7c,22.3479,50.39,102.68,88.5977,49.61,125.82,110.267,17.30,22.95,18.51,41.24
Tc 7d 2c,29.5901,49.14,93.7994,82.9892,50.86,134.701,115.155,15.79,20.45,29.92,33.85
Tc 7d 3c,33.6614,48.63,89.0286,79.5938,51.37,139.471,118.05,20.67,12.62,44.05,22.67
Tc 7d 4c,31.3222,48.12,88.2938,79.7703,51.88,140.206,117.51,21.22,13.94,41.72,23.13
Tc 7d 5c,33.1324,48.21,89.7234,80.9109,51.79,138.777,116.513,23.00,10.46,43.14,23.40
Tc 7d 6c,50.938,47.42,82.455,75.5949,52.58,146.045,120.773,24.88,0.00,55.10,20.02
Tc 8c 2c,65.6303,52.39,109.703,91.0385,47.61,118.797,108.492,9.20,0.02,30.85,59.93
Tc 8c 2d,27.7122,48.40,90.9237,81.6851,51.60,137.576,115.912,19.16,18.67,29.45,32.72
Tc 8c 3c,75.2217,52.17,109.37,91.1412,47.83,119.13,108.301,8.82,0.01,31.19,59.98
Tc 8c 3d,32.2243,48.63,90.4722,80.8911,51.37,138.028,116.819,20.18,15.34,34.74,29.74
Tc 8c 4c,59.1199,50.97,105.39,89.8912,49.03,123.11,109.181,11.99,0.00,35.55,52.46
Tc 8c 4d,30.4101,47.72,87.3122,79.559,52.28,141.188,117.408,23.18,9.12,45.98,21.72
Tc 8c 5c,60.2212,50.90,105.951,90.4954,49.10,122.549,108.526,10.89,0.00,36.26,52.85
Tc 8c 5d,33.5987,47.75,88.4409,80.5338,52.25,140.059,116.54,22.45,0.60,55.13,21.82
Tc 8c 6c,65.4886,50.84,105.362,90.1051,49.16,123.138,108.907,11.56,0.00,33.17,55.27
Tc 8c 6d,37.4488,46.99,81.5375,75.4493,53.01,146.962,120.53,28.36,0.01,52.52,19.12
Tc 8c 7c,77.322,51.07,105.64,89.9346,48.93,122.86,109.173,13.08,0.00,28.86,58.06
Tc 8c 7d,40.1927,48.17,84.3787,76.1584,51.83,144.121,120.901,26.81,0.00,54.38,18.80
Tc 8d 8c,22.0819,50.31,100.001,86.4159,49.69,128.499,112.443,21.95,16.17,27.35,34.53
Tc 8d 2c,28.5685,48.47,90.5304,81.2109,51.53,137.97,116.407,19.22,15.74,33.94,31.10
Tc 8d 3c,34.0497,48.68,90.1947,80.5624,51.32,138.305,117.165,20.46,14.25,37.47,27.83
Tc 8d 4c,30.6639,47.73,86.9135,79.1749,52.27,141.586,117.767,23.57,9.30,46.88,20.25
Tc 8d 5c,32.8038,47.79,87.9597,80.0287,52.21,140.54,117.03,23.78,1.89,54.03,20.30
Tc 8d 6c,37.352,47.07,81.86,75.6164,52.93,146.64,120.451,28.66,0.01,52.57,18.76
Tc 8d 7c,40.2192,48.13,84.0095,75.8831,51.87,144.49,121.125,27.16,0.00,54.44,18.40
Tc 9c 2c,51.6349,50.91,103.646,88.5113,49.09,124.854,110.588,14.97,0.03,33.16,51.85
Tc 9c 2d,30.5862,48.67,87.6331,78.286,51.33,140.867,119.318,22.10,17.56,27.51,32.83
Tc 9c 3c,62.656,51.21,104.965,89.1178,48.79,123.535,110.085,15.12,3.17,28.63,53.07
Tc 9c 3d,34.2321,48.58,85.4049,76.4292,51.42,143.095,121.005,23.72,10.20,40.17,25.91
Tc 9c 4c,42.5725,49.70,99.5907,87.1263,50.30,128.909,111.422,16.98,0.98,34.42,47.62
Tc 9c 4d,32.9023,48.33,85.9536,77.323,51.67,142.546,119.95,23.87,6.88,44.82,24.42
Tc 9c 5c,41.3625,49.66,99.5922,87.1957,50.34,128.908,111.336,16.82,1.96,33.47,47.75
Tc 9c 5d,34.2056,48.09,84.8782,76.7392,51.91,143.622,120.292,22.72,0.03,54.46,22.79
Tc 9c 6c,57.6243,50.27,100.721,87.1169,49.73,127.779,111.71,17.67,4.47,25.92,51.94
Tc 9c 6d,42.2446,47.59,79.1326,72.2952,52.41,149.367,123.912,28.33,0.03,55.81,15.83
Tc 9c 7c,47.773,49.82,98.4265,85.8916,50.18,130.074,112.709,20.39,6.26,29.90,43.45
Tc 9c 7d,35.3911,47.88,79.114,71.844,52.12,149.386,124.612,37.78,14.64,28.35,19.23
Tc 9c 8c,62.685,50.61,100.687,86.5061,49.39,127.813,112.504,18.84,7.44,20.63,53.09
Tc 9c 8d,50.8956,49.18,82.476,72.9083,50.82,146.024,124.938,34.68,33.79,7.53,23.99
Tc 9d 9c,17.4346,49.30,96.4938,85.098,50.70,132.006,113.204,26.40,11.61,24.33,37.66
Tc 9d 2c,31.9097,48.84,87.5973,77.9839,51.16,140.903,119.741,20.86,12.38,36.15,30.62
Tc 9d 3c,36.2093,48.76,85.4607,76.2085,51.24,143.039,121.364,22.37,3.63,50.82,23.18
Tc 9d 4c,33.3188,48.41,85.7484,77.014,51.59,142.752,120.304,22.76,5.69,48.00,23.55
Tc 9d 5c,34.4177,48.23,84.9127,76.5493,51.77,143.587,120.586,22.31,0.06,55.92,21.71
Tc 9d 6c,42.0868,47.60,79.1851,72.3283,52.40,149.315,123.893,27.64,0.06,56.04,16.27
Tc 9d 7c,36.2935,48.05,79.7527,72.1683,51.95,148.747,124.484,37.37,15.56,28.06,19.00
Tc 9d 8c,51.5506,49.28,83.341,73.5246,50.72,145.159,124.442,34.80,34.43,7.39,23.39
Td Tc 2c,25.7182,50.43,91.959,79.2768,49.57,136.541,119.77,21.08,9.97,39.83,29.12
Td Tc 3c,33.4183,50.93,93.3245,79.6699,49.07,135.175,119.772,22.15,11.95,36.27,29.63
Td Tc 4c,25.5434,50.53,92.8428,79.8909,49.47,135.657,119.22,22.16,7.32,43.52,27.00
Td Tc 5c,26.817,50.77,95.5207,81.7967,49.23,132.979,117.451,21.41,0.72,47.66,30.21
Td Tc 6c,24.9774,49.94,94.1657,81.9774,50.06,134.334,116.679,19.14,0.01,47.69,33.15
Td Tc 7c,23.6283,50.06,97.0147,84.267,49.94,131.485,114.462,16.91,0.01,46.00,37.09
Td Tc 8c,18.6347,49.29,93.5031,82.4721,50.71,134.997,115.754,24.09,0.01,49.48,26.42
Td Tc 9c,18.1043,48.88,93.9359,83.561,51.12,134.564,114.441,24.75,8.56,32.60,34.09
Th Td Tc,9.6385,51.84,91.0149,76.327,48.16,137.485,124.133,32.37,32.10,17.50,18.02
Td 3c 2c,32.9615,49.51,88.6056,77.8159,50.49,139.894,120.459,20.92,23.86,34.29,20.93
Td 4c 2c,28.7358,49.03,88.7462,78.7013,50.97,139.754,119.207,20.09,28.73,28.92,22.26
Td 4c 3c,35.4143,48.64,84.6139,75.641,51.36,143.886,121.796,22.54,17.68,44.90,14.88
Td 5c 2c,30.4429,49.07,90.8569,80.5048,50.93,137.643,117.502,18.17,26.01,29.70,26.13
Td 5c 3c,37.893,48.67,86.9335,77.6667,51.33,141.566,119.902,21.91,13.78,46.11,18.20
Td 5c 4c,41.6245,48.36,85.3355,76.7285,51.64,143.164,120.527,22.50,0.36,64.31,12.83
Td 6c 2c,28.8797,48.28,87.3613,78.6686,51.72,141.139,118.654,16.90,14.70,39.19,29.21
Td 6c 3c,37.2984,48.44,86.0756,77.2582,51.56,142.424,120.102,19.73,2.94,56.42,20.91
Td 6c 4c,34.0186,48.00,85.8362,77.7485,52.00,142.664,119.287,21.44,0.05,62.06,16.45
Td 6c 5c,43.1746,48.28,87.906,79.1649,51.72,140.594,118.188,20.39,0.00,57.83,21.78
Td 7c 2c,31.722,49.49,93.555,82.1846,50.51,134.945,116.167,16.46,16.83,32.74,33.97
Td 7c 3c,36.9951,48.97,88.724,78.7676,51.03,139.776,119.101,20.82,8.81,47.07,23.30
Td 7c 4c,33.7042,48.45,88.2139,79.1558,51.55,140.286,118.329,20.71,4.71,52.16,22.42
Td 7c 5c,36.3441,48.60,89.5049,80.0711,51.40,138.995,117.575,21.55,0.03,56.53,21.89
Td 7c 6c,58.5062,47.76,83.1085,75.6646,52.24,145.391,120.996,25.66,0.00,54.44,19.89
Td 8c 2c,28.0925,48.47,90.0612,80.7849,51.53,138.439,116.809,18.33,13.84,34.45,33.38
Td 8c 3c,34.213,48.74,89.7316,80.0365,51.25,138.768,117.714,19.71,8.84,42.76,28.68
Td 8c 4c,30.7069,47.79,86.3762,78.5796,52.21,142.124,118.36,22.07,1.74,55.34,20.85
Td 8c 5c,33.8259,47.87,87.7889,79.7303,52.13,140.711,117.365,22.36,0.02,55.60,22.02
Td 8c 6c,38.9452,47.13,82.1034,75.7486,52.87,146.397,120.382,27.91,0.02,51.85,20.22
Td 8c 7c,44.3764,48.46,85.2585,76.4938,51.54,143.242,120.836,26.53,0.00,54.93,18.53
Td 9c 2c,31.6125,48.78,86.9938,77.5386,51.22,141.506,120.119,21.03,11.56,35.99,31.42
Td 9c 3c,35.8505,48.66,84.8391,75.7978,51.34,143.661,121.673,22.44,4.02,49.33,24.20
Td 9c 4c,33.1209,48.36,85.1041,76.508,51.64,143.396,120.74,22.92,5.46,47.43,24.19
Td 9c 5c,34.1025,48.13,84.2425,76.0981,51.87,144.257,120.923,22.36,0.03,55.72,21.90
Td 9c 6c,42.3865,47.67,79.2919,72.3135,52.33,149.208,123.979,27.16,0.02,56.36,16.47
Td 9c 7c,36.0459,48.05,79.8502,72.2468,51.95,148.65,124.418,36.87,17.85,25.21,20.07
Td 9c 8c,53.4165,49.28,83.1836,73.3914,50.72,145.316,124.567,34.45,38.60,4.18,22.77
Th Td 2c,23.0324,51.69,89.6082,75.3656,48.31,138.892,125.013,25.04,18.74,34.91,21.31
Th Td 3c,24.2135,51.99,89.091,74.5097,48.01,139.409,126.242,23.74,11.68,43.49,21.10
Th Td 4c,19.8986,51.50,88.8445,75.0054,48.50,139.656,125.196,24.96,13.55,41.19,20.30
Th Td 5c,19.9639,51.47,91.3653,77.1819,48.53,137.135,122.855,21.25,6.40,47.68,24.68
Th Td 6c,17.6551,50.76,93.1008,79.7455,49.24,135.399,119.556,23.72,1.36,52.95,21.97
Th Td 7c,16.3772,50.80,96.4789,82.581,49.20,132.021,116.657,20.95,0.43,53.44,25.18
Th Td 8c,8.81196,47.60,83.3341,76.1121,52.40,145.166,120.458,33.09,5.52,52.03,9.36
Th Td 9c,6.1953,43.36,71.859,72.0535,56.64,156.641,120.243,37.99,11.32,34.27,16.42
Th 2d 2c,17.1319,50.32,95.4894,82.5128,49.68,133.011,116.397,22.68,43.75,9.31,24.25
Th 3d 3c,17.4217,50.87,97.6543,83.4654,49.13,130.846,115.793,21.79,43.15,7.01,28.05
Th 3d 2c,23.3662,49.35,77.8682,68.6032,50.65,150.632,129.303,26.90,41.51,22.31,9.28
Th 4d 4c,18.234,50.88,99.3804,84.9224,49.12,129.12,114.29,20.47,42.20,9.96,27.37
