Aggregation analysis,PioViewer 3.2.9, EV in chips
File, D:\Database\SimpleTree\SRP\b25\LJvBB\7c5d2c.cfr
Action Line,Root CHECK
Flop,Global %,OOP Equity,OOP EV,OOP EQR,IP Equity,IP EV,IP EQR,BET 11 freq,CHECK freq
9c 5d 3c,100,45.50,17.7706,86.7838,54.50,25.7294,104.919,68.38,31.62
9c 5d 4c,100,45.92,17.7688,85.9806,54.08,25.7312,105.742,69.99,30.01
9c 6c 2c,100,45.62,16.8721,82.1954,54.38,26.6279,108.804,96.48,3.52
9c 6c 2d,100,45.41,17.5495,85.8893,54.59,25.9504,105.63,71.12,28.88
9c 6c 3c,100,46.06,17.0964,82.4879,53.94,26.4036,108.773,95.13,4.87
9c 6c 3d,100,46.01,18.1981,87.8932,53.99,25.3019,104.143,63.01,36.99
9c 6c 4c,100,46.27,16.9773,81.5315,53.73,26.5227,109.702,99.22,0.78
9c 6c 4d,100,46.51,18.3774,87.8084,53.49,25.1226,104.369,62.31,37.69
9c 6c 5c,100,47.21,17.7934,83.7607,52.79,25.7066,108.207,85.47,14.53
9c 6c 5d,100,47.80,19.8234,92.1573,52.20,23.6766,100.796,46.23,53.77
9c 6d 6c,100,44.24,18.0402,90.6275,55.76,25.4598,101.457,48.90,51.10
9c 6d 2c,100,45.38,17.4647,85.521,54.62,26.0353,105.927,72.52,27.48
9c 6d 3c,100,45.92,18.0068,87.1398,54.08,25.4932,104.756,65.83,34.17
9c 6d 4c,100,46.37,18.1175,86.8225,53.63,25.3825,105.179,66.11,33.89
9c 6d 5c,100,47.81,19.8081,92.0639,52.19,23.6919,100.883,46.62,53.38
9c 7c 2c,100,45.46,16.9055,82.6368,54.54,26.5945,108.361,92.75,7.25
9c 7c 2d,100,45.10,17.2921,85.2066,54.90,26.2079,106.08,71.46,28.54
9c 7c 3c,100,45.90,16.8051,81.3684,54.10,26.6949,109.644,95.82,4.18
9c 7c 3d,100,45.99,17.8939,86.4683,54.01,25.6061,105.35,66.26,33.74
9c 7c 4c,100,46.25,17.0695,82.0185,53.75,26.4305,109.27,92.65,7.35
9c 7c 4d,100,46.37,18.2607,87.5144,53.63,25.2393,104.579,62.15,37.85
9c 7c 5c,100,47.24,18.0001,84.668,52.76,25.4998,107.411,81.75,18.25
9c 7c 5d,100,47.50,19.2935,90.2675,52.50,24.2065,102.456,54.58,45.42
9c 7c 6c,100,47.51,18.1885,85.0661,52.49,25.3115,107.169,82.47,17.53
9c 7c 6d,100,48.07,19.6453,90.8237,51.93,23.8547,102.075,48.19,51.81
9c 7d 7c,100,44.00,17.5532,88.6551,56.00,25.9468,102.961,56.88,43.12
9c 7d 2c,100,45.02,17.1006,84.4035,54.98,26.3993,106.709,74.17,25.83
9c 7d 3c,100,45.84,17.5922,85.275,54.16,25.9078,106.31,70.53,29.47
9c 7d 4c,100,46.18,17.8921,86.0986,53.82,25.6079,105.734,67.26,32.74
9c 7d 5c,100,47.45,19.1687,89.7668,52.55,24.3312,102.898,56.36,43.64
9c 7d 6c,100,48.02,19.5399,90.4233,51.98,23.9601,102.434,49.71,50.29
9c 8c 2c,100,45.82,17.2076,83.4541,54.18,26.2924,107.841,85.58,14.42
9c 8c 2d,100,45.62,18.0144,87.7475,54.38,25.4856,104.15,62.37,37.63
9c 8c 3c,100,45.90,16.9202,81.9159,54.10,26.5798,109.182,91.03,8.97
9c 8c 3d,100,46.03,18.1202,87.4846,53.97,25.3797,104.497,62.75,37.25
9c 8c 4c,100,46.21,17.0517,81.9996,53.79,26.4483,109.267,90.04,9.96
9c 8c 4d,100,46.44,18.3872,87.9893,53.56,25.1128,104.19,60.20,39.80
9c 8c 5c,100,47.41,18.0146,84.4337,52.59,25.4854,107.696,81.59,18.41
9c 8c 5d,100,47.77,19.7423,91.8404,52.23,23.7577,101.081,45.16,54.84
9c 8c 6c,100,47.77,18.54,86.2418,52.23,24.9599,106.202,74.55,25.45
9c 8c 6d,100,48.25,19.9023,91.6621,51.75,23.5977,101.333,42.89,57.11
9c 8c 7c,100,48.47,19.0086,87.1489,51.53,24.4913,105.619,65.62,34.38
9c 8c 7d,100,49.15,20.9396,94.6679,50.85,22.5604,98.599,23.18,76.82
9c 8d 8c,100,44.23,17.8809,89.8442,55.77,25.6191,102.077,52.18,47.82
9c 8d 2c,100,45.63,17.982,87.5754,54.37,25.518,104.297,62.68,37.32
9c 8d 3c,100,45.97,17.9796,86.9237,54.03,25.5204,104.955,64.49,35.51
9c 8d 4c,100,46.33,18.1788,87.1955,53.67,25.3212,104.843,63.02,36.98
9c 8d 5c,100,47.79,19.7346,91.7561,52.21,23.7654,101.162,45.18,54.82
9c 8d 6c,100,48.27,19.9065,91.6464,51.73,23.5935,101.351,42.98,57.02
9c 8d 7c,100,49.22,21.014,94.8815,50.78,22.486,98.3969,22.33,77.67
9d 9c 2c,100,41.71,16.8288,89.664,58.29,26.6712,101.677,57.35,42.65
9d 9c 3c,100,42.02,16.7833,88.7556,57.98,26.7167,102.4,62.55,37.45
9d 9c 4c,100,42.43,16.821,88.0977,57.57,26.679,102.982,65.37,34.63
9d 9c 5c,100,43.03,16.8624,87.0848,56.97,26.6376,103.903,72.63,27.37
9d 9c 6c,100,43.49,17.0636,87.1928,56.51,26.4364,103.957,69.94,30.06
9d 9c 7c,100,43.59,17.1826,87.5873,56.41,26.3174,103.684,65.43,34.57
9d 9c 8c,100,43.93,17.4976,88.5188,56.07,26.0024,103.049,60.24,39.76
9h 9d 9c,100,38.60,12.5319,72.1465,61.40,30.968,112.082,100.00,0.00
9d 3c 2c,100,43.57,16.7391,85.3694,56.43,26.7609,105.39,76.62,23.38
9d 4c 2c,100,44.15,17.1879,86.517,55.85,26.3121,104.689,71.13,28.87
9d 4c 3c,100,44.93,17.6368,87.2303,55.07,25.8632,104.366,67.70,32.30
9d 5c 2c,100,44.75,17.2758,85.7886,55.25,26.2242,105.477,73.97,26.03
9d 5c 3c,100,45.47,17.713,86.5691,54.53,25.787,105.086,70.45,29.55
9d 5c 4c,100,45.76,17.5396,85.1717,54.24,25.9604,106.365,74.49,25.51
9d 6c 2c,100,45.20,17.1474,84.3002,54.80,26.3526,106.867,78.60,21.40
9d 6c 3c,100,45.88,17.9324,86.8559,54.12,25.5676,104.984,68.17,31.83
9d 6c 4c,100,46.33,18.0782,86.7135,53.67,25.4218,105.258,67.99,32.01
9d 6c 5c,100,47.47,19.3839,90.7365,52.53,24.1161,102.026,53.38,46.62
9d 7c 2c,100,44.89,16.823,83.288,55.11,26.6769,107.562,79.08,20.92
9d 7c 3c,100,45.71,17.3374,84.2937,54.29,26.1626,107.083,75.26,24.74
9d 7c 4c,100,46.18,17.8995,86.1265,53.82,25.6005,105.712,68.18,31.82
9d 7c 5c,100,47.31,18.9813,89.163,52.69,24.5187,103.403,59.56,40.44
9d 7c 6c,100,47.75,19.1716,89.2302,52.25,24.3283,103.461,55.24,44.76
9d 8c 2c,100,45.51,17.7421,86.6348,54.49,25.7579,105.045,66.91,33.09
9d 8c 3c,100,45.84,17.7346,85.9649,54.16,25.7654,105.726,68.69,31.31
9d 8c 4c,100,46.31,18.1067,86.8895,53.69,25.3933,105.1,64.65,35.35
9d 8c 5c,100,47.66,19.5291,91.0501,52.34,23.9709,101.782,48.53,51.47
9d 8c 6c,100,48.13,19.698,90.9505,51.87,23.802,101.971,46.60,53.40
9d 8c 7c,100,48.98,20.6942,93.8879,51.02,22.8057,99.3344,26.39,73.61
9h 9d 2c,100,40.96,16.2553,88.1936,59.04,27.2447,102.545,70.11,29.89
9h 9d 3c,100,41.39,16.3081,87.5485,58.61,27.1918,103.107,73.17,26.83
9h 9d 4c,100,41.90,16.4292,87.1328,58.10,27.0708,103.542,74.02,25.98
9h 9d 5c,100,42.38,16.1762,84.8304,57.62,27.3238,105.371,83.10,16.90
9h 9d 6c,100,42.89,16.4426,85.201,57.11,27.0573,105.276,80.84,19.16
9h 9d 7c,100,42.95,16.5875,85.8141,57.05,26.9124,104.839,74.85,25.15
9h 9d 8c,100,43.41,17.3127,88.6277,56.59,26.1873,102.833,61.46,38.54
9h 2d 2c,100,40.68,13.768,75.2015,59.32,29.732,111.39,99.99,0.01
9h 3d 3c,100,41.41,14.9597,80.2813,58.59,28.5403,108.247,92.26,7.74
9h 3d 2c,100,43.09,16.5057,85.125,56.91,26.9943,105.405,76.05,23.95
9h 4d 4c,100,42.24,16.2092,85.2665,57.76,27.2907,105.005,72.58,27.42
9h 4d 2c,100,43.70,17.013,86.5132,56.30,26.4869,104.548,69.95,30.05
9h 4d 3c,100,44.66,17.7807,88.4831,55.34,25.7193,103.27,62.55,37.45
9h 5d 5c,100,43.23,17.5392,90.1575,56.77,25.9608,101.623,58.08,41.92
9h 5d 2c,100,44.35,17.2123,86.2472,55.65,26.2876,104.97,71.64,28.36
9h 5d 3c,100,45.23,17.9156,88.0321,54.78,25.5843,103.795,64.58,35.42
9h 5d 4c,100,45.76,17.9809,87.3243,54.24,25.5191,104.547,65.76,34.24
9h 6d 6c,100,43.60,17.581,89.6108,56.40,25.919,102.121,56.06,43.94
9h 6d 2c,100,45.04,17.4085,85.9007,54.96,26.0915,105.488,71.14,28.86
9h 6d 3c,100,45.69,18.2298,88.662,54.31,25.2701,103.401,61.56,38.44
9h 6d 4c,100,46.24,18.4322,88.5752,53.76,25.0678,103.627,61.04,38.96
9h 6d 5c,100,47.65,20.2159,94.286,52.35,23.2841,98.8333,42.77,57.23
9h 7d 7c,100,43.33,17.0063,87.2146,56.67,26.4937,103.895,63.80,36.20
9h 7d 2c,100,44.64,16.9569,84.4105,55.36,26.5431,106.55,72.97,27.03
9h 7d 3c,100,45.62,17.7402,86.411,54.38,25.7597,105.271,67.10,32.90
9h 7d 4c,100,46.02,18.1619,87.7002,53.98,25.3381,104.311,62.60,37.40
9h 7d 5c,100,47.26,19.49,91.6375,52.74,24.01,101.174,53.37,46.63
9h 7d 6c,100,47.89,19.9075,92.3701,52.11,23.5925,100.616,46.85,53.15
9h 8d 8c,100,43.68,17.7127,90.1134,56.32,25.7873,101.749,52.63,47.37
9h 8d 2c,100,45.27,18.0034,88.3772,54.73,25.4966,103.523,61.18,38.82
9h 8d 3c,100,45.73,18.1293,88.1067,54.27,25.3707,103.878,61.60,38.40
9h 8d 4c,100,46.16,18.4226,88.6954,53.84,25.0774,103.5,59.67,40.33
9h 8d 5c,100,47.57,20.0949,93.8752,52.43,23.405,99.1992,41.70,58.30
9h 8d 6c,100,48.13,20.3047,93.7435,51.87,23.1953,99.3795,39.43,60.57
9h 8d 7c,100,49.03,21.4017,96.9988,50.97,22.0983,96.3472,14.29,85.71
Ac 2d 2c,100,37.49,13.7005,81.2033,62.51,29.7995,105.942,72.02,27.98
Ac 3c 2c,100,42.63,17.5075,91.2585,57.37,25.9925,100.685,35.77,64.23
Ac 3c 2d,100,40.30,16.6991,92.0755,59.70,26.8009,99.7659,34.50,65.50
Ac 3d 3c,100,38.13,14.4547,84.2395,61.87,29.0453,104.326,57.63,42.37
Ac 3d 2c,100,40.35,16.7472,92.241,59.65,26.7528,99.6595,34.32,65.68
Ac 4c 2c,100,42.85,17.6736,91.647,57.15,25.8264,100.431,33.69,66.31
Ac 4c 2d,100,40.68,16.892,92.2829,59.32,26.608,99.6722,32.76,67.24
Ac 4c 3c,100,43.21,17.7332,91.1916,56.79,25.7668,100.833,36.58,63.42
Ac 4c 3d,100,41.43,17.3899,93.2683,58.57,26.11,99.0705,27.88,72.12
Ac 4d 4c,100,39.06,15.3339,87.2391,60.94,28.1661,102.709,45.06,54.94
Ac 4d 2c,100,40.82,17.0287,92.711,59.18,26.4713,99.3943,31.51,68.49
Ac 4d 3c,100,41.53,17.4813,93.5374,58.47,26.0187,98.8892,27.40,72.60
Ac 5c 2c,100,42.71,17.4857,90.9882,57.29,26.0143,100.899,36.35,63.65
Ac 5c 2d,100,40.52,16.6142,91.1073,59.48,26.8857,100.454,41.71,58.29
Ac 5c 3c,100,43.08,17.5965,90.775,56.92,25.9035,101.125,38.35,61.65
Ac 5c 3d,100,41.27,17.1725,92.4668,58.73,26.3275,99.6176,35.22,64.78
Ac 5c 4c,100,43.02,17.0931,88.2896,56.98,26.4069,102.992,49.96,50.04
Ac 5c 4d,100,41.77,17.1984,91.4982,58.23,26.3016,100.374,38.77,61.23
Ac 5d 5c,100,39.49,15.8958,89.4397,60.51,27.6041,101.384,31.10,68.90
Ac 5d 2c,100,40.70,16.7736,91.5803,59.30,26.7264,100.158,40.11,59.89
Ac 5d 3c,100,41.40,17.2811,92.7504,58.60,26.2189,99.4335,34.56,65.44
Ac 5d 4c,100,41.81,17.2173,91.5131,58.19,26.2827,100.369,38.61,61.39
Ac 6c 2c,100,41.35,15.7966,84.8909,58.65,27.7034,104.969,55.83,44.17
Ac 6c 2d,100,39.21,14.0537,79.6545,60.79,29.4463,107.638,80.47,19.53
Ac 6c 3c,100,41.92,16.1532,85.6399,58.09,27.3467,104.623,53.94,46.06
Ac 6c 3d,100,39.86,14.7813,82.4054,60.14,28.7187,106.119,68.99,31.01
Ac 6c 4c,100,42.31,16.121,84.6613,57.69,27.379,105.473,58.93,41.07
Ac 6c 4d,100,40.73,15.3422,83.7044,59.27,28.1577,105.574,63.83,36.17
Ac 6c 5c,100,42.39,15.9874,83.8209,57.62,27.5126,106.117,66.14,33.86
Ac 6c 5d,100,41.19,15.6719,84.5503,58.81,27.8281,105.152,63.28,36.72
Ac 6d 6c,100,39.72,15.7421,88.0647,60.28,27.7579,102.335,38.19,61.81
Ac 6d 2c,100,39.36,14.2653,80.5507,60.65,29.2346,107.124,79.32,20.68
Ac 6d 3c,100,39.97,14.9456,83.0916,60.03,28.5543,105.705,67.51,32.49
Ac 6d 4c,100,40.75,15.4065,84.0181,59.25,28.0935,105.365,63.53,36.47
Ac 6d 5c,100,41.18,15.7313,84.8881,58.82,27.7687,104.913,62.68,37.32
Ac 7c 2c,100,41.42,15.9801,85.734,58.58,27.5199,104.397,51.48,48.52
Ac 7c 2d,100,39.16,13.9595,79.2171,60.84,29.5405,107.898,83.54,16.46
Ac 7c 3c,100,41.84,16.0239,85.1093,58.16,27.4761,104.98,55.36,44.64
Ac 7c 3d,100,39.97,14.5709,81.0092,60.03,28.929,107.092,74.18,25.82
Ac 7c 4c,100,42.53,16.4084,85.7312,57.47,27.0916,104.76,55.10,44.90
Ac 7c 4d,100,40.87,15.4809,84.1833,59.13,28.0191,105.293,63.82,36.18
Ac 7c 5c,100,42.60,16.2867,84.9548,57.40,27.2133,105.359,60.70,39.30
Ac 7c 5d,100,41.06,15.45,83.6183,58.94,28.05,105.756,66.96,33.04
Ac 7c 6c,100,42.51,15.8747,82.9796,57.49,27.6253,106.788,69.06,30.94
Ac 7c 6d,100,41.25,15.1849,81.8106,58.75,28.3151,107.096,72.07,27.93
Ac 7d 7c,100,39.31,15.1008,85.3762,60.70,28.3992,103.978,50.74,49.26
Ac 7d 2c,100,39.24,14.0667,79.6556,60.76,29.4332,107.654,82.80,17.20
Ac 7d 3c,100,40.01,14.6319,81.2624,59.99,28.8681,106.941,74.04,25.96
Ac 7d 4c,100,40.82,15.432,84.0166,59.18,28.068,105.391,64.45,35.55
Ac 7d 5c,100,40.98,15.3941,83.4685,59.02,28.1059,105.832,67.79,32.21
Ac 7d 6c,100,41.19,15.067,81.2851,58.81,28.433,107.44,73.88,26.12
Ac 8c 2c,100,41.46,16.1928,86.7946,58.54,27.3072,103.658,47.64,52.36
Ac 8c 2d,100,39.11,14.2321,80.8693,60.89,29.2679,106.813,76.04,23.96
Ac 8c 3c,100,41.46,16.0306,85.9135,58.54,27.4694,104.283,50.53,49.47
Ac 8c 3d,100,39.37,14.2906,80.6648,60.63,29.2093,107.057,76.22,23.78
Ac 8c 4c,100,42.13,16.2842,85.8923,57.87,27.2158,104.511,53.97,46.03
Ac 8c 4d,100,40.33,15.1051,83.2403,59.67,28.3949,105.739,67.35,32.65
Ac 8c 5c,100,42.33,16.325,85.7084,57.67,27.175,104.709,56.60,43.40
Ac 8c 5d,100,40.59,15.2691,83.5943,59.41,28.2309,105.598,67.49,32.51
Ac 8c 6c,100,42.32,15.9969,84.0026,57.68,27.503,105.958,63.01,36.99
Ac 8c 6d,100,40.64,14.7296,80.5403,59.36,28.7704,107.708,76.63,23.37
Ac 8c 7c,100,42.59,16.2786,84.9426,57.41,27.2214,105.363,60.56,39.44
Ac 8c 7d,100,40.98,15.0843,81.7902,59.02,28.4157,106.997,71.38,28.62
Ac 8d 8c,100,38.82,15.0304,86.0334,61.18,28.4696,103.414,45.19,54.81
Ac 8d 2c,100,39.20,14.3767,81.5011,60.80,29.1233,106.444,74.09,25.91
Ac 8d 3c,100,39.42,14.3895,81.1219,60.58,29.1105,106.781,74.68,25.32
Ac 8d 4c,100,40.28,15.0845,83.2189,59.72,28.4154,105.737,67.98,32.02
Ac 8d 5c,100,40.52,15.2372,83.5693,59.48,28.2628,105.588,67.88,32.12
Ac 8d 6c,100,40.59,14.6429,80.1685,59.41,28.857,107.938,77.74,22.26
Ac 8d 7c,100,41.00,15.1151,81.9305,59.00,28.3849,106.906,71.37,28.63
Ac 9c 2c,100,41.00,16.6481,90.2388,59.00,26.8518,101.133,29.29,70.71
Ac 9c 2d,100,38.01,14.3809,84.0831,61.99,29.1191,104.381,62.45,37.55
Ac 9c 3c,100,41.06,16.5351,89.4798,58.94,26.9649,101.674,33.29,66.71
Ac 9c 3d,100,38.36,14.4858,83.9197,61.64,29.0142,104.599,64.11,35.89
Ac 9c 4c,100,41.09,16.3468,88.4037,58.91,27.1532,102.43,38.09,61.91
Ac 9c 4d,100,38.72,14.5846,83.6933,61.28,28.9154,104.866,65.11,34.89
Ac 9c 5c,100,41.53,16.6818,89.2718,58.47,26.8182,101.918,38.52,61.48
Ac 9c 5d,100,39.04,14.9445,85.0657,60.96,28.5555,104.096,63.07,36.93
Ac 9c 6c,100,41.60,16.4302,87.7757,58.40,27.0697,102.999,43.17,56.83
Ac 9c 6d,100,39.19,14.617,82.8933,60.81,28.883,105.541,68.44,31.56
Ac 9c 7c,100,41.95,16.7762,88.8708,58.05,26.7238,102.3,41.06,58.94
Ac 9c 7d,100,39.42,14.6771,82.7311,60.58,28.8229,105.736,68.25,31.75
Ac 9c 8c,100,42.34,17.171,90.124,57.66,26.3289,101.471,36.30,63.70
Ac 9c 8d,100,40.00,15.5791,86.5571,60.00,27.9209,103.405,54.49,45.51
Ac 9d 9c,100,37.00,14.0277,84.2411,63.00,29.4722,103.965,50.04,49.96
Ac 9d 2c,100,38.01,14.3372,83.8197,61.99,29.1628,104.544,64.24,35.76
Ac 9d 3c,100,38.32,14.3903,83.4581,61.68,29.1097,104.872,66.31,33.69
Ac 9d 4c,100,38.58,14.3906,82.8839,61.42,29.1094,105.325,68.49,31.51
Ac 9d 5c,100,38.86,14.6911,84.0063,61.14,28.8089,104.714,67.72,32.28
Ac 9d 6c,100,39.03,14.3228,81.5514,60.97,29.1772,106.342,73.09,26.91
Ac 9d 7c,100,39.33,14.4788,81.8093,60.67,29.0212,106.298,71.99,28.01
Ac 9d 8c,100,39.90,15.3689,85.6073,60.10,28.131,104.007,58.31,41.69
Ad Ac 2c,100,36.23,11.6655,71.5517,63.77,31.8345,110.935,100.00,0.00
Ad Ac 3c,100,36.42,11.6798,71.2655,63.58,31.8202,111.217,100.00,0.00
Ad Ac 4c,100,36.69,11.5796,70.1414,63.31,31.9203,112.036,100.00,0.00
Ad Ac 5c,100,36.44,11.1674,68.1038,63.56,32.3326,113.041,100.00,0.00
Ad Ac 6c,100,36.52,10.6612,64.8775,63.48,32.8388,114.953,100.00,0.00
Ad Ac 7c,100,36.62,10.6389,64.5664,63.38,32.8611,115.211,100.00,0.00
Ad Ac 8c,100,36.51,10.8615,66.1151,63.49,32.6384,114.233,100.00,0.00
Ad Ac 9c,100,35.40,10.9516,68.747,64.60,32.5484,111.967,100.00,0.00
Ah Ad Ac,100,33.84,8.60199,56.4923,66.16,34.898,117.213,100.00,0.00
Ad Ac Jc,100,34.59,10.3077,66.2233,65.41,33.1923,112.765,100.00,0.00
Ad Ac Kc,100,33.43,9.21316,61.2485,66.57,34.2868,114.45,100.00,0.00
Ad Ac Qc,100,35.13,10.2069,64.5711,64.87,33.293,114.046,100.00,0.00
Ad Ac Tc,100,36.01,10.5479,65.1004,63.99,32.9521,114.427,100.00,0.00
Ac Jc 2c,100,40.63,16.3979,89.6848,59.37,27.1021,101.445,35.23,64.77
Ac Jc 2d,100,37.20,13.4599,80.3999,62.80,30.0401,106.304,70.39,29.61
Ac Jc 3c,100,40.64,16.2659,88.9493,59.36,27.2341,101.95,40.31,59.69
Ac Jc 3d,100,37.49,13.5293,80.1979,62.51,29.9707,106.543,71.32,28.68
Ac Jc 4c,100,40.67,16.0847,87.8794,59.33,27.4153,102.691,46.87,53.13
Ac Jc 4d,100,37.89,13.6107,79.8263,62.11,29.8893,106.94,73.75,26.25
Ac Jc 5c,100,40.40,15.8891,87.4081,59.60,27.6108,102.941,50.71,49.29
Ac Jc 5d,100,37.60,13.1495,77.7082,62.40,30.3505,108.092,83.01,16.99
Ac Jc 6c,100,40.15,15.4181,85.3398,59.85,28.0819,104.265,57.12,42.88
Ac Jc 6d,100,37.36,12.3399,73.3939,62.64,31.1601,110.549,94.80,5.20
Ac Jc 7c,100,40.73,16.0988,87.8342,59.27,27.4012,102.736,47.77,52.23
Ac Jc 7d,100,37.51,12.5851,74.5539,62.49,30.9149,109.941,92.11,7.89
Ac Jc 8c,100,40.93,16.4255,89.1741,59.07,27.0745,101.859,38.80,61.20
Ac Jc 8d,100,37.67,13.2235,78.0152,62.33,30.2765,107.937,79.13,20.87
Ac Jc 9c,100,40.59,16.7144,91.511,59.41,26.7856,100.189,27.37,72.63
Ac Jc 9d,100,36.84,13.0506,78.7127,63.16,30.4494,107.141,78.83,21.17
Ac Jd Jc,100,35.76,11.9286,74.1239,64.24,31.5714,109.216,86.83,13.17
Ac Jc Tc,100,40.04,16.2482,90.185,59.96,27.2518,100.995,39.17,60.83
Ac Jc Td,100,35.87,11.5407,71.5009,64.13,31.9593,110.742,100.00,0.00
Ac Jd 2c,100,36.94,13.0562,78.5354,63.06,30.4438,107.29,77.58,22.42
Ac Jd 3c,100,37.17,13.0604,78.0751,62.83,30.4396,107.667,79.76,20.24
Ac Jd 4c,100,37.47,13.0179,77.2153,62.53,30.482,108.32,83.95,16.05
Ac Jd 5c,100,37.14,12.516,74.8865,62.86,30.984,109.536,93.34,6.66
Ac Jd 6c,100,36.92,11.6807,70.2994,63.08,31.8193,112.102,99.99,0.01
Ac Jd 7c,100,37.15,12.0032,71.8025,62.85,31.4968,111.363,99.30,0.70
Ac Jd 8c,100,37.31,12.6575,75.3967,62.69,30.8424,109.324,88.07,11.93
Ac Jd 9c,100,36.61,12.7733,77.5303,63.39,30.7267,107.719,82.28,17.72
Ac Jd Tc,100,35.87,11.6064,71.8983,64.13,31.8935,110.523,100.00,0.00
Ac Kc 2c,100,40.14,16.9011,93.5599,59.86,26.5989,98.7502,17.01,82.99
Ac Kc 2d,100,35.80,12.3505,76.6718,64.20,31.1495,107.815,80.86,19.14
Ac Kc 3c,100,40.02,16.6397,92.3858,59.98,26.8603,99.5234,24.88,75.12
Ac Kc 3d,100,36.03,12.373,76.308,63.97,31.127,108.134,82.85,17.15
Ac Kc 4c,100,39.98,16.4365,91.3495,60.02,27.0634,100.209,33.28,66.72
Ac Kc 4d,100,36.36,12.4044,75.8147,63.64,31.0956,108.579,85.01,14.99
Ac Kc 5c,100,39.51,15.9974,89.9716,60.49,27.5026,101.04,42.54,57.46
Ac Kc 5d,100,36.01,11.7941,72.787,63.99,31.7059,110.103,95.10,4.90
Ac Kc 6c,100,39.35,15.6678,88.4759,60.65,27.8322,101.981,46.41,53.59
Ac Kc 6d,100,35.73,10.8872,67.7124,64.27,32.6128,112.763,99.99,0.01
Ac Kc 7c,100,39.30,15.3609,86.8641,60.70,28.1391,103.013,52.39,47.61
Ac Kc 7d,100,35.85,10.5897,65.64,64.15,32.9103,114.007,100.00,0.00
Ac Kc 8c,100,39.34,15.6729,88.5257,60.66,27.8271,101.947,42.28,57.72
Ac Kc 8d,100,35.69,10.9192,67.993,64.31,32.5807,112.577,100.00,0.00
Ac Kc 9c,100,39.00,16.373,93.2998,61.00,27.127,98.8193,22.50,77.50
Ac Kc 9d,100,34.56,10.7974,69.4247,65.44,32.7026,111.054,99.99,0.01
Ac Kc Jc,100,40.56,17.6485,96.699,59.44,25.8515,96.6447,15.62,84.38
Ac Kc Jd,100,35.81,13.231,82.1164,64.19,30.269,104.782,83.22,16.78
Ac Kd Kc,100,33.80,9.0804,59.7012,66.20,34.4196,115.54,100.00,0.00
Ac Kc Qc,100,40.52,17.2263,94.4789,59.48,26.2737,98.157,23.45,76.55
Ac Kc Qd,100,36.34,13.3489,81.6204,63.66,30.1511,105.257,84.77,15.23
Ac Kc Tc,100,39.91,17.0585,94.9864,60.09,26.4415,97.7827,19.59,80.41
Ac Kc Td,100,35.32,12.1812,76.6474,64.68,31.3188,107.597,99.80,0.20
Ac Kd 2c,100,35.49,11.62,72.7587,64.51,31.88,109.82,97.31,2.69
Ac Kd 3c,100,35.66,11.5657,72.0718,64.34,31.9343,110.299,98.87,1.13
Ac Kd 4c,100,35.87,11.455,70.9638,64.13,32.045,111.044,99.99,0.01
Ac Kd 5c,100,35.47,10.8319,67.8583,64.53,32.6681,112.503,100.00,0.00
Ac Kd 6c,100,35.22,10.0181,63.2016,64.78,33.4819,114.864,100.00,0.00
Ac Kd 7c,100,35.41,9.88151,62.0165,64.59,33.6185,115.661,100.00,0.00
Ac Kd 8c,100,35.25,10.1447,63.9466,64.75,33.3553,114.483,100.00,0.00
Ac Kd 9c,100,34.27,10.2087,66.2013,65.73,33.2913,112.549,100.00,0.00
Ac Kd Jc,100,35.73,12.9144,80.3107,64.27,30.5856,105.762,88.69,11.31
Ac Kd Qc,100,36.11,12.8213,78.8984,63.89,30.6787,106.71,94.83,5.17
Ac Kd Tc,100,35.25,11.9635,75.4138,64.75,31.5365,108.238,99.99,0.01
Ac Qc 2c,100,40.74,16.0269,87.4239,59.26,27.4731,103.02,46.30,53.70
Ac Qc 2d,100,37.64,13.221,78.0481,62.36,30.2789,107.906,77.63,22.37
Ac Qc 3c,100,40.90,16.1357,87.6616,59.10,27.3643,102.9,46.22,53.78
Ac Qc 3d,100,37.86,13.3962,78.6386,62.14,30.1038,107.649,76.04,23.96
Ac Qc 4c,100,40.98,16.0004,86.7728,59.02,27.4995,103.536,52.29,47.71
Ac Qc 4d,100,38.24,13.4973,78.4451,61.76,30.0027,107.947,77.39,22.61
Ac Qc 5c,100,40.66,15.7474,86.0741,59.34,27.7526,103.923,56.38,43.62
Ac Qc 5d,100,37.92,12.9663,75.996,62.08,30.5337,109.29,87.35,12.65
Ac Qc 6c,100,40.47,15.3041,84.0349,59.53,28.1959,105.254,63.20,36.80
Ac Qc 6d,100,37.74,12.1237,71.3833,62.26,31.3763,111.994,98.59,1.41
Ac Qc 7c,100,40.50,15.4927,85,59.50,28.0073,104.609,57.94,42.06
Ac Qc 7d,100,37.53,11.9515,70.7594,62.47,31.5485,112.234,99.68,0.32
Ac Qc 8c,100,40.76,15.7877,86.0759,59.24,27.7123,103.953,52.96,47.04
Ac Qc 8d,100,37.83,12.5537,73.7389,62.17,30.9463,110.619,92.22,7.78
Ac Qc 9c,100,40.38,15.9955,88.0272,59.62,27.5044,102.518,42.01,57.99
Ac Qc 9d,100,37.10,12.4707,74.688,62.90,31.0293,109.633,90.78,9.22
Ac Qc Jc,100,40.67,16.5527,90.4418,59.33,26.9473,100.934,37.96,62.04
